nome,cpu%,ram%,status,dataHora
AcerPixyService.exe,0.0,0.0,LISTEN,2025-04-27_16-35-01
AcerQAAgent.exe,0.0,0.03,ESTABLISHED,2025-04-27_16-35-02
AcerEZService.exe,0.0,0.08,LISTEN,2025-04-27_16-35-02
OneApp.IGCC.WinService.exe,0.0,0.06,NONE,2025-04-27_16-35-02
IntelAudioService.exe,0.0,0.03,NONE,2025-04-27_16-35-02
GooglePlayGamesServices.exe,0.0,0.15,NONE,2025-04-27_16-35-02
MpDefenderCoreService.exe,0.0,0.05,NONE,2025-04-27_16-35-02
ARTAimmxService.exe,0.0,0.0,NONE,2025-04-27_16-35-02
ipf_uf.exe,0.0,0.0,NONE,2025-04-27_16-35-02
mysqld.exe,0.0,0.06,NONE,2025-04-27_16-35-02
WidgetService.exe,0.0,0.03,NONE,2025-04-27_16-35-02
WMIRegistrationService.exe,0.0,0.0,NONE,2025-04-27_16-35-02
MsMpEng.exe,0.0,1.67,NONE,2025-04-27_16-35-02
ipfsvc.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-35-02
wslservice.exe,0.0,0.06,NONE,2025-04-27_16-35-03
AcerSysMonitorService.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-35-03
dllhost.exe,0.0,0.02,NONE,2025-04-27_16-35-03
UserOOBEBroker.exe,0.0,0.0,NONE,2025-04-27_16-35-03
SearchIndexer.exe,0.0,0.15,NONE,2025-04-27_16-35-03
AggregatorHost.exe,0.0,0.05,NONE,2025-04-27_16-35-03
unsecapp.exe,0.0,0.03,NONE,2025-04-27_16-35-03
msedgewebview2.exe,0.0,0.29,NONE,2025-04-27_16-35-03
OpenConsole.exe,0.0,0.05,NONE,2025-04-27_16-35-03
AcerService.exe,0.0,0.02,LISTEN,2025-04-27_16-35-04
taskhostw.exe,0.0,0.1,NONE,2025-04-27_16-35-04
uihost.exe,0.0,0.19,NONE,2025-04-27_16-35-04
sihost.exe,0.0,0.15,NONE,2025-04-27_16-35-04
ipf_helper.exe,0.0,0.02,NONE,2025-04-27_16-35-04
powershell.exe,0.0,2.48,NONE,2025-04-27_16-35-04
HostAppServiceUpdater.exe,0.0,0.0,NONE,2025-04-27_16-35-04
pet.exe,0.0,0.03,NONE,2025-04-27_16-35-04
ADESv2BW.exe,0.0,0.0,NONE,2025-04-27_16-35-04
NisSrv.exe,0.0,0.04,NONE,2025-04-27_16-35-05
StartMenuExperienceHost.exe,0.0,0.14,NONE,2025-04-27_16-35-05
SearchHost.exe,0.0,0.06,NONE,2025-04-27_16-35-05
SecurityHealthSystray.exe,0.0,0.01,NONE,2025-04-27_16-35-05
Widgets.exe,0.0,0.16,NONE,2025-04-27_16-35-05
ACCUserPS.exe,0.0,0.0,NONE,2025-04-27_16-35-05
ctfmon.exe,0.0,0.12,NONE,2025-04-27_16-35-05
AQAUserPS.exe,0.0,0.06,ESTABLISHED,2025-04-27_16-35-05
AcerSysHardwareService.exe,0.0,0.0,NONE,2025-04-27_16-35-06
StorPSCTL.exe,0.0,0.05,NONE,2025-04-27_16-35-06
SecurityHealthService.exe,0.0,0.02,NONE,2025-04-27_16-35-06
ShellHost.exe,0.0,0.07,NONE,2025-04-27_16-35-06
MySQLWorkbench.exe,0.0,0.5,ESTABLISHED,2025-04-27_16-35-06
FileSyncHelper.exe,0.0,0.01,NONE,2025-04-27_16-35-07
OneDrive.exe,0.0,0.35,ESTABLISHED,2025-04-27_16-35-07
Microsoft.SharePoint.exe,0.0,0.11,LISTEN,2025-04-27_16-35-07
cmd.exe,0.0,0.01,NONE,2025-04-27_16-35-07
CrossDeviceService.exe,0.0,0.13,NONE,2025-04-27_16-35-07
jusched.exe,0.0,0.0,NONE,2025-04-27_16-35-07
FileCoAuth.exe,0.0,0.11,NONE,2025-04-27_16-35-07
SnippingTool.exe,0.0,0.1,NONE,2025-04-27_16-35-08
backgroundTaskHost.exe,0.0,0.02,NONE,2025-04-27_16-35-08
ssh.exe,0.0,0.02,ESTABLISHED,2025-04-27_16-35-08
Notepad.exe,0.0,0.15,NONE,2025-04-27_16-35-08
python.exe,0.0,0.91,ESTABLISHED,2025-04-27_16-35-08
