nome,cpu%,ram%,status,dataHora
dllhost.exe,0.0,0.02,NONE,2025-04-27_16-28-23
UserOOBEBroker.exe,0.0,0.0,NONE,2025-04-27_16-28-23
SearchIndexer.exe,0.0,0.19,NONE,2025-04-27_16-28-23
AggregatorHost.exe,0.0,0.03,NONE,2025-04-27_16-28-23
unsecapp.exe,0.0,0.03,NONE,2025-04-27_16-28-23
msedgewebview2.exe,0.0,0.3,NONE,2025-04-27_16-28-23
OpenConsole.exe,0.0,0.05,NONE,2025-04-27_16-28-23
AcerService.exe,0.0,0.02,LISTEN,2025-04-27_16-28-24
taskhostw.exe,0.0,0.12,NONE,2025-04-27_16-28-24
uihost.exe,0.0,0.16,NONE,2025-04-27_16-28-24
sihost.exe,0.0,0.16,NONE,2025-04-27_16-28-24
ipf_helper.exe,0.0,0.02,NONE,2025-04-27_16-28-24
HostAppServiceUpdater.exe,0.0,0.0,NONE,2025-04-27_16-28-24
pet.exe,0.0,0.02,NONE,2025-04-27_16-28-24
ADESv2BW.exe,0.0,0.0,NONE,2025-04-27_16-28-24
NisSrv.exe,0.0,0.04,NONE,2025-04-27_16-28-24
StartMenuExperienceHost.exe,0.0,0.14,NONE,2025-04-27_16-28-24
SearchHost.exe,0.0,0.06,NONE,2025-04-27_16-28-25
SecurityHealthSystray.exe,0.0,0.01,NONE,2025-04-27_16-28-25
Widgets.exe,0.0,0.15,NONE,2025-04-27_16-28-25
powershell.exe,0.0,0.83,NONE,2025-04-27_16-28-25
ACCUserPS.exe,0.0,0.0,NONE,2025-04-27_16-28-25
ctfmon.exe,0.0,0.12,NONE,2025-04-27_16-28-25
AQAUserPS.exe,0.0,0.05,ESTABLISHED,2025-04-27_16-28-25
AcerSysHardwareService.exe,0.0,0.0,NONE,2025-04-27_16-28-25
StorPSCTL.exe,0.0,0.02,NONE,2025-04-27_16-28-25
SecurityHealthService.exe,0.0,0.02,NONE,2025-04-27_16-28-26
ShellHost.exe,0.0,0.07,NONE,2025-04-27_16-28-26
ssh.exe,0.0,0.06,ESTABLISHED,2025-04-27_16-28-26
MySQLWorkbench.exe,0.0,0.48,ESTABLISHED,2025-04-27_16-28-26
FileSyncHelper.exe,0.0,0.01,NONE,2025-04-27_16-28-26
OneDrive.exe,0.0,0.35,ESTABLISHED,2025-04-27_16-28-27
Microsoft.SharePoint.exe,0.0,0.09,LISTEN,2025-04-27_16-28-27
cmd.exe,0.0,0.0,NONE,2025-04-27_16-28-27
CrossDeviceService.exe,0.0,0.08,NONE,2025-04-27_16-28-27
jusched.exe,0.0,0.0,NONE,2025-04-27_16-28-27
FileCoAuth.exe,0.0,0.11,NONE,2025-04-27_16-28-27
SnippingTool.exe,0.0,0.1,NONE,2025-04-27_16-28-27
backgroundTaskHost.exe,0.0,0.02,NONE,2025-04-27_16-28-27
audiodg.exe,0.0,0.2,NONE,2025-04-27_16-28-27
python.exe,0.0,0.7,ESTABLISHED,2025-04-27_16-28-27
Notepad.exe,0.0,0.15,NONE,2025-04-27_16-28-28
