nome,cpu%,ram%,status,dataHora
System Idle Process,849.2,0.0,TIME_WAIT,2025-04-27_16-28-16
System,110.2,0.0,NONE,2025-04-27_16-28-16
SEM_NOME,0.0,0.51,NONE,2025-04-27_16-28-16
Registry,0.0,0.14,NONE,2025-04-27_16-28-16
smss.exe,0.0,0.0,NONE,2025-04-27_16-28-16
csrss.exe,0.0,0.03,NONE,2025-04-27_16-28-16
svchost.exe,0.0,3.61,NONE,2025-04-27_16-28-16
AcerSense.exe,0.0,1.83,NONE,2025-04-27_16-28-16
RstMwService.exe,0.0,0.0,NONE,2025-04-27_16-28-16
wininit.exe,0.0,0.0,LISTEN,2025-04-27_16-28-16
winlogon.exe,0.0,0.01,NONE,2025-04-27_16-28-16
Photos.exe,0.0,0.42,NONE,2025-04-27_16-28-16
services.exe,0.0,0.07,LISTEN,2025-04-27_16-28-17
LsaIso.exe,0.0,0.02,NONE,2025-04-27_16-28-17
lsass.exe,0.0,0.14,LISTEN,2025-04-27_16-28-17
conhost.exe,0.0,0.08,NONE,2025-04-27_16-28-17
fontdrvhost.exe,0.0,0.01,NONE,2025-04-27_16-28-17
WUDFHost.exe,0.0,0.01,ESTABLISHED,2025-04-27_16-28-17
dwm.exe,0.0,1.05,NONE,2025-04-27_16-28-17
ShellExperienceHost.exe,0.0,0.0,NONE,2025-04-27_16-28-17
jucheck.exe,0.0,0.03,NONE,2025-04-27_16-28-17
WindowsTerminal.exe,0.0,0.59,NONE,2025-04-27_16-28-17
msedge.exe,0.0,18.14,NONE,2025-04-27_16-28-18
IntelCpHDCPSvc.exe,0.0,0.0,NONE,2025-04-27_16-28-18
Discord.exe,0.0,1.69,NONE,2025-04-27_16-28-18
Code.exe,0.0,10.39,NONE,2025-04-27_16-28-18
explorer.exe,0.0,1.43,NONE,2025-04-27_16-28-18
crashpad_handler.exe,0.0,0.01,NONE,2025-04-27_16-28-19
MemCompression,0.0,5.41,NONE,2025-04-27_16-28-19
jetbrains-toolbox.exe,0.0,0.97,LISTEN,2025-04-27_16-28-20
RtkAudUService64.exe,0.0,0.1,NONE,2025-04-27_16-28-20
WmiPrvSE.exe,0.0,0.19,NONE,2025-04-27_16-28-20
NgcIso.exe,0.0,0.0,NONE,2025-04-27_16-28-20
spoolsv.exe,0.0,0.0,LISTEN,2025-04-27_16-28-21
OfficeClickToRun.exe,0.0,0.07,NONE,2025-04-27_16-28-21
wlanext.exe,0.0,0.0,NONE,2025-04-27_16-28-21
servicehost.exe,0.0,0.15,NONE,2025-04-27_16-28-21
RuntimeBroker.exe,0.0,0.33,NONE,2025-04-27_16-28-21
jhi_service.exe,0.0,0.0,LISTEN,2025-04-27_16-28-21
AAADSvc.exe,0.0,0.0,NONE,2025-04-27_16-28-21
ADESv2Svc.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-28-21
AcerCCAgent.exe,0.0,0.01,LISTEN,2025-04-27_16-28-21
AcerServiceWrapper.exe,0.0,0.01,NONE,2025-04-27_16-28-21
AcerDIAgent.exe,0.0,0.01,LISTEN,2025-04-27_16-28-21
AcerSystemCentralService.exe,0.0,0.04,NONE,2025-04-27_16-28-21
AcerPixyService.exe,0.0,0.0,LISTEN,2025-04-27_16-28-22
AcerQAAgent.exe,0.0,0.03,LISTEN,2025-04-27_16-28-22
AcerEZService.exe,0.0,0.08,LISTEN,2025-04-27_16-28-22
OneApp.IGCC.WinService.exe,0.0,0.06,NONE,2025-04-27_16-28-22
IntelAudioService.exe,0.0,0.04,NONE,2025-04-27_16-28-22
GooglePlayGamesServices.exe,0.0,0.14,NONE,2025-04-27_16-28-22
MpDefenderCoreService.exe,0.0,0.04,NONE,2025-04-27_16-28-22
ARTAimmxService.exe,0.0,0.0,NONE,2025-04-27_16-28-22
ipf_uf.exe,0.0,0.0,NONE,2025-04-27_16-28-22
mysqld.exe,0.0,0.05,NONE,2025-04-27_16-28-22
WidgetService.exe,0.0,0.03,NONE,2025-04-27_16-28-22
WMIRegistrationService.exe,0.0,0.0,NONE,2025-04-27_16-28-22
MsMpEng.exe,0.0,1.66,NONE,2025-04-27_16-28-23
ipfsvc.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-28-23
wslservice.exe,0.0,0.05,NONE,2025-04-27_16-28-23
AcerSysMonitorService.exe,0.0,0.0,LISTEN,2025-04-27_16-28-23
