nome,cpu%,ram%,status,dataHora
mysqld.exe,0.0,0.06,NONE,2025-04-27_16-34-47
WidgetService.exe,0.0,0.03,NONE,2025-04-27_16-34-48
WMIRegistrationService.exe,0.0,0.0,NONE,2025-04-27_16-34-48
MsMpEng.exe,0.0,1.66,NONE,2025-04-27_16-34-48
ipfsvc.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-34-48
wslservice.exe,0.0,0.06,NONE,2025-04-27_16-34-48
AcerSysMonitorService.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-34-48
dllhost.exe,0.0,0.02,NONE,2025-04-27_16-34-48
UserOOBEBroker.exe,0.0,0.0,NONE,2025-04-27_16-34-48
SearchIndexer.exe,0.0,0.15,NONE,2025-04-27_16-34-48
AggregatorHost.exe,0.0,0.05,NONE,2025-04-27_16-34-48
unsecapp.exe,0.0,0.03,NONE,2025-04-27_16-34-49
msedgewebview2.exe,0.0,0.29,NONE,2025-04-27_16-34-49
OpenConsole.exe,0.0,0.05,NONE,2025-04-27_16-34-49
AcerService.exe,0.0,0.02,LISTEN,2025-04-27_16-34-49
taskhostw.exe,0.0,0.1,NONE,2025-04-27_16-34-49
uihost.exe,0.0,0.19,NONE,2025-04-27_16-34-49
sihost.exe,0.0,0.15,NONE,2025-04-27_16-34-49
ipf_helper.exe,0.0,0.02,NONE,2025-04-27_16-34-50
powershell.exe,0.0,2.49,NONE,2025-04-27_16-34-50
HostAppServiceUpdater.exe,0.0,0.0,NONE,2025-04-27_16-34-50
pet.exe,0.0,0.03,NONE,2025-04-27_16-34-50
ADESv2BW.exe,0.0,0.0,NONE,2025-04-27_16-34-50
NisSrv.exe,0.0,0.04,NONE,2025-04-27_16-34-50
StartMenuExperienceHost.exe,0.0,0.14,NONE,2025-04-27_16-34-50
SearchHost.exe,0.0,0.06,NONE,2025-04-27_16-34-50
SecurityHealthSystray.exe,0.0,0.01,NONE,2025-04-27_16-34-50
Widgets.exe,0.0,0.16,NONE,2025-04-27_16-34-50
ACCUserPS.exe,0.0,0.0,NONE,2025-04-27_16-34-50
ctfmon.exe,0.0,0.12,NONE,2025-04-27_16-34-50
AQAUserPS.exe,0.0,0.06,ESTABLISHED,2025-04-27_16-34-50
AcerSysHardwareService.exe,0.0,0.0,NONE,2025-04-27_16-34-51
StorPSCTL.exe,0.0,0.06,NONE,2025-04-27_16-34-51
SecurityHealthService.exe,0.0,0.02,NONE,2025-04-27_16-34-51
ShellHost.exe,0.0,0.07,NONE,2025-04-27_16-34-51
MySQLWorkbench.exe,0.0,0.49,ESTABLISHED,2025-04-27_16-34-51
FileSyncHelper.exe,0.0,0.01,NONE,2025-04-27_16-34-51
OneDrive.exe,0.0,0.35,ESTABLISHED,2025-04-27_16-34-52
Microsoft.SharePoint.exe,0.0,0.11,LISTEN,2025-04-27_16-34-52
cmd.exe,0.0,0.01,NONE,2025-04-27_16-34-52
CrossDeviceService.exe,0.0,0.13,NONE,2025-04-27_16-34-52
jusched.exe,0.0,0.0,NONE,2025-04-27_16-34-52
FileCoAuth.exe,0.0,0.11,NONE,2025-04-27_16-34-52
SnippingTool.exe,0.0,0.1,NONE,2025-04-27_16-34-52
backgroundTaskHost.exe,0.0,0.02,NONE,2025-04-27_16-34-53
ssh.exe,0.0,0.02,ESTABLISHED,2025-04-27_16-34-53
Notepad.exe,0.0,0.15,NONE,2025-04-27_16-34-53
python.exe,0.0,0.71,ESTABLISHED,2025-04-27_16-34-53
