nome,cpu%,ram%,status,dataHora
System Idle Process,736.2,0.0,TIME_WAIT,2025-04-27_16-28-46
System,0.0,0.0,NONE,2025-04-27_16-28-47
SEM_NOME,0.0,0.51,NONE,2025-04-27_16-28-47
Registry,0.0,0.15,NONE,2025-04-27_16-28-47
smss.exe,0.0,0.0,NONE,2025-04-27_16-28-47
csrss.exe,0.0,0.03,NONE,2025-04-27_16-28-47
svchost.exe,0.0,3.93,NONE,2025-04-27_16-28-47
AcerSense.exe,0.0,1.85,NONE,2025-04-27_16-28-47
RstMwService.exe,0.0,0.0,NONE,2025-04-27_16-28-47
wininit.exe,0.0,0.0,LISTEN,2025-04-27_16-28-47
winlogon.exe,0.0,0.01,NONE,2025-04-27_16-28-47
Photos.exe,0.0,0.42,NONE,2025-04-27_16-28-47
services.exe,0.0,0.07,LISTEN,2025-04-27_16-28-47
LsaIso.exe,0.0,0.02,NONE,2025-04-27_16-28-48
lsass.exe,0.0,0.14,LISTEN,2025-04-27_16-28-48
conhost.exe,0.0,0.08,NONE,2025-04-27_16-28-48
fontdrvhost.exe,0.0,0.01,NONE,2025-04-27_16-28-48
WUDFHost.exe,0.0,0.01,ESTABLISHED,2025-04-27_16-28-48
dwm.exe,0.0,1.06,NONE,2025-04-27_16-28-48
ShellExperienceHost.exe,0.0,0.0,NONE,2025-04-27_16-28-48
jucheck.exe,0.0,0.03,NONE,2025-04-27_16-28-49
WindowsTerminal.exe,0.0,0.59,NONE,2025-04-27_16-28-49
msedge.exe,0.0,14.31,NONE,2025-04-27_16-28-49
IntelCpHDCPSvc.exe,0.0,0.0,NONE,2025-04-27_16-28-49
Discord.exe,0.0,1.69,NONE,2025-04-27_16-28-50
Code.exe,0.0,10.35,NONE,2025-04-27_16-28-50
explorer.exe,0.0,1.45,NONE,2025-04-27_16-28-50
crashpad_handler.exe,0.0,0.01,NONE,2025-04-27_16-28-51
MemCompression,0.0,6.33,NONE,2025-04-27_16-28-51
jetbrains-toolbox.exe,0.0,1.01,LISTEN,2025-04-27_16-28-51
RtkAudUService64.exe,0.0,0.1,NONE,2025-04-27_16-28-51
WmiPrvSE.exe,0.0,0.19,NONE,2025-04-27_16-28-52
NgcIso.exe,0.0,0.0,NONE,2025-04-27_16-28-52
spoolsv.exe,0.0,0.0,LISTEN,2025-04-27_16-28-52
OfficeClickToRun.exe,0.0,0.08,NONE,2025-04-27_16-28-52
wlanext.exe,0.0,0.0,NONE,2025-04-27_16-28-52
servicehost.exe,0.0,0.15,NONE,2025-04-27_16-28-52
RuntimeBroker.exe,0.0,0.33,NONE,2025-04-27_16-28-53
jhi_service.exe,0.0,0.0,LISTEN,2025-04-27_16-28-53
AAADSvc.exe,0.0,0.0,NONE,2025-04-27_16-28-53
ADESv2Svc.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-28-53
AcerCCAgent.exe,0.0,0.01,LISTEN,2025-04-27_16-28-53
AcerServiceWrapper.exe,0.0,0.01,NONE,2025-04-27_16-28-53
AcerDIAgent.exe,0.0,0.01,LISTEN,2025-04-27_16-28-53
AcerSystemCentralService.exe,0.0,0.05,NONE,2025-04-27_16-28-53
AcerPixyService.exe,0.0,0.0,LISTEN,2025-04-27_16-28-54
AcerQAAgent.exe,0.0,0.03,LISTEN,2025-04-27_16-28-54
AcerEZService.exe,0.0,0.08,LISTEN,2025-04-27_16-28-54
OneApp.IGCC.WinService.exe,0.0,0.06,NONE,2025-04-27_16-28-54
IntelAudioService.exe,0.0,0.04,NONE,2025-04-27_16-28-54
GooglePlayGamesServices.exe,0.0,0.14,NONE,2025-04-27_16-28-54
MpDefenderCoreService.exe,0.0,0.04,NONE,2025-04-27_16-28-54
ARTAimmxService.exe,0.0,0.0,NONE,2025-04-27_16-28-54
ipf_uf.exe,0.0,0.0,NONE,2025-04-27_16-28-54
mysqld.exe,0.0,0.05,NONE,2025-04-27_16-28-54
WidgetService.exe,0.0,0.03,NONE,2025-04-27_16-28-54
WMIRegistrationService.exe,0.0,0.0,NONE,2025-04-27_16-28-55
MsMpEng.exe,0.0,1.61,NONE,2025-04-27_16-28-55
ipfsvc.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-28-55
wslservice.exe,0.0,0.05,NONE,2025-04-27_16-28-55
AcerSysMonitorService.exe,0.0,0.0,LISTEN,2025-04-27_16-28-55
dllhost.exe,0.0,0.02,NONE,2025-04-27_16-28-55
UserOOBEBroker.exe,0.0,0.0,NONE,2025-04-27_16-28-55
SearchIndexer.exe,0.0,0.19,NONE,2025-04-27_16-28-55
AggregatorHost.exe,0.0,0.03,NONE,2025-04-27_16-28-55
unsecapp.exe,0.0,0.03,NONE,2025-04-27_16-28-56
msedgewebview2.exe,0.0,0.3,NONE,2025-04-27_16-28-56
OpenConsole.exe,0.0,0.05,NONE,2025-04-27_16-28-56
AcerService.exe,0.0,0.02,LISTEN,2025-04-27_16-28-56
taskhostw.exe,0.0,0.12,NONE,2025-04-27_16-28-56
uihost.exe,0.0,0.16,NONE,2025-04-27_16-28-57
sihost.exe,0.0,0.16,NONE,2025-04-27_16-28-57
ipf_helper.exe,0.0,0.02,NONE,2025-04-27_16-28-57
HostAppServiceUpdater.exe,0.0,0.0,NONE,2025-04-27_16-28-57
pet.exe,0.0,0.02,NONE,2025-04-27_16-28-57
ADESv2BW.exe,0.0,0.0,NONE,2025-04-27_16-28-57
NisSrv.exe,0.0,0.04,NONE,2025-04-27_16-28-57
StartMenuExperienceHost.exe,0.0,0.14,NONE,2025-04-27_16-28-57
SearchHost.exe,0.0,0.06,NONE,2025-04-27_16-28-57
SecurityHealthSystray.exe,0.0,0.01,NONE,2025-04-27_16-28-57
Widgets.exe,0.0,0.15,NONE,2025-04-27_16-28-57
powershell.exe,0.0,0.83,NONE,2025-04-27_16-28-57
ACCUserPS.exe,0.0,0.0,NONE,2025-04-27_16-28-58
