ram_percent,cpu_percent,cpu_freq,dataHora,maquinaId
78.4,7.7,2501.0,2025-04-25 11:08:16,7
78.5,8.6,2501.0,2025-04-25 11:08:17,7
78.5,6.7,2501.0,2025-04-25 11:08:18,7
78.5,11.2,2501.0,2025-04-25 11:08:19,7
78.4,9.1,2501.0,2025-04-25 11:08:20,7
78.4,6.0,2500.0,2025-04-25 11:08:21,7
78.4,5.9,1400.0,2025-04-25 11:08:22,7
78.3,7.2,2501.0,2025-04-25 11:08:23,7
78.4,11.4,2501.0,2025-04-25 11:08:24,7
78.3,22.7,2501.0,2025-04-25 11:08:25,7
78.3,8.3,2500.0,2025-04-25 11:08:27,7
78.2,4.2,2501.0,2025-04-25 11:08:28,7
78.3,11.0,2000.0,2025-04-25 11:08:29,7
78.3,43.5,2501.0,2025-04-25 11:08:30,7
78.5,71.6,2501.0,2025-04-25 11:08:31,7
78.5,59.9,2501.0,2025-04-25 11:08:33,7
78.1,27.9,2501.0,2025-04-25 11:08:34,7
78.1,14.9,2501.0,2025-04-25 11:08:35,7
78.2,28.1,2501.0,2025-04-25 11:08:36,7
78.3,40.9,2501.0,2025-04-25 11:08:37,7
78.4,62.3,2501.0,2025-04-25 11:08:39,7
78.8,42.2,2501.0,2025-04-25 11:08:40,7
79.2,21.0,2501.0,2025-04-25 11:08:42,7
79.7,37.4,2501.0,2025-04-25 11:08:43,7
79.8,80.5,2501.0,2025-04-25 11:08:44,7
78.6,56.7,2501.0,2025-04-25 11:08:45,7
79.0,36.4,2501.0,2025-04-25 11:08:47,7
79.2,35.1,2501.0,2025-04-25 11:08:48,7
79.4,36.0,2501.0,2025-04-25 11:08:49,7
79.4,22.5,2501.0,2025-04-25 11:08:50,7
79.4,24.8,2501.0,2025-04-25 11:08:51,7
79.3,10.1,2501.0,2025-04-25 11:08:52,7
79.2,4.2,2501.0,2025-04-25 11:08:53,7
79.3,21.3,2501.0,2025-04-25 11:08:54,7
79.0,8.6,2501.0,2025-04-25 11:08:55,7
78.7,7.0,2000.0,2025-04-25 11:08:56,7
78.7,8.1,2500.0,2025-04-25 11:08:57,7
79.4,90.8,2501.0,2025-04-25 11:08:58,7
79.2,31.7,2501.0,2025-04-25 11:09:00,7
79.1,49.8,2501.0,2025-04-25 11:09:01,7
79.2,41.2,2501.0,2025-04-25 11:09:02,7
79.1,12.6,2501.0,2025-04-25 11:09:03,7
79.1,12.6,2501.0,2025-04-25 11:09:04,7
79.2,9.7,2501.0,2025-04-25 11:09:05,7
79.2,12.3,2501.0,2025-04-25 11:09:06,7
79.2,14.6,2501.0,2025-04-25 11:09:07,7
79.2,36.9,2501.0,2025-04-25 11:09:08,7
79.2,8.1,1600.0,2025-04-25 11:09:09,7
79.1,6.2,1800.0,2025-04-25 11:09:10,7
79.1,6.0,1800.0,2025-04-25 11:09:11,7
79.1,6.1,2500.0,2025-04-25 11:09:12,7
79.1,6.6,2500.0,2025-04-25 11:09:13,7
79.0,5.5,1600.0,2025-04-25 11:09:14,7
78.7,9.5,1600.0,2025-04-25 11:09:16,7
77.7,23.9,1600.0,2025-04-25 11:09:17,7
77.7,4.5,2501.0,2025-04-25 11:09:18,7
77.7,8.1,1800.0,2025-04-25 11:09:19,7
77.7,4.8,1400.0,2025-04-25 11:09:20,7
77.7,7.1,1800.0,2025-04-25 11:09:21,7
77.7,5.3,1800.0,2025-04-25 11:09:22,7
77.7,6.7,2501.0,2025-04-25 11:09:23,7
77.7,5.9,2501.0,2025-04-25 11:09:24,7
77.8,26.8,2501.0,2025-04-25 11:09:25,7
77.7,21.1,2501.0,2025-04-25 11:09:26,7
77.8,6.3,2501.0,2025-04-25 11:09:27,7
78.2,6.1,2501.0,2025-04-25 11:09:28,7
78.2,6.9,1600.0,2025-04-25 11:09:29,7
78.2,5.9,2501.0,2025-04-25 11:09:30,7
78.2,4.8,2000.0,2025-04-25 11:09:31,7
78.2,5.2,1800.0,2025-04-25 11:09:32,7
78.3,5.3,2501.0,2025-04-25 11:09:33,7
78.2,8.1,2501.0,2025-04-25 11:09:34,7
78.3,19.4,2500.0,2025-04-25 11:09:35,7
78.3,9.7,2501.0,2025-04-25 11:09:37,7
78.4,3.4,2501.0,2025-04-25 11:09:38,7
78.4,6.5,2500.0,2025-04-25 11:09:39,7
78.4,4.1,1600.0,2025-04-25 11:09:40,7
78.4,6.7,1800.0,2025-04-25 11:09:41,7
78.3,5.6,2501.0,2025-04-25 11:09:42,7
78.4,4.5,2501.0,2025-04-25 11:09:43,7
78.4,8.1,2000.0,2025-04-25 11:09:44,7
78.4,17.9,2501.0,2025-04-25 11:09:45,7
78.3,5.2,2501.0,2025-04-25 11:09:46,7
78.4,13.0,2501.0,2025-04-25 11:09:47,7
77.8,16.7,2501.0,2025-04-25 11:09:48,7
77.7,17.2,2501.0,2025-04-25 11:09:49,7
77.8,10.0,2501.0,2025-04-25 11:09:50,7
77.8,11.8,2501.0,2025-04-25 11:09:52,7
77.8,14.2,2000.0,2025-04-25 11:09:53,7
77.8,6.3,2500.0,2025-04-25 11:09:54,7
77.8,17.7,2501.0,2025-04-25 11:09:55,7
77.8,7.0,2500.0,2025-04-25 11:09:56,7
77.8,5.3,2501.0,2025-04-25 11:09:57,7
77.8,6.3,1600.0,2025-04-25 11:09:58,7
77.8,10.1,1600.0,2025-04-25 11:09:59,7
77.9,5.2,2501.0,2025-04-25 11:10:00,7
77.8,4.9,2501.0,2025-04-25 11:10:01,7
77.9,5.4,2501.0,2025-04-25 11:10:02,7
77.9,3.0,2500.0,2025-04-25 11:10:03,7
77.9,6.3,1800.0,2025-04-25 11:10:04,7
