ram_percent,cpu_percent,cpu_freq,dataHora,maquinaId
73.1,9.0,2501.0,2025-04-25 12:11:42,7
73.0,5.6,2501.0,2025-04-25 12:11:43,7
73.9,52.6,2501.0,2025-04-25 12:11:44,7
73.6,31.7,1600.0,2025-04-25 12:11:45,7
73.6,9.2,2501.0,2025-04-25 12:11:46,7
73.6,17.0,1800.0,2025-04-25 12:11:47,7
73.6,10.6,2501.0,2025-04-25 12:11:48,7
73.4,10.0,2501.0,2025-04-25 12:11:49,7
73.3,17.3,1400.0,2025-04-25 12:11:50,7
73.3,9.4,2500.0,2025-04-25 12:11:51,7
73.2,3.3,2000.0,2025-04-25 12:11:52,7
73.2,6.7,2501.0,2025-04-25 12:11:53,7
73.3,9.7,2501.0,2025-04-25 12:11:55,7
73.2,7.5,2501.0,2025-04-25 12:11:56,7
73.2,14.8,2501.0,2025-04-25 12:11:57,7
73.1,7.8,2501.0,2025-04-25 12:11:58,7
73.1,19.5,2501.0,2025-04-25 12:11:59,7
73.1,21.3,2501.0,2025-04-25 12:12:00,7
73.2,21.0,2501.0,2025-04-25 12:12:01,7
73.4,25.1,2501.0,2025-04-25 12:12:02,7
73.3,8.7,2000.0,2025-04-25 12:12:03,7
73.3,8.8,2000.0,2025-04-25 12:12:04,7
73.3,7.8,2501.0,2025-04-25 12:12:05,7
73.2,24.2,2501.0,2025-04-25 12:12:06,7
73.1,12.0,2501.0,2025-04-25 12:12:07,7
73.1,9.9,2501.0,2025-04-25 12:12:08,7
73.1,6.6,2501.0,2025-04-25 12:12:09,7
73.1,11.3,2501.0,2025-04-25 12:12:10,7
73.0,10.4,2501.0,2025-04-25 12:12:11,7
73.0,7.5,2501.0,2025-04-25 12:12:12,7
73.1,8.8,1000.0,2025-04-25 12:12:14,7
73.0,4.5,1400.0,2025-04-25 12:12:15,7
73.0,13.5,2000.0,2025-04-25 12:12:16,7
73.0,5.0,2000.0,2025-04-25 12:12:17,7
73.0,20.5,2501.0,2025-04-25 12:12:18,7
73.1,19.7,2501.0,2025-04-25 12:12:19,7
73.0,33.3,2501.0,2025-04-25 12:12:20,7
73.1,50.2,2501.0,2025-04-25 12:12:21,7
73.3,28.3,2501.0,2025-04-25 12:12:22,7
73.3,18.2,2501.0,2025-04-25 12:12:23,7
73.1,15.5,2501.0,2025-04-25 12:12:24,7
73.2,7.8,2501.0,2025-04-25 12:12:25,7
73.1,7.7,1400.0,2025-04-25 12:12:27,7
73.2,30.5,2501.0,2025-04-25 12:12:28,7
73.5,44.4,2501.0,2025-04-25 12:12:29,7
73.9,19.8,2501.0,2025-04-25 12:12:30,7
