ram_percent,cpu_percent,cpu_freq,dataHora,maquinaId
79.5,23.5,2501.0,2025-04-25 12:19:13,7
79.5,41.5,2501.0,2025-04-25 12:19:14,7
80.2,29.4,2501.0,2025-04-25 12:19:15,7
80.3,31.3,2501.0,2025-04-25 12:19:16,7
80.4,20.0,2501.0,2025-04-25 12:19:17,7
80.4,40.4,2501.0,2025-04-25 12:19:18,7
80.8,64.1,2501.0,2025-04-25 12:19:20,7
81.7,49.7,2501.0,2025-04-25 12:19:21,7
81.7,23.9,2501.0,2025-04-25 12:19:22,7
82.9,47.5,2501.0,2025-04-25 12:19:23,7
81.5,88.8,2501.0,2025-04-25 12:19:24,7
81.4,22.7,2501.0,2025-04-25 12:19:25,7
82.0,48.1,2501.0,2025-04-25 12:19:26,7
83.3,96.5,2501.0,2025-04-25 12:19:27,7
83.5,77.1,2501.0,2025-04-25 12:19:28,7
83.4,53.6,2501.0,2025-04-25 12:19:29,7
82.5,18.1,2500.0,2025-04-25 12:19:30,7
82.6,7.9,2501.0,2025-04-25 12:19:31,7
82.5,5.1,1600.0,2025-04-25 12:19:32,7
82.5,5.0,2501.0,2025-04-25 12:19:34,7
82.4,4.8,1600.0,2025-04-25 12:19:35,7
82.5,6.6,2501.0,2025-04-25 12:19:36,7
82.4,4.4,2501.0,2025-04-25 12:19:37,7
82.5,2.6,2000.0,2025-04-25 12:19:38,7
82.5,5.5,2000.0,2025-04-25 12:19:39,7
82.4,7.1,1400.0,2025-04-25 12:19:40,7
82.3,6.0,1400.0,2025-04-25 12:19:41,7
82.1,9.1,2501.0,2025-04-25 12:19:42,7
81.3,12.9,2000.0,2025-04-25 12:19:43,7
81.2,4.4,1000.0,2025-04-25 12:19:44,7
81.0,9.7,1400.0,2025-04-25 12:19:45,7
81.0,5.9,1200.0,2025-04-25 12:19:46,7
80.6,9.9,1600.0,2025-04-25 12:19:47,7
80.6,7.2,2500.0,2025-04-25 12:19:48,7
80.2,15.4,1400.0,2025-04-25 12:19:49,7
80.8,17.4,2501.0,2025-04-25 12:19:50,7
80.7,10.0,2501.0,2025-04-25 12:19:51,7
80.1,12.4,1600.0,2025-04-25 12:19:52,7
80.1,6.5,2501.0,2025-04-25 12:19:53,7
80.0,3.9,2501.0,2025-04-25 12:19:55,7
80.0,9.5,1400.0,2025-04-25 12:19:56,7
80.0,5.8,1800.0,2025-04-25 12:19:57,7
79.9,5.1,1600.0,2025-04-25 12:19:58,7
79.9,2.7,2501.0,2025-04-25 12:19:59,7
79.9,13.7,2000.0,2025-04-25 12:20:00,7
79.9,11.9,2501.0,2025-04-25 12:20:01,7
79.9,10.9,2501.0,2025-04-25 12:20:02,7
79.9,14.5,2501.0,2025-04-25 12:20:03,7
79.9,9.4,2501.0,2025-04-25 12:20:04,7
79.9,10.2,2500.0,2025-04-25 12:20:05,7
79.8,16.1,2000.0,2025-04-25 12:20:06,7
79.7,6.5,800.0,2025-04-25 12:20:07,7
79.8,7.9,2501.0,2025-04-25 12:20:08,7
80.1,13.2,2501.0,2025-04-25 12:20:09,7
79.9,15.9,2500.0,2025-04-25 12:20:10,7
79.8,6.8,2501.0,2025-04-25 12:20:11,7
79.8,9.0,2000.0,2025-04-25 12:20:13,7
79.8,6.3,1400.0,2025-04-25 12:20:14,7
79.8,7.1,1800.0,2025-04-25 12:20:15,7
79.7,7.5,2000.0,2025-04-25 12:20:16,7
79.8,3.0,2500.0,2025-04-25 12:20:17,7
79.8,4.5,1800.0,2025-04-25 12:20:18,7
79.8,13.6,2501.0,2025-04-25 12:20:19,7
80.0,8.7,2000.0,2025-04-25 12:20:20,7
80.0,5.2,2501.0,2025-04-25 12:20:21,7
80.0,4.9,2501.0,2025-04-25 12:20:22,7
79.8,11.9,2000.0,2025-04-25 12:20:23,7
79.9,7.0,2501.0,2025-04-25 12:20:24,7
79.9,8.6,2000.0,2025-04-25 12:20:25,7
79.9,8.6,2000.0,2025-04-25 12:20:26,7
79.6,6.3,2501.0,2025-04-25 12:20:27,7
79.4,10.6,2500.0,2025-04-25 12:20:28,7
79.4,5.5,2000.0,2025-04-25 12:20:29,7
79.4,8.7,2000.0,2025-04-25 12:20:30,7
79.4,4.0,1400.0,2025-04-25 12:20:31,7
79.4,7.9,1800.0,2025-04-25 12:20:33,7
79.4,3.7,2501.0,2025-04-25 12:20:34,7
79.4,5.1,1600.0,2025-04-25 12:20:35,7
79.3,5.6,2000.0,2025-04-25 12:20:36,7
79.4,6.6,2501.0,2025-04-25 12:20:37,7
79.4,6.7,1600.0,2025-04-25 12:20:38,7
79.4,3.8,2501.0,2025-04-25 12:20:39,7
79.3,5.5,1800.0,2025-04-25 12:20:40,7
79.4,7.5,2500.0,2025-04-25 12:20:41,7
79.3,7.5,2000.0,2025-04-25 12:20:42,7
79.3,3.6,1400.0,2025-04-25 12:20:43,7
79.3,4.5,1000.0,2025-04-25 12:20:44,7
79.3,13.5,1800.0,2025-04-25 12:20:45,7
79.3,5.1,2000.0,2025-04-25 12:20:46,7
79.3,4.8,1800.0,2025-04-25 12:20:47,7
79.3,4.5,1800.0,2025-04-25 12:20:48,7
79.3,3.7,2000.0,2025-04-25 12:20:49,7
79.3,4.7,1600.0,2025-04-25 12:20:50,7
79.3,5.2,1800.0,2025-04-25 12:20:51,7
79.2,7.8,1800.0,2025-04-25 12:20:53,7
79.2,4.5,1800.0,2025-04-25 12:20:54,7
79.2,7.9,2501.0,2025-04-25 12:20:55,7
79.3,9.0,2000.0,2025-04-25 12:20:56,7
79.2,2.9,1800.0,2025-04-25 12:20:57,7
79.3,3.0,1800.0,2025-04-25 12:20:58,7
