ram_percent,cpu_percent,ram_livre,dataHora,maquinaId
85.2,98.4,1243963392,2025-04-26 20:03:19,4
85.3,90.3,1239257088,2025-04-26 20:03:21,4
85.2,76.5,1248342016,2025-04-26 20:03:22,4
85.3,64.6,1241886720,2025-04-26 20:03:23,4
85.3,72.1,1239494656,2025-04-26 20:03:24,4
85.4,36.2,1230766080,2025-04-26 20:03:26,4
84.8,58.2,1223311360,2025-04-26 20:03:29,4
85.5,59.6,1219497984,2025-04-26 20:03:30,4
85.6,54.1,1215709184,2025-04-26 20:03:31,4
86.0,57.7,1175298048,2025-04-26 20:03:33,4
86.3,54.8,1159393280,2025-04-26 20:03:34,4
86.2,44.1,1158995968,2025-04-26 20:03:35,4
86.1,54.6,1172324352,2025-04-26 20:03:37,4
86.1,21.7,1167405056,2025-04-26 20:03:38,4
86.1,39.6,1172262912,2025-04-26 20:03:39,4
86.2,70.5,1165791232,2025-04-26 20:03:40,4
86.2,18.5,1161617408,2025-04-26 20:03:41,4
86.3,12.9,1154752512,2025-04-26 20:03:42,4
86.3,16.7,1151942656,2025-04-26 20:03:43,4
86.3,10.8,1150849024,2025-04-26 20:03:44,4
86.3,8.5,1152630784,2025-04-26 20:03:45,4
86.3,9.5,1157492736,2025-04-26 20:03:46,4
86.2,9.7,1164234752,2025-04-26 20:03:47,4
86.2,18.2,1160040448,2025-04-26 20:03:48,4
86.1,31.6,1170317312,2025-04-26 20:03:49,4
86.2,10.5,1159884800,2025-04-26 20:03:51,4
86.2,20.9,1165496320,2025-04-26 20:03:52,4
86.2,11.9,1161990144,2025-04-26 20:03:53,4
86.1,14.8,1167376384,2025-04-26 20:03:54,4
86.1,11.4,1167466496,2025-04-26 20:03:55,4
86.2,25.6,1163157504,2025-04-26 20:03:56,4
86.2,25.3,1158213632,2025-04-26 20:03:57,4
86.3,30.2,1149181952,2025-04-26 20:03:58,4
86.3,18.2,1151205376,2025-04-26 20:03:59,4
86.4,47.4,1144578048,2025-04-26 20:04:00,4
86.3,40.5,1155608576,2025-04-26 20:04:02,4
85.6,61.4,1214087168,2025-04-26 20:04:03,4
85.8,68.9,1196863488,2025-04-26 20:04:04,4
85.8,34.1,1196400640,2025-04-26 20:04:06,4
86.0,69.6,1179951104,2025-04-26 20:04:07,4
85.8,92.1,1197666304,2025-04-26 20:04:09,4
86.2,81.6,1160892416,2025-04-26 20:04:10,4
85.6,78.0,1219379200,2025-04-26 20:04:12,4
85.5,91.3,1216614400,2025-04-26 20:04:13,4
85.5,96.5,1214959616,2025-04-26 20:04:14,4
85.6,27.6,1214296064,2025-04-26 20:04:15,4
85.4,17.3,1229524992,2025-04-26 20:04:16,4
85.3,16.3,1236246528,2025-04-26 20:04:18,4
85.4,35.8,1233240064,2025-04-26 20:04:19,4
85.2,19.2,1243398144,2025-04-26 20:04:20,4
85.2,12.8,1244635136,2025-04-26 20:04:21,4
85.3,16.1,1241649152,2025-04-26 20:04:22,4
85.3,16.3,1238339584,2025-04-26 20:04:23,4
85.4,13.0,1233453056,2025-04-26 20:04:24,4
85.6,16.9,1210093568,2025-04-26 20:04:25,4
85.9,28.5,1190821888,2025-04-26 20:04:26,4
86.3,44.8,1157840896,2025-04-26 20:04:27,4
86.4,70.4,1140551680,2025-04-26 20:04:29,4
86.4,15.9,1146126336,2025-04-26 20:04:30,4
86.4,45.4,1160093696,2025-04-26 20:04:31,4
86.2,82.0,1161551872,2025-04-26 20:04:32,4
86.2,31.5,1165660160,2025-04-26 20:04:34,4
86.1,17.9,1167753216,2025-04-26 20:04:35,4
86.2,33.2,1166417920,2025-04-26 20:04:36,4
86.1,35.2,1168617472,2025-04-26 20:04:37,4
86.3,59.8,1157083136,2025-04-26 20:04:38,4
86.3,39.7,1158688768,2025-04-26 20:04:39,4
86.2,52.9,1159528448,2025-04-26 20:04:41,4
86.2,24.4,1164394496,2025-04-26 20:04:42,4
86.2,50.2,1160622080,2025-04-26 20:04:43,4
86.2,65.4,1162571776,2025-04-26 20:04:45,4
86.4,61.5,1148846080,2025-04-26 20:04:46,4
86.3,25.1,1152999424,2025-04-26 20:04:47,4
86.4,18.5,1148489728,2025-04-26 20:04:48,4
86.4,36.5,1145679872,2025-04-26 20:04:49,4
86.4,27.0,1144877056,2025-04-26 20:04:50,4
86.3,22.9,1150107648,2025-04-26 20:04:51,4
86.3,20.4,1155600384,2025-04-26 20:04:52,4
86.3,23.1,1153343488,2025-04-26 20:04:53,4
86.3,13.1,1151438848,2025-04-26 20:04:54,4
86.3,12.4,1156096000,2025-04-26 20:04:55,4
86.3,21.5,1155993600,2025-04-26 20:04:57,4
86.3,28.4,1158037504,2025-04-26 20:04:58,4
86.2,44.2,1162637312,2025-04-26 20:04:59,4
86.2,23.4,1164029952,2025-04-26 20:05:00,4
86.2,19.0,1158361088,2025-04-26 20:05:01,4
86.2,26.2,1162854400,2025-04-26 20:05:02,4
86.1,17.6,1166651392,2025-04-26 20:05:03,4
86.2,16.8,1166417920,2025-04-26 20:05:04,4
86.2,15.5,1165185024,2025-04-26 20:05:05,4
85.9,12.7,1186197504,2025-04-26 20:05:06,4
85.8,21.2,1196875776,2025-04-26 20:05:08,4
85.9,25.3,1189593088,2025-04-26 20:05:09,4
85.9,17.1,1188061184,2025-04-26 20:05:10,4
86.0,58.4,1187131392,2025-04-26 20:05:11,4
86.0,54.5,1182978048,2025-04-26 20:05:12,4
86.1,46.1,1173393408,2025-04-26 20:05:13,4
86.1,57.5,1173118976,2025-04-26 20:05:15,4
86.1,66.1,1170681856,2025-04-26 20:05:16,4
86.1,52.7,1170604032,2025-04-26 20:05:17,4
