ram_uso,cpu_freq,ram_percent,cpu_percent,cpu_ociosidade_dias,rede_sent,rede_recv,ram_livre,dataHora,maquinaId
6990913536,2501.0,83.0,6.4,5,25509,44497,1431760896,2025-04-21 19:52:29,4
6991273984,800.0,83.0,4.5,5,25509,44499,1431388160,2025-04-21 19:52:30,4
6991183872,800.0,83.0,4.6,5,25511,44506,1431486464,2025-04-21 19:52:32,4
6990217216,800.0,83.0,6.0,5,25512,44511,1429614592,2025-04-21 19:52:33,4
6989930496,2500.0,83.0,5.2,5,25515,44514,1432657920,2025-04-21 19:52:34,4
6992900096,2501.0,83.0,4.5,5,25517,44515,1429790720,2025-04-21 19:52:35,4
6992809984,2501.0,83.1,32.2,5,25518,44526,1418125312,2025-04-21 19:52:36,4
7006707712,800.0,83.2,5.8,5,25518,44526,1415954432,2025-04-21 19:52:37,4
7006588928,800.0,83.2,5.5,5,25518,44526,1416093696,2025-04-21 19:52:38,4
7007088640,1400.0,83.2,6.2,5,25522,44535,1415573504,2025-04-21 19:52:39,4
7006945280,800.0,83.2,2.9,5,25522,44540,1415716864,2025-04-21 19:52:40,4
7013679104,1800.0,83.3,6.1,5,25524,44544,1403297792,2025-04-21 19:52:41,4
7026683904,800.0,83.4,4.0,5,25525,44545,1395908608,2025-04-21 19:52:42,4
7027265536,800.0,83.4,5.5,5,25526,44554,1395294208,2025-04-21 19:52:43,4
7027511296,800.0,83.4,6.1,5,25527,44555,1395109888,2025-04-21 19:52:44,4
7027818496,800.0,83.4,3.3,5,25527,44555,1394827264,2025-04-21 19:52:46,4
7027572736,800.0,83.4,9.0,5,25527,44565,1395089408,2025-04-21 19:52:47,4
7027494912,2501.0,83.4,14.5,5,25527,44574,1395163136,2025-04-21 19:52:48,4
7020785664,1600.0,83.4,17.2,5,25528,44576,1401913344,2025-04-21 19:52:49,4
7014678528,1600.0,83.3,7.7,5,25531,44578,1407983616,2025-04-21 19:52:50,4
7014658048,800.0,83.3,9.7,5,25532,44588,1408212992,2025-04-21 19:52:51,4
7013396480,800.0,83.3,3.6,5,25536,44596,1409343488,2025-04-21 19:52:52,4
7011876864,800.0,83.3,4.7,5,25540,44600,1410797568,2025-04-21 19:52:53,4
7011246080,1400.0,83.2,22.4,5,25540,44603,1411452928,2025-04-21 19:52:54,4
7010803712,800.0,83.2,2.9,5,25540,44611,1411854336,2025-04-21 19:52:55,4
7012618240,800.0,83.3,4.0,5,25550,44617,1410064384,2025-04-21 19:52:56,4
7012200448,2501.0,83.3,4.0,5,25561,44636,1410461696,2025-04-21 19:52:58,4
7013531648,800.0,83.3,10.4,5,25562,44643,1410138112,2025-04-21 19:52:59,4
7013466112,2501.0,83.3,6.9,5,25573,44653,1409380352,2025-04-21 19:53:00,4
7021019136,2501.0,83.4,85.1,5,25577,44669,1401913344,2025-04-21 19:53:01,4
7035543552,2501.0,83.5,86.0,5,25612,44767,1386184704,2025-04-21 19:53:03,4
7042363392,2501.0,83.6,89.4,5,25642,44835,1379291136,2025-04-21 19:53:05,4
7046152192,2501.0,83.7,64.5,5,25672,44898,1376129024,2025-04-21 19:53:06,4
7053692928,2501.0,83.8,84.2,5,25687,44939,1367236608,2025-04-21 19:53:07,4
7052304384,2501.0,83.7,59.1,5,25691,44948,1370255360,2025-04-21 19:53:08,4
7052197888,800.0,83.7,8.5,5,25698,44958,1370484736,2025-04-21 19:53:10,4
7052034048,800.0,83.7,4.0,5,25699,44965,1370640384,2025-04-21 19:53:11,4
7051837440,1400.0,83.7,8.0,5,25701,44967,1370820608,2025-04-21 19:53:12,4
7053197312,2501.0,83.7,18.8,5,25702,44969,1369464832,2025-04-21 19:53:13,4
7052660736,2500.0,83.7,24.2,5,25709,45031,1370001408,2025-04-21 19:53:14,4
7052627968,2501.0,83.7,20.3,5,25710,45033,1369800704,2025-04-21 19:53:15,4
7072899072,800.0,84.0,58.5,5,25713,45036,1349771264,2025-04-21 19:53:16,4
7072829440,2501.0,84.0,14.8,5,25714,45042,1349783552,2025-04-21 19:53:17,4
7073050624,2500.0,84.0,16.7,5,25722,45124,1349505024,2025-04-21 19:53:19,4
7075708928,2501.0,84.0,24.8,5,25733,45127,1346953216,2025-04-21 19:53:20,4
7087161344,2501.0,84.1,31.1,5,25737,45142,1334730752,2025-04-21 19:53:21,4
7104188416,2501.0,84.3,87.7,5,25751,45264,1331322880,2025-04-21 19:53:22,4
7102615552,1800.0,84.3,64.5,5,25764,45286,1320804352,2025-04-21 19:53:23,4
7092580352,2501.0,84.2,56.3,5,25773,45303,1329967104,2025-04-21 19:53:24,4
7089078272,2501.0,84.2,65.2,5,25785,45362,1335046144,2025-04-21 19:53:25,4
7093919744,2501.0,84.2,54.0,5,25790,45379,1332789248,2025-04-21 19:53:27,4
7097184256,800.0,84.3,5.7,5,25800,45407,1325809664,2025-04-21 19:53:28,4
7097610240,1600.0,84.3,9.6,5,25806,45426,1325137920,2025-04-21 19:53:29,4
7095951360,2501.0,84.2,8.5,5,25806,45426,1326710784,2025-04-21 19:53:30,4
7093616640,2501.0,84.2,7.9,5,25807,45428,1329098752,2025-04-21 19:53:31,4
7095681024,800.0,84.2,3.3,5,25807,45433,1327280128,2025-04-21 19:53:33,4
7095357440,2501.0,84.2,87.6,5,25821,45458,1321492480,2025-04-21 19:53:34,4
7100076032,2501.0,84.3,22.7,5,25837,45509,1323855872,2025-04-21 19:53:35,4
7096508416,2501.0,84.3,57.6,5,25858,45585,1327063040,2025-04-21 19:53:36,4
7088300032,2501.0,84.2,78.0,5,25894,45652,1345273856,2025-04-21 19:53:37,4
7080497152,2501.0,84.1,72.6,5,25896,45655,1342717952,2025-04-21 19:53:38,4
7090757632,800.0,84.2,8.5,5,25901,45661,1331941376,2025-04-21 19:53:40,4
7091146752,800.0,84.2,3.3,5,25901,45672,1331519488,2025-04-21 19:53:41,4
7088750592,800.0,84.2,10.5,5,25901,45672,1333911552,2025-04-21 19:53:42,4
7086534656,2501.0,84.1,5.9,5,25902,45673,1337102336,2025-04-21 19:53:43,4
7089909760,1000.0,84.2,5.5,5,25913,45692,1332752384,2025-04-21 19:53:44,4
7088029696,800.0,84.2,8.9,5,25917,45705,1331654656,2025-04-21 19:53:45,4
7089537024,2500.0,84.2,6.9,5,25919,45708,1333121024,2025-04-21 19:53:46,4
7081340928,2501.0,84.1,69.7,5,25927,45723,1350586368,2025-04-21 19:53:48,4
7079632896,2501.0,84.1,77.5,5,25936,45818,1343098880,2025-04-21 19:53:49,4
7083241472,2501.0,84.1,73.9,5,25943,45823,1339695104,2025-04-21 19:53:50,4
7108698112,2501.0,84.4,74.8,5,25948,45854,1311989760,2025-04-21 19:53:51,4
7158874112,2501.0,85.0,59.8,5,26050,46011,1262878720,2025-04-21 19:53:53,4
7176912896,2501.0,85.2,41.5,5,26081,46121,1245442048,2025-04-21 19:53:54,4
7218823168,2501.0,85.7,64.2,5,26090,46134,1202348032,2025-04-21 19:53:56,4
7231225856,2501.0,85.9,61.9,5,26092,46142,1193529344,2025-04-21 19:53:57,4
7256354816,2501.0,86.2,33.2,5,26094,46143,1162403840,2025-04-21 19:53:59,4
7281201152,2501.0,86.4,58.4,5,26099,46163,1141460992,2025-04-21 19:54:00,4
7287275520,1800.0,86.5,4.9,5,26099,46166,1136918528,2025-04-21 19:54:01,4
7264124928,800.0,86.2,2.9,5,26099,46168,1158537216,2025-04-21 19:54:02,4
7235219456,2501.0,85.9,5.1,5,26099,46175,1187442688,2025-04-21 19:54:03,4
7237931008,800.0,85.9,6.6,5,26103,46185,1184763904,2025-04-21 19:54:04,4
7228030976,2501.0,85.8,10.9,5,26105,46187,1195024384,2025-04-21 19:54:05,4
7223259136,800.0,85.8,7.5,5,26106,46188,1199603712,2025-04-21 19:54:06,4
7220805632,2501.0,85.7,17.6,5,26106,46201,1202266112,2025-04-21 19:54:08,4
7210475520,2000.0,85.6,7.1,5,26110,46221,1214554112,2025-04-21 19:54:09,4
7214317568,800.0,85.7,6.2,5,26118,46262,1208389632,2025-04-21 19:54:10,4
7215329280,1800.0,85.7,4.7,5,26125,46280,1207332864,2025-04-21 19:54:11,4
7211732992,1600.0,85.6,5.1,5,26131,46299,1210929152,2025-04-21 19:54:12,4
7214415872,800.0,85.7,1.8,5,26135,46312,1208287232,2025-04-21 19:54:13,4
7211040768,800.0,85.6,6.1,5,26141,46324,1211633664,2025-04-21 19:54:14,4
7187558400,1200.0,85.3,10.0,5,26146,46344,1234735104,2025-04-21 19:54:15,4
7188193280,2501.0,85.3,4.1,5,26147,46345,1233428480,2025-04-21 19:54:16,4
7189929984,800.0,85.4,14.7,5,26147,46345,1232613376,2025-04-21 19:54:17,4
7190310912,800.0,85.4,5.4,5,26147,46352,1232351232,2025-04-21 19:54:18,4
7190323200,1400.0,85.4,6.2,5,26149,46357,1232338944,2025-04-21 19:54:19,4
7190536192,800.0,85.4,7.6,5,26151,46359,1232121856,2025-04-21 19:54:20,4
7211151360,2501.0,85.6,59.3,5,26168,46383,1211539456,2025-04-21 19:54:22,4
7228837888,2501.0,85.8,33.9,5,26188,46413,1191104512,2025-04-21 19:54:23,4
7242809344,2501.0,86.0,56.6,5,26207,46434,1179869184,2025-04-21 19:54:24,4
