ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7721476096,91.7,702767104,5290401,5096008,2501.0,3,40.8,2025-04-20 17:59:02,4
7725531136,91.7,697176064,5290564,5096068,2501.0,3,76.8,2025-04-20 17:59:04,4
7726137344,91.7,698023936,5290857,5096125,2501.0,3,35.4,2025-04-20 17:59:05,4
7724769280,91.7,697929728,5291182,5096200,2501.0,3,36.9,2025-04-20 17:59:06,4
7725260800,91.7,697430016,5291512,5096249,2501.0,3,34.2,2025-04-20 17:59:08,4
7724490752,91.7,698335232,5291855,5096295,2501.0,3,42.4,2025-04-20 17:59:09,4
7733587968,91.8,689209344,5292046,5096347,2501.0,3,46.2,2025-04-20 17:59:10,4
7736754176,91.8,687132672,5292320,5096433,2501.0,3,51.4,2025-04-20 17:59:11,4
7752052736,92.0,670707712,5292616,5096484,2501.0,3,72.2,2025-04-20 17:59:13,4
7748780032,91.9,678502400,5292860,5096544,2501.0,3,52.3,2025-04-20 17:59:14,4
