ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7771463680,92.3,652271616,5305231,5098853,2501.0,3,83.1,2025-04-20 18:00:03,4
7773229056,92.3,649531392,5305467,5098885,2501.0,3,64.3,2025-04-20 18:00:04,4
7777751040,92.3,644292608,5305725,5099131,2501.0,3,64.1,2025-04-20 18:00:06,4
7775227904,92.3,647409664,5305989,5099182,2501.0,3,76.4,2025-04-20 18:00:07,4
7785496576,92.4,637165568,5306361,5099219,2501.0,3,83.2,2025-04-20 18:00:08,4
7795240960,92.6,627507200,5306716,5099322,2501.0,3,75.1,2025-04-20 18:00:10,4
7794855936,92.6,628330496,5307011,5099386,2501.0,3,85.7,2025-04-20 18:00:12,4
7801507840,92.6,623079424,5307404,5099452,2501.0,3,74.9,2025-04-20 18:00:13,4
7805722624,92.7,617009152,5307741,5099514,2501.0,3,80.2,2025-04-20 18:00:15,4
7825252352,92.9,598429696,5307945,5099572,2501.0,3,58.1,2025-04-20 18:00:16,4
