ram_percent,cpu_percent,cpu_freq,dataHora,maquinaId
82.3,5.2,2501.0,2025-04-25 12:26:26,7
82.3,7.6,2000.0,2025-04-25 12:26:27,7
82.3,6.2,1600.0,2025-04-25 12:26:28,7
82.2,3.4,2501.0,2025-04-25 12:26:29,7
82.2,3.7,2501.0,2025-04-25 12:26:30,7
82.1,20.1,2000.0,2025-04-25 12:26:31,7
82.2,6.3,1600.0,2025-04-25 12:26:32,7
82.1,6.9,2000.0,2025-04-25 12:26:33,7
82.1,3.7,2501.0,2025-04-25 12:26:34,7
82.1,15.3,1800.0,2025-04-25 12:26:35,7
82.1,13.2,2000.0,2025-04-25 12:26:36,7
82.1,9.2,1400.0,2025-04-25 12:26:38,7
82.1,14.9,2501.0,2025-04-25 12:26:39,7
82.0,9.3,1800.0,2025-04-25 12:26:40,7
82.0,3.0,1800.0,2025-04-25 12:26:41,7
81.9,5.1,2501.0,2025-04-25 12:26:42,7
82.0,10.2,2501.0,2025-04-25 12:26:43,7
82.0,5.9,1800.0,2025-04-25 12:26:44,7
81.9,4.1,2000.0,2025-04-25 12:26:45,7
82.0,5.5,1400.0,2025-04-25 12:26:46,7
81.9,6.3,1400.0,2025-04-25 12:26:47,7
82.0,6.4,1600.0,2025-04-25 12:26:48,7
82.0,5.2,2500.0,2025-04-25 12:26:49,7
82.0,5.2,2500.0,2025-04-25 12:26:50,7
82.0,3.7,1800.0,2025-04-25 12:26:51,7
81.9,4.4,1400.0,2025-04-25 12:26:52,7
81.9,9.1,2501.0,2025-04-25 12:26:53,7
81.9,4.2,2501.0,2025-04-25 12:26:54,7
81.9,6.8,2501.0,2025-04-25 12:26:55,7
81.9,18.6,2501.0,2025-04-25 12:26:57,7
81.9,8.5,2501.0,2025-04-25 12:26:58,7
82.0,5.9,1800.0,2025-04-25 12:26:59,7
82.0,23.5,2501.0,2025-04-25 12:27:00,7
82.0,10.9,2501.0,2025-04-25 12:27:01,7
82.2,15.1,2000.0,2025-04-25 12:27:02,7
82.3,8.5,2000.0,2025-04-25 12:27:03,7
82.3,4.4,1800.0,2025-04-25 12:27:04,7
82.2,7.3,1800.0,2025-04-25 12:27:05,7
82.3,6.7,2501.0,2025-04-25 12:27:06,7
82.2,5.3,2501.0,2025-04-25 12:27:07,7
82.2,7.0,1800.0,2025-04-25 12:27:08,7
82.3,8.2,1800.0,2025-04-25 12:27:09,7
82.2,6.0,2501.0,2025-04-25 12:27:10,7
82.2,7.0,1400.0,2025-04-25 12:27:11,7
82.2,7.6,2501.0,2025-04-25 12:27:12,7
82.2,11.9,2501.0,2025-04-25 12:27:13,7
82.3,3.3,2500.0,2025-04-25 12:27:14,7
82.3,7.9,2501.0,2025-04-25 12:27:15,7
82.3,11.5,2501.0,2025-04-25 12:27:17,7
82.1,17.0,1600.0,2025-04-25 12:27:18,7
82.2,4.9,1800.0,2025-04-25 12:27:19,7
82.1,9.8,2500.0,2025-04-25 12:27:20,7
82.1,6.0,1400.0,2025-04-25 12:27:21,7
82.0,9.6,2000.0,2025-04-25 12:27:22,7
82.0,21.9,2501.0,2025-04-25 12:27:23,7
81.9,8.7,2000.0,2025-04-25 12:27:24,7
81.9,6.6,2500.0,2025-04-25 12:27:25,7
81.8,3.6,1800.0,2025-04-25 12:27:26,7
81.7,8.1,1800.0,2025-04-25 12:27:27,7
81.7,4.5,1600.0,2025-04-25 12:27:28,7
81.8,7.6,2501.0,2025-04-25 12:27:29,7
81.8,7.8,2501.0,2025-04-25 12:27:30,7
81.7,6.7,2501.0,2025-04-25 12:27:31,7
81.8,5.9,1800.0,2025-04-25 12:27:32,7
81.8,7.7,2501.0,2025-04-25 12:27:33,7
81.8,6.7,2501.0,2025-04-25 12:27:34,7
