ram_percent,cpu_percent,cpu_freq,dataHora,maquinaId
88.0,4.0,2501.0,2025-04-25 11:38:35,7
88.0,9.4,2501.0,2025-04-25 11:38:36,7
88.0,7.1,2501.0,2025-04-25 11:38:37,7
88.0,10.7,2500.0,2025-04-25 11:38:38,7
88.0,23.9,2501.0,2025-04-25 11:38:39,7
88.0,31.0,2501.0,2025-04-25 11:38:40,7
88.0,66.2,2501.0,2025-04-25 11:38:41,7
88.0,34.6,2501.0,2025-04-25 11:38:42,7
88.0,24.3,2000.0,2025-04-25 11:38:44,7
87.9,10.0,2501.0,2025-04-25 11:38:45,7
88.0,9.4,1800.0,2025-04-25 11:38:46,7
87.9,14.1,2501.0,2025-04-25 11:38:47,7
87.9,10.8,2501.0,2025-04-25 11:38:48,7
87.9,9.0,2500.0,2025-04-25 11:38:49,7
88.0,8.5,2501.0,2025-04-25 11:38:50,7
88.0,7.8,2501.0,2025-04-25 11:38:51,7
87.9,7.7,2501.0,2025-04-25 11:38:52,7
87.6,17.4,2501.0,2025-04-25 11:38:53,7
87.0,19.3,2000.0,2025-04-25 11:38:54,7
87.0,5.1,1400.0,2025-04-25 11:38:55,7
87.0,13.5,2501.0,2025-04-25 11:38:56,7
87.0,5.4,1600.0,2025-04-25 11:38:57,7
87.0,2.7,2501.0,2025-04-25 11:38:58,7
87.0,7.1,2501.0,2025-04-25 11:38:59,7
87.0,7.0,1800.0,2025-04-25 11:39:01,7
87.0,6.3,2501.0,2025-04-25 11:39:02,7
87.0,6.3,2501.0,2025-04-25 11:39:03,7
87.0,6.1,2500.0,2025-04-25 11:39:04,7
87.1,9.4,2000.0,2025-04-25 11:39:05,7
87.0,5.9,1400.0,2025-04-25 11:39:06,7
87.1,6.7,1400.0,2025-04-25 11:39:07,7
87.1,9.5,1800.0,2025-04-25 11:39:08,7
87.0,5.2,1800.0,2025-04-25 11:39:09,7
87.0,4.4,2000.0,2025-04-25 11:39:10,7
87.0,4.9,1600.0,2025-04-25 11:39:11,7
87.0,6.0,2501.0,2025-04-25 11:39:12,7
87.1,9.6,1600.0,2025-04-25 11:39:13,7
87.0,5.6,1600.0,2025-04-25 11:39:14,7
87.1,5.3,2501.0,2025-04-25 11:39:15,7
87.1,12.2,2501.0,2025-04-25 11:39:16,7
87.1,15.3,2501.0,2025-04-25 11:39:17,7
87.1,5.9,1600.0,2025-04-25 11:39:19,7
