cpu_freq,ram_uso,rede_sent,cpu_ociosidade_dias,rede_recv,ram_percent,ram_livre,cpu_percent,dataHora,maquinaId
2501.0,7374192640,301660,4,765729,87.6,1048530944,29.4,2025-04-21 16:33:27,5
2501.0,7376068608,301714,4,765794,87.6,1046593536,16.2,2025-04-21 16:33:29,5
2501.0,7318040576,301859,4,765957,86.9,1104621568,17.5,2025-04-21 16:33:31,5
1400.0,7317536768,301924,4,766002,86.9,1105670144,7.8,2025-04-21 16:33:33,5
2501.0,7262760960,301939,4,766014,86.2,1159901184,7.0,2025-04-21 16:33:34,5
1200.0,7266140160,301984,4,766199,86.3,1157033984,7.7,2025-04-21 16:33:36,5
1400.0,7257448448,302003,4,766217,86.2,1165213696,4.4,2025-04-21 16:33:38,5
2501.0,7243313152,302014,4,766227,86.0,1179348992,6.4,2025-04-21 16:33:40,5
800.0,7232954368,302044,4,766259,85.9,1189707776,7.3,2025-04-21 16:33:42,5
1200.0,7196979200,302075,4,766331,85.4,1228197888,9.3,2025-04-21 16:33:43,5
1400.0,7195086848,302106,4,766368,85.4,1228525568,6.5,2025-04-21 16:33:45,5
1400.0,7175323648,302115,4,766377,85.2,1247338496,9.6,2025-04-21 16:33:47,5
800.0,7173169152,302124,4,766388,85.2,1249804288,3.6,2025-04-21 16:33:49,5
2501.0,7158853632,302136,4,766403,85.0,1263185920,9.8,2025-04-21 16:33:51,5
1600.0,7166353408,302151,4,766423,85.1,1256308736,13.9,2025-04-21 16:33:53,5
2501.0,7185670144,302232,4,766526,85.3,1236992000,13.2,2025-04-21 16:33:54,5
2501.0,7179595776,302249,4,766544,85.2,1243062272,15.3,2025-04-21 16:33:56,5
2501.0,7227674624,302291,4,766602,85.8,1195114496,22.7,2025-04-21 16:33:58,5
2501.0,7200645120,302305,4,766616,85.5,1222647808,9.9,2025-04-21 16:34:00,5
1600.0,7191519232,302317,4,766628,85.4,1231142912,6.0,2025-04-21 16:34:02,5
1600.0,7189233664,302375,4,766723,85.4,1233690624,5.4,2025-04-21 16:34:03,5
800.0,7190949888,302385,4,766734,85.4,1232105472,1.7,2025-04-21 16:34:05,5
1800.0,7190634496,302406,4,766743,85.4,1232027648,4.1,2025-04-21 16:34:07,5
