ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7941816320,94.3,481128448,5312442,5100717,2501.0,3,80.7,2025-04-20 18:00:38,4
7946534912,94.3,476213248,5312708,5100771,2501.0,3,89.0,2025-04-20 18:00:39,4
7946379264,94.3,476409856,5312996,5100868,2501.0,3,75.6,2025-04-20 18:00:41,4
7901487104,93.8,521105408,5313372,5100930,2501.0,3,79.4,2025-04-20 18:00:42,4
7912214528,93.9,510390272,5313689,5100984,2501.0,3,63.1,2025-04-20 18:00:44,4
7924682752,94.1,498155520,5314028,5101040,2501.0,3,83.1,2025-04-20 18:00:45,4
7916965888,94.0,506163200,5314186,5101088,2501.0,3,38.6,2025-04-20 18:00:46,4
7923449856,94.1,500027392,5314427,5101140,2501.0,3,49.4,2025-04-20 18:00:48,4
7924690944,94.1,498139136,5314662,5101209,2501.0,3,48.6,2025-04-20 18:00:49,4
7913357312,94.0,509440000,5314830,5101255,2501.0,3,35.7,2025-04-20 18:00:50,4
