ram_uso,cpu_freq,ram_percent,cpu_percent,cpu_ociosidade_dias,rede_sent,rede_recv,ram_livre,dataHora,maquinaId
7294435328,2501.0,86.6,6.8,5,6485,11949,1128316928,2025-04-21 19:20:03,4
7294996480,2501.0,86.6,9.0,5,6487,11949,1127362560,2025-04-21 19:20:04,4
7270813696,2501.0,86.3,33.8,5,6489,11956,1138225152,2025-04-21 19:20:06,4
7276670976,2501.0,86.4,33.1,5,6494,11967,1146011648,2025-04-21 19:20:07,4
7276855296,2501.0,86.4,27.4,5,6498,11971,1148272640,2025-04-21 19:20:08,4
7275048960,800.0,86.4,26.3,5,6501,11974,1148399616,2025-04-21 19:20:09,4
7269806080,1200.0,86.3,7.9,5,6504,11989,1152987136,2025-04-21 19:20:10,4
7274209280,2501.0,86.4,32.5,5,6504,11989,1148669952,2025-04-21 19:20:11,4
7273660416,1400.0,86.4,11.7,5,6507,11990,1150099456,2025-04-21 19:20:12,4
7266459648,1600.0,86.3,3.7,5,6507,11996,1156513792,2025-04-21 19:20:13,4
7268253696,2501.0,86.3,7.0,5,6507,12003,1154609152,2025-04-21 19:20:15,4
7270363136,1800.0,86.3,11.2,5,6507,12004,1152573440,2025-04-21 19:20:16,4
7265185792,1600.0,86.3,10.6,5,6508,12005,1158049792,2025-04-21 19:20:17,4
7268929536,800.0,86.3,6.0,5,6511,12014,1154187264,2025-04-21 19:20:18,4
7272869888,2501.0,86.4,19.3,5,6512,12015,1143635968,2025-04-21 19:20:19,4
7277293568,2501.0,86.4,18.1,5,6515,12018,1145397248,2025-04-21 19:20:20,4
7280996352,2501.0,86.4,41.9,5,6519,12029,1142288384,2025-04-21 19:20:21,4
7254855680,2501.0,86.1,10.7,5,6521,12036,1168048128,2025-04-21 19:20:22,4
7246241792,1800.0,86.0,10.0,5,6524,12037,1177108480,2025-04-21 19:20:23,4
7235543040,1200.0,85.9,6.1,5,6528,12041,1185353728,2025-04-21 19:20:24,4
7234314240,1600.0,85.9,13.2,5,6532,12057,1188548608,2025-04-21 19:20:26,4
7213424640,2501.0,85.6,7.9,5,6539,12065,1209331712,2025-04-21 19:20:27,4
7208452096,1400.0,85.6,5.2,5,6557,12116,1214492672,2025-04-21 19:20:28,4
7212027904,1600.0,85.6,3.7,5,6557,12121,1210822656,2025-04-21 19:20:29,4
7212830720,800.0,85.6,6.8,5,6559,12128,1210384384,2025-04-21 19:20:30,4
7210287104,1000.0,85.6,4.3,5,6559,12128,1214533632,2025-04-21 19:20:31,4
7210635264,800.0,85.6,6.0,5,6561,12131,1212346368,2025-04-21 19:20:32,4
7212515328,2500.0,85.6,3.2,5,6566,12144,1210335232,2025-04-21 19:20:33,4
