ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7279984640,86.4,1141374976,8156979,6433519,2501.0,3,47.7,2025-04-20 23:17:13,4
7295647744,86.7,1123241984,8157274,6433567,2501.0,3,25.7,2025-04-20 23:17:15,4
7301783552,86.7,1104642048,8157487,6433624,2501.0,3,39.2,2025-04-20 23:17:16,4
7308722176,86.8,1105670144,8157745,6433670,2501.0,3,45.1,2025-04-20 23:17:17,4
7323598848,86.9,1102725120,8158023,6433722,2501.0,3,23.0,2025-04-20 23:17:19,4
7334547456,87.1,1091473408,8158344,6433831,2501.0,3,22.5,2025-04-20 23:17:20,4
7344721920,87.2,1073426432,8158600,6433880,2501.0,3,23.8,2025-04-20 23:17:21,4
7328305152,87.0,1094459392,8158830,6433928,2501.0,3,50.3,2025-04-20 23:17:22,4
7325822976,87.0,1093300224,8159086,6433975,2501.0,3,31.6,2025-04-20 23:17:24,4
7341510656,87.2,1081094144,8159277,6434020,2501.0,3,73.6,2025-04-20 23:17:25,4
