ram_percent,ram_uso,cpu_ociosidade_dias,rede_sent,rede_recv,cpu_freq,cpu_percent,ram_livre,dataHora,maquinaId
67.6,11395555328,121,1476452,799808,1700.0,12.0,5445148672,2025-04-21 22:20:02,9
67.7,11401494528,121,1476480,799824,1700.0,12.5,5446434816,2025-04-21 22:20:04,9
67.7,11408961536,121,1476538,799908,1700.0,16.4,5438246912,2025-04-21 22:20:06,9
67.6,11392286720,121,1476551,799993,1700.0,8.2,5454536704,2025-04-21 22:20:08,9
67.6,11396681728,121,1476565,800080,1700.0,10.2,5451423744,2025-04-21 22:20:10,9
67.6,11384274944,121,1476582,800129,1700.0,15.4,5468348416,2025-04-21 22:20:12,9
67.7,11413778432,121,1476627,800269,1700.0,16.7,5431701504,2025-04-21 22:20:14,9
67.9,11439222784,121,1476653,800402,1700.0,16.2,5408886784,2025-04-21 22:20:16,9
67.9,11438768128,121,1476749,800494,1700.0,7.8,5409185792,2025-04-21 22:20:18,9
67.8,11425095680,121,1476855,800589,1700.0,8.7,5422776320,2025-04-21 22:20:20,9
67.7,11413123072,121,1476953,800616,1700.0,13.9,5435072512,2025-04-21 22:20:22,9
67.7,11410165760,121,1477051,800713,1700.0,11.8,5444788224,2025-04-21 22:20:23,9
67.4,11360509952,121,1477174,800773,1700.0,9.2,5487484928,2025-04-21 22:20:25,9
67.4,11353513984,121,1477248,800848,1700.0,9.0,5494587392,2025-04-21 22:20:27,9
67.2,11329355776,121,1477344,800947,1700.0,7.7,5518516224,2025-04-21 22:20:29,9
67.2,11327098880,121,1477389,801029,1700.0,13.0,5520953344,2025-04-21 22:20:31,9
67.2,11318390784,121,1477467,801167,1700.0,10.2,5527048192,2025-04-21 22:20:33,9
67.2,11325911040,121,1477517,801183,1700.0,9.5,5521760256,2025-04-21 22:20:35,9
67.2,11325063168,121,1477532,801220,1700.0,7.5,5521887232,2025-04-21 22:20:37,9
67.3,11334791168,121,1477549,801243,1700.0,9.3,5513179136,2025-04-21 22:20:39,9
67.2,11325657088,121,1477561,801256,1700.0,12.4,5521784832,2025-04-21 22:20:41,9
67.3,11335778304,121,1477573,801271,1700.0,9.2,5511901184,2025-04-21 22:20:43,9
67.2,11325087744,121,1477591,801298,1700.0,12.2,5515833344,2025-04-21 22:20:49,9
67.2,11324805120,121,1477732,801331,1700.0,13.0,5532876800,2025-04-21 22:20:53,9
67.2,11317297152,121,1477840,801353,1700.0,13.0,5532086272,2025-04-21 22:20:55,9
67.2,11317608448,121,1477911,801366,1700.0,8.6,5530525696,2025-04-21 22:20:56,9
67.2,11326996480,121,1478013,801378,1700.0,9.4,5521735680,2025-04-21 22:20:58,9
67.2,11320492032,121,1478108,801430,1700.0,12.1,5528719360,2025-04-21 22:21:01,9
67.2,11315179520,121,1478125,801498,1700.0,9.6,5533163520,2025-04-21 22:21:03,9
67.2,11317420032,121,1478224,801568,1700.0,12.1,5530451968,2025-04-21 22:21:05,9
67.2,11317460992,121,1478267,801600,1700.0,10.4,5531357184,2025-04-21 22:21:07,9
67.2,11320377344,121,1478288,801726,1700.0,8.3,5527568384,2025-04-21 22:21:09,9
67.2,11317600256,121,1478311,801837,1700.0,10.9,5526065152,2025-04-21 22:21:11,9
67.1,11304763392,121,1478324,801852,1700.0,9.9,5542510592,2025-04-21 22:21:13,9
67.3,11333509120,121,1478494,801969,1700.0,14.6,5514457088,2025-04-21 22:21:15,9
67.2,11329789952,121,1478587,802079,1700.0,9.1,5507731456,2025-04-21 22:21:17,9
67.2,11329781760,121,1478704,802155,1700.0,13.6,5517950976,2025-04-21 22:21:19,9
67.3,11337158656,121,1478835,802240,1700.0,11.9,5513265152,2025-04-21 22:21:21,9
67.1,11311386624,121,1478951,802309,1700.0,10.1,5536485376,2025-04-21 22:21:23,9
67.2,11316051968,121,1479010,802408,1700.0,10.4,5531820032,2025-04-21 22:21:25,9
67.1,11306430464,121,1479069,802456,1700.0,13.6,5549223936,2025-04-21 22:21:26,9
67.1,11302137856,121,1479130,802519,1700.0,8.9,5546057728,2025-04-21 22:21:28,9
67.2,11314651136,121,1479146,802538,1700.0,11.4,5533368320,2025-04-21 22:21:30,9
67.1,11302887424,121,1479161,802554,1700.0,10.8,5545238528,2025-04-21 22:21:32,9
67.1,11308163072,121,1479210,802639,1700.0,11.2,5540696064,2025-04-21 22:21:34,9
67.1,11293102080,121,1479332,802673,1700.0,14.5,5547253760,2025-04-21 22:21:36,9
67.1,11302244352,121,1479398,802696,1700.0,13.0,5547659264,2025-04-21 22:21:40,9
67.0,11294617600,121,1479489,802759,1700.0,14.8,5549236224,2025-04-21 22:21:43,9
67.1,11302821888,121,1479501,802866,1700.0,15.2,5545046016,2025-04-21 22:21:44,9
67.0,11294908416,121,1479521,802981,1700.0,7.6,5552672768,2025-04-21 22:21:46,9
67.1,11302268928,121,1479533,802996,1700.0,10.1,5545644032,2025-04-21 22:21:48,9
67.1,11297095680,121,1479551,803115,1700.0,9.3,5557452800,2025-04-21 22:21:50,9
67.1,11302084608,121,1479594,803224,1700.0,10.2,5545787392,2025-04-21 22:21:52,9
67.1,11297050624,121,1479652,803315,1700.0,15.4,5550821376,2025-04-21 22:21:54,9
66.9,11274993664,121,1479668,803424,1700.0,13.0,5572915200,2025-04-21 22:21:56,9
66.9,11271684096,121,1479683,803531,1700.0,9.9,5575421952,2025-04-21 22:21:58,9
66.9,11280269312,121,1479797,803667,1700.0,11.1,5564821504,2025-04-21 22:22:00,9
66.9,11278180352,121,1479919,803688,1700.0,12.0,5569540096,2025-04-21 22:22:02,9
67.0,11289075712,121,1479997,803701,1700.0,11.0,5558796288,2025-04-21 22:22:04,9
67.0,11283820544,121,1480083,803717,1700.0,11.2,5564051456,2025-04-21 22:22:06,9
66.9,11275251712,121,1480143,803730,1700.0,10.7,5572616192,2025-04-21 22:22:07,9
67.0,11282669568,121,1480217,803756,1700.0,8.5,5561958400,2025-04-21 22:22:09,9
66.9,11275829248,121,1480236,803773,1700.0,12.7,5572030464,2025-04-21 22:22:11,9
67.0,11284582400,121,1480249,803788,1700.0,9.3,5563371520,2025-04-21 22:22:13,9
67.0,11280003072,121,1480259,803802,1700.0,10.4,5567807488,2025-04-21 22:22:15,9
67.0,11290882048,121,1480304,803819,1700.0,10.8,5557673984,2025-04-21 22:22:17,9
67.0,11282829312,121,1480368,803851,1700.0,10.9,5574889472,2025-04-21 22:22:19,9
66.9,11276886016,121,1480464,803915,1700.0,13.5,5574348800,2025-04-21 22:22:21,9
66.9,11263569920,121,1480528,803929,1700.0,8.1,5584154624,2025-04-21 22:22:23,9
66.9,11276361728,121,1480539,803993,1700.0,10.0,5572624384,2025-04-21 22:22:25,9
66.9,11266981888,121,1480635,804011,1700.0,7.2,5580886016,2025-04-21 22:22:27,9
66.9,11276910592,121,1480733,804025,1700.0,6.9,5570195456,2025-04-21 22:22:29,9
67.0,11281887232,121,1480794,804112,1700.0,12.8,5567897600,2025-04-21 22:22:31,9
66.9,11275788288,121,1480846,804244,1700.0,11.5,5571170304,2025-04-21 22:22:33,9
