ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7747387392,92.0,677744640,5319761,5102274,2501.0,3,40.9,2025-04-20 18:01:09,4
7749189632,92.0,674648064,5320104,5102356,2501.0,3,42.6,2025-04-20 18:01:10,4
7749177344,92.0,673591296,5320525,5102445,2501.0,3,32.8,2025-04-20 18:01:12,4
7761289216,92.1,661336064,5320872,5102508,2501.0,3,43.1,2025-04-20 18:01:13,4
7772704768,92.3,650145792,5321146,5102571,2501.0,3,46.9,2025-04-20 18:01:14,4
7771189248,92.3,651628544,5321436,5102648,2501.0,3,46.0,2025-04-20 18:01:16,4
7760330752,92.1,664764416,5321790,5102688,2501.0,3,44.7,2025-04-20 18:01:17,4
7747444736,92.0,676040704,5322055,5102730,2501.0,3,26.0,2025-04-20 18:01:18,4
7750238208,92.0,672575488,5322278,5102745,2501.0,3,46.8,2025-04-20 18:01:19,4
7747588096,92.0,675975168,5322559,5102762,2501.0,3,32.1,2025-04-20 18:01:21,4
