ram_percent,cpu_percent,ram_livre,dataHora,maquinaId
87.5,43.5,1053126656,2025-04-26 20:17:45,4
87.8,53.3,1027842048,2025-04-26 20:17:46,4
87.8,24.5,1027031040,2025-04-26 20:17:48,4
87.7,28.2,1033097216,2025-04-26 20:17:49,4
87.2,54.7,1080053760,2025-04-26 20:17:50,4
86.7,58.2,1118703616,2025-04-26 20:17:51,4
86.4,16.8,1145602048,2025-04-26 20:17:52,4
86.0,28.3,1182937088,2025-04-26 20:17:53,4
85.8,10.9,1193742336,2025-04-26 20:17:54,4
85.9,12.0,1188581376,2025-04-26 20:17:55,4
85.6,10.8,1211613184,2025-04-26 20:17:56,4
85.7,15.0,1201827840,2025-04-26 20:17:57,4
85.7,11.6,1202233344,2025-04-26 20:17:58,4
85.8,17.9,1192091648,2025-04-26 20:17:59,4
85.6,28.3,1212674048,2025-04-26 20:18:00,4
85.6,8.6,1209929728,2025-04-26 20:18:01,4
85.7,36.8,1203200000,2025-04-26 20:18:02,4
85.8,49.6,1192534016,2025-04-26 20:18:03,4
86.5,35.1,1134559232,2025-04-26 20:18:05,4
86.5,22.0,1136017408,2025-04-26 20:18:06,4
86.6,13.4,1132249088,2025-04-26 20:18:07,4
86.3,15.7,1154088960,2025-04-26 20:18:08,4
85.8,24.5,1192091648,2025-04-26 20:18:09,4
85.8,24.6,1197293568,2025-04-26 20:18:10,4
86.0,26.4,1183473664,2025-04-26 20:18:11,4
86.0,15.4,1179688960,2025-04-26 20:18:12,4
86.0,35.4,1176461312,2025-04-26 20:18:13,4
86.7,60.6,1114701824,2025-04-26 20:18:14,4
87.0,57.2,1093955584,2025-04-26 20:18:16,4
87.1,91.0,1089814528,2025-04-26 20:18:18,4
87.4,35.7,1059155968,2025-04-26 20:18:19,4
86.4,60.7,1144123392,2025-04-26 20:18:20,4
86.9,90.7,1101541376,2025-04-26 20:18:21,4
87.0,80.1,1095892992,2025-04-26 20:18:22,4
86.9,61.1,1100087296,2025-04-26 20:18:23,4
87.0,44.8,1096241152,2025-04-26 20:18:24,4
86.6,17.9,1126289408,2025-04-26 20:18:25,4
86.6,11.2,1126404096,2025-04-26 20:18:26,4
86.9,31.4,1090768896,2025-04-26 20:18:28,4
