cpu_ociosidade_dias,ram_percent,rede_sent,ram_uso,ram_livre,cpu_percent,cpu_freq,rede_recv,dataHora,maquinaId
7,74.6,152369,6283382784,2139316224,22.4,2501.0,292014,2025-04-24 18:19:50,6
7,74.6,152402,6280380416,2142281728,11.7,2501.0,292058,2025-04-24 18:19:51,6
7,74.6,152419,6277586944,2145075200,10.1,2501.0,292098,2025-04-24 18:19:52,6
7,74.6,152428,6284816384,2137878528,5.2,2501.0,292130,2025-04-24 18:19:54,6
7,74.6,152439,6283677696,2138984448,13.8,2501.0,292180,2025-04-24 18:19:55,6
7,74.5,152448,6276919296,2145759232,10.5,2501.0,292200,2025-04-24 18:19:56,6
7,74.5,152454,6273859584,2148839424,6.8,2501.0,292210,2025-04-24 18:19:57,6
7,74.6,152466,6278008832,2144653312,6.4,2501.0,292235,2025-04-24 18:19:58,6
7,74.6,152475,6282895360,2139840512,7.5,2501.0,292251,2025-04-24 18:19:59,6
7,74.6,152488,6283292672,2139279360,8.8,2501.0,292277,2025-04-24 18:20:00,6
7,74.6,152502,6282067968,2140594176,8.0,2501.0,292302,2025-04-24 18:20:02,6
7,74.5,152511,6284378112,2138284032,7.2,2501.0,292325,2025-04-24 18:20:03,6
7,74.4,152513,6269104128,2153750528,18.4,2501.0,292337,2025-04-24 18:20:04,6
7,74.6,152517,6277545984,2145116160,8.2,2501.0,292352,2025-04-24 18:20:05,6
7,74.5,152522,6273859584,2148429824,5.2,2501.0,292371,2025-04-24 18:20:06,6
7,74.6,152534,6279569408,2143334400,11.6,2501.0,292395,2025-04-24 18:20:07,6
7,74.5,152554,6284881920,2137923584,9.9,2501.0,292424,2025-04-24 18:20:09,6
7,74.6,152567,6280695808,2142003200,7.8,2501.0,292457,2025-04-24 18:20:10,6
7,74.6,152575,6281728000,2140971008,4.8,2501.0,292471,2025-04-24 18:20:11,6
7,74.5,152581,6276689920,2146525184,9.2,2501.0,292493,2025-04-24 18:20:12,6
7,74.6,152584,6274314240,2148392960,21.3,2501.0,292512,2025-04-24 18:20:13,6
7,74.6,152587,6280372224,2142601216,12.7,2501.0,292530,2025-04-24 18:20:14,6
