ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7910944768,93.9,511827968,5330009,5104750,2501.0,3,96.7,2025-04-20 18:02:00,4
7917637632,94.0,505143296,5330239,5104817,2501.0,3,73.5,2025-04-20 18:02:02,4
7933067264,94.2,488067072,5330558,5104882,2501.0,3,79.8,2025-04-20 18:02:03,4
7948828672,94.4,474218496,5330768,5104978,2501.0,3,84.5,2025-04-20 18:02:05,4
7949897728,94.4,472829952,5330953,5105042,2501.0,3,87.5,2025-04-20 18:02:06,4
7940878336,94.3,482058240,5331185,5105149,2501.0,3,81.5,2025-04-20 18:02:08,4
7919734784,94.0,503877632,5331443,5105212,2501.0,3,70.8,2025-04-20 18:02:09,4
7916355584,94.0,506478592,5331682,5105263,2501.0,3,51.0,2025-04-20 18:02:11,4
7902380032,93.8,520540160,5332035,5105314,2501.0,3,80.9,2025-04-20 18:02:12,4
7918370816,94.0,505901056,5332500,5105375,2501.0,3,79.3,2025-04-20 18:02:14,4
