ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
8010493952,95.1,412729344,5276260,5092026,2501.0,3,82.7,2025-04-20 17:58:01,4
8026472448,95.3,400961536,5276490,5092061,2501.0,3,71.3,2025-04-20 17:58:02,4
7995736064,94.9,425934848,5276643,5092085,2501.0,3,44.2,2025-04-20 17:58:04,4
8008527872,95.1,414334976,5276925,5092106,2501.0,3,34.7,2025-04-20 17:58:05,4
8003518464,95.0,415879168,5277235,5092384,2501.0,3,29.0,2025-04-20 17:58:06,4
7997513728,94.8,435814400,5277578,5092434,2501.0,3,32.6,2025-04-20 17:58:07,4
8113627136,96.2,327196672,5278109,5092621,2501.0,3,51.9,2025-04-20 17:58:09,4
8029614080,95.3,393265152,5278539,5092848,2501.0,3,96.8,2025-04-20 17:58:10,4
8027811840,95.3,395014144,5278996,5093018,2501.0,3,86.3,2025-04-20 17:58:12,4
7869120512,93.4,552484864,5279358,5093151,2501.0,3,76.4,2025-04-20 17:58:13,4
