ram_percent,ram_uso,cpu_ociosidade_dias,rede_sent,rede_recv,cpu_freq,cpu_percent,ram_livre,dataHora,maquinaId
72.1,12144562176,120,809567,611179,1700.0,23.4,4703387648,2025-04-21 21:27:16,9
72.1,12149207040,120,809670,611271,1700.0,17.5,4699353088,2025-04-21 21:27:17,9
72.1,12149313536,120,809786,611360,1700.0,18.6,4696662016,2025-04-21 21:27:19,9
72.1,12151111680,120,809950,611441,1700.0,20.0,4697276416,2025-04-21 21:27:21,9
72.1,12141015040,120,810146,611510,1700.0,14.7,4707123200,2025-04-21 21:27:23,9
72.0,12131311616,120,810250,611614,1700.0,19.1,4714885120,2025-04-21 21:27:24,9
72.1,12148645888,120,810427,611659,1700.0,16.5,4699222016,2025-04-21 21:27:26,9
72.0,12132012032,120,810572,611685,1700.0,15.1,4714786816,2025-04-21 21:27:28,9
72.0,12131762176,120,810698,611705,1700.0,21.1,4716130304,2025-04-21 21:27:30,9
72.0,12129660928,120,810852,611726,1700.0,17.6,4717584384,2025-04-21 21:27:31,9
72.0,12132311040,120,811008,611774,1700.0,16.7,4715634688,2025-04-21 21:27:33,9
72.0,12125466624,120,811209,611886,1700.0,16.9,4722266112,2025-04-21 21:27:35,9
72.0,12133470208,120,811374,611948,1700.0,17.1,4713877504,2025-04-21 21:27:37,9
72.0,12127408128,120,811486,612040,1700.0,17.0,4719353856,2025-04-21 21:27:38,9
72.0,12133273600,120,811589,612153,1700.0,22.0,4714778624,2025-04-21 21:27:40,9
72.0,12126425088,120,811696,612257,1700.0,14.4,4721356800,2025-04-21 21:27:42,9
72.0,12136873984,120,811798,612343,1700.0,19.4,4711464960,2025-04-21 21:27:44,9
71.9,12117311488,120,811904,612453,1700.0,17.7,4730556416,2025-04-21 21:27:45,9
71.9,12116623360,120,812034,612520,1700.0,18.6,4734115840,2025-04-21 21:27:47,9
71.9,12105957376,120,812138,612538,1700.0,16.0,4741984256,2025-04-21 21:27:49,9
71.9,12112871424,120,812239,612556,1700.0,18.3,4734402560,2025-04-21 21:27:51,9
71.9,12107259904,120,812343,612577,1700.0,15.5,4740612096,2025-04-21 21:27:52,9
71.9,12114579456,120,812447,612601,1700.0,16.9,4732981248,2025-04-21 21:27:54,9
71.9,12114436096,120,812575,612712,1700.0,15.9,4734611456,2025-04-21 21:27:56,9
71.9,12108636160,120,812733,612826,1700.0,15.5,4738043904,2025-04-21 21:27:58,9
71.9,12113162240,120,812931,612931,1700.0,20.0,4734873600,2025-04-21 21:27:59,9
71.9,12119781376,120,813096,613017,1700.0,20.5,4728164352,2025-04-21 21:28:01,9
71.9,12111867904,120,813284,613035,1700.0,18.6,4736086016,2025-04-21 21:28:03,9
71.9,12106383360,120,813423,613108,1700.0,17.9,4741431296,2025-04-21 21:28:05,9
71.9,12109848576,120,813602,613150,1700.0,18.0,4738859008,2025-04-21 21:28:06,9
71.8,12102512640,120,813742,613171,1700.0,15.7,4745265152,2025-04-21 21:28:08,9
