ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7747555328,92.0,675278848,5323248,5102821,2501.0,3,50.8,2025-04-20 18:01:24,4
7699734528,91.4,723869696,5323469,5103099,2501.0,3,45.0,2025-04-20 18:01:25,4
7709503488,91.5,713457664,5323755,5103165,2501.0,3,55.0,2025-04-20 18:01:27,4
7715131392,91.6,707850240,5324105,5103222,2501.0,3,45.4,2025-04-20 18:01:28,4
7711920128,91.6,710967296,5324425,5103276,2501.0,3,58.8,2025-04-20 18:01:30,4
7713529856,91.6,709304320,5324809,5103375,2501.0,3,71.6,2025-04-20 18:01:31,4
7714729984,91.6,707375104,5325167,5103443,2501.0,3,37.0,2025-04-20 18:01:32,4
7713480704,91.6,710270976,5325473,5103499,2501.0,3,39.4,2025-04-20 18:01:33,4
7739281408,91.9,683065344,5325770,5103579,2501.0,3,71.5,2025-04-20 18:01:35,4
7761231872,92.2,657215488,5326066,5103670,2501.0,3,73.4,2025-04-20 18:01:37,4
