ram_uso,cpu_freq,ram_percent,cpu_percent,cpu_ociosidade_dias,rede_sent,rede_recv,ram_livre,dataHora,maquinaId
7291412480,2501.0,86.6,27.1,5,27309,49758,1129377792,2025-04-21 19:58:16,4
7278891008,2501.0,86.4,12.1,5,27309,49758,1143771136,2025-04-21 19:58:17,4
7263961088,2501.0,86.2,23.7,5,27310,49760,1159118848,2025-04-21 19:58:18,4
7266795520,2501.0,86.3,31.7,5,27325,49791,1155866624,2025-04-21 19:58:19,4
7268966400,800.0,86.3,10.6,5,27330,49797,1155952640,2025-04-21 19:58:20,4
7261818880,2500.0,86.2,4.7,5,27330,49799,1160884224,2025-04-21 19:58:21,4
7252189184,1000.0,86.1,22.6,5,27333,49809,1170472960,2025-04-21 19:58:22,4
7260917760,2501.0,86.2,63.9,5,27338,49823,1164427264,2025-04-21 19:58:24,4
7260950528,800.0,86.2,33.7,5,27339,49828,1161707520,2025-04-21 19:58:25,4
7258750976,1600.0,86.2,8.1,5,27347,49840,1161199616,2025-04-21 19:58:26,4
7262277632,1400.0,86.2,5.5,5,27348,49853,1160384512,2025-04-21 19:58:27,4
7256895488,1800.0,86.2,7.3,5,27351,49856,1161048064,2025-04-21 19:58:28,4
7251296256,2000.0,86.1,8.2,5,27353,49858,1181724672,2025-04-21 19:58:29,4
7245942784,1400.0,86.0,16.1,5,27360,49872,1177583616,2025-04-21 19:58:30,4
7243239424,2501.0,86.2,31.1,5,27364,49892,1155203072,2025-04-21 19:58:31,4
7251132416,2501.0,86.1,72.9,5,27364,49893,1172463616,2025-04-21 19:58:32,4
7250137088,2000.0,86.1,18.5,5,27368,49894,1172615168,2025-04-21 19:58:34,4
7220264960,1000.0,85.7,14.5,5,27370,49914,1202409472,2025-04-21 19:58:35,4
7216779264,2501.0,85.7,9.2,5,27374,49917,1209430016,2025-04-21 19:58:36,4
7195201536,2501.0,85.4,49.6,5,27391,49948,1223446528,2025-04-21 19:58:37,4
7203016704,2501.0,85.5,100.0,5,27399,49974,1219895296,2025-04-21 19:58:38,4
7199760384,2501.0,85.5,51.4,5,27414,50035,1222963200,2025-04-21 19:58:40,4
7205994496,2501.0,85.6,69.6,5,27421,50046,1215672320,2025-04-21 19:58:41,4
7214624768,2501.0,85.6,53.4,5,27423,50057,1209741312,2025-04-21 19:58:42,4
7224467456,2501.0,85.8,49.2,5,27427,50106,1194582016,2025-04-21 19:58:43,4
7242358784,2501.0,86.0,70.6,5,27432,50138,1180512256,2025-04-21 19:58:47,4
7242641408,800.0,86.0,46.8,5,27435,50150,1180278784,2025-04-21 19:58:48,4
