ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7826006016,92.9,597401600,5339172,5107463,2501.0,3,27.7,2025-04-20 18:02:48,4
7822086144,92.9,600711168,5339482,5107511,2501.0,3,33.9,2025-04-20 18:02:49,4
7825358848,92.9,596660224,5339752,5107559,2501.0,3,49.3,2025-04-20 18:02:51,4
7817113600,92.8,606138368,5340006,5107610,2501.0,3,71.8,2025-04-20 18:02:52,4
7805390848,92.7,616726528,5340213,5107664,2501.0,3,81.9,2025-04-20 18:02:54,4
7809486848,92.7,613359616,5340513,5107716,2501.0,3,49.4,2025-04-20 18:02:55,4
7810138112,92.7,612708352,5340770,5107767,2501.0,3,36.9,2025-04-20 18:02:56,4
7811293184,92.7,611274752,5341037,5107819,2501.0,3,47.9,2025-04-20 18:02:57,4
7812730880,92.8,611352576,5341239,5107876,2501.0,3,45.1,2025-04-20 18:02:59,4
7812292608,92.7,607408128,5341493,5107922,2501.0,3,38.9,2025-04-20 18:03:00,4
