ram_uso,cpu_freq,ram_percent,cpu_percent,cpu_ociosidade_dias,rede_sent,rede_recv,ram_livre,dataHora,maquinaId
7351488512,2501.0,87.3,12.9,5,9882,18617,1071345664,2025-04-21 19:27:55,4
7351988224,800.0,87.3,9.5,5,9890,18641,1070788608,2025-04-21 19:27:56,4
7333122048,1400.0,87.1,8.1,5,9906,18670,1089622016,2025-04-21 19:27:57,4
7329189888,1400.0,87.0,14.1,5,9921,18720,1093693440,2025-04-21 19:27:58,4
7327162368,2501.0,87.0,7.3,5,9939,18765,1097723904,2025-04-21 19:27:59,4
7318241280,2501.0,86.9,8.7,5,9963,18803,1104515072,2025-04-21 19:28:00,4
7321083904,2000.0,86.9,8.0,5,9979,18831,1102061568,2025-04-21 19:28:01,4
7325458432,2501.0,87.0,20.6,5,9988,18862,1094963200,2025-04-21 19:28:02,4
7335325696,2000.0,87.1,19.0,5,9997,18894,1087356928,2025-04-21 19:28:03,4
7336779776,2501.0,87.1,9.4,5,10032,18955,1085919232,2025-04-21 19:28:05,4
7341715456,2000.0,87.2,9.5,5,10042,19006,1080287232,2025-04-21 19:28:06,4
7338598400,2501.0,87.1,4.0,5,10053,19064,1084215296,2025-04-21 19:28:07,4
7326408704,2501.0,87.0,31.0,5,10064,19122,1097003008,2025-04-21 19:28:08,4
7320887296,800.0,86.9,7.3,5,10078,19172,1095946240,2025-04-21 19:28:09,4
7322505216,800.0,86.9,12.6,5,10090,19226,1100607488,2025-04-21 19:28:10,4
7324364800,800.0,87.0,5.8,5,10095,19282,1099603968,2025-04-21 19:28:11,4
7321124864,800.0,86.9,6.4,5,10111,19320,1103024128,2025-04-21 19:28:12,4
7325011968,800.0,87.0,6.2,5,10117,19370,1098940416,2025-04-21 19:28:13,4
7321034752,800.0,86.9,7.1,5,10122,19401,1101946880,2025-04-21 19:28:15,4
7322058752,2501.0,86.9,15.8,5,10125,19403,1101279232,2025-04-21 19:28:16,4
7324356608,2501.0,86.9,58.4,5,10128,19409,1102536704,2025-04-21 19:28:17,4
7327248384,1200.0,87.0,12.0,5,10135,19421,1095700480,2025-04-21 19:28:18,4
7330885632,1600.0,87.0,14.5,5,10136,19429,1092046848,2025-04-21 19:28:19,4
7349678080,2501.0,87.3,18.7,5,10136,19430,1072955392,2025-04-21 19:28:20,4
7385227264,2501.0,87.7,68.5,5,10150,19435,1034551296,2025-04-21 19:28:21,4
7406264320,2501.0,87.9,90.7,5,10181,19454,1016090624,2025-04-21 19:28:22,4
7414845440,2501.0,88.0,28.5,5,10196,19470,1012264960,2025-04-21 19:28:24,4
7416692736,2501.0,88.1,30.7,5,10218,19478,1006100480,2025-04-21 19:28:25,4
7448641536,2501.0,88.2,37.9,5,10234,19494,1008074752,2025-04-21 19:28:26,4
7417909248,2501.0,87.9,25.5,5,10244,19517,1019146240,2025-04-21 19:28:27,4
7419027456,1800.0,88.1,71.3,5,10253,19528,1006157824,2025-04-21 19:28:28,4
7423197184,2501.0,88.1,81.9,5,10281,19553,1000480768,2025-04-21 19:28:29,4
7422337024,2501.0,88.1,32.6,5,10331,19625,1000566784,2025-04-21 19:28:30,4
7416340480,800.0,88.1,20.3,5,10351,19632,1000280064,2025-04-21 19:28:32,4
7409111040,2501.0,88.0,36.2,5,10369,19634,1012527104,2025-04-21 19:28:33,4
7406882816,2501.0,87.9,30.7,5,10378,19645,1016393728,2025-04-21 19:28:34,4
7430807552,2501.0,88.2,34.0,5,10390,19645,991846400,2025-04-21 19:28:35,4
7441760256,2501.0,88.3,53.4,5,10414,19673,981504000,2025-04-21 19:28:36,4
7376736256,2501.0,87.6,94.6,5,10434,19687,1046691840,2025-04-21 19:28:37,4
7391248384,2501.0,87.7,72.8,5,10471,19724,1049399296,2025-04-21 19:28:39,4
7398338560,2501.0,87.8,38.2,5,10510,19765,1028403200,2025-04-21 19:28:40,4
7398887424,2501.0,87.8,26.4,5,10522,19770,1023909888,2025-04-21 19:28:41,4
