ram_uso,cpu_freq,ram_percent,cpu_percent,cpu_ociosidade_dias,rede_sent,rede_recv,ram_livre,dataHora,maquinaId
7196782592,2501.0,85.4,2.5,5,22712,36609,1225879552,2025-04-21 19:42:51,4
7196360704,2000.0,85.4,2.2,5,22715,36627,1226301440,2025-04-21 19:42:52,4
7199023104,800.0,85.5,3.3,5,22715,36627,1223639040,2025-04-21 19:42:53,4
7199666176,2501.0,85.5,12.9,5,22715,36627,1223032832,2025-04-21 19:42:54,4
7197392896,2501.0,85.5,12.3,5,22728,36644,1225269248,2025-04-21 19:42:55,4
7197372416,2000.0,85.5,12.0,5,22733,36661,1225285632,2025-04-21 19:42:56,4
7197380608,800.0,85.5,11.1,5,22735,36671,1225281536,2025-04-21 19:42:57,4
7197384704,800.0,85.5,10.1,5,22736,36678,1225277440,2025-04-21 19:42:58,4
7197396992,800.0,85.5,4.3,5,22746,36691,1225265152,2025-04-21 19:43:00,4
7198162944,1600.0,85.5,10.1,5,22755,36702,1224605696,2025-04-21 19:43:01,4
7201832960,800.0,85.5,7.9,5,22756,36708,1220423680,2025-04-21 19:43:02,4
7203057664,1600.0,85.5,5.8,5,22756,36714,1219604480,2025-04-21 19:43:03,4
7203028992,800.0,85.5,2.9,5,22756,36724,1219633152,2025-04-21 19:43:04,4
7203065856,2501.0,85.5,3.3,5,22757,36725,1219493888,2025-04-21 19:43:05,4
7202144256,800.0,85.5,2.9,5,22758,36725,1220517888,2025-04-21 19:43:06,4
7198326784,800.0,85.5,2.5,5,22760,36733,1224335360,2025-04-21 19:43:07,4
7198334976,800.0,85.5,2.5,5,22760,36738,1224327168,2025-04-21 19:43:08,4
7198339072,800.0,85.5,1.1,5,22763,36741,1224323072,2025-04-21 19:43:09,4
7198326784,800.0,85.5,2.9,5,22763,36741,1224331264,2025-04-21 19:43:10,4
7198339072,800.0,85.5,4.7,5,22763,36754,1224323072,2025-04-21 19:43:11,4
7198871552,800.0,85.5,4.0,5,22765,36755,1223794688,2025-04-21 19:43:12,4
7192096768,2500.0,85.4,26.9,5,22766,36758,1222799360,2025-04-21 19:43:14,4
7198867456,2501.0,85.5,3.3,5,22766,36765,1224114176,2025-04-21 19:43:15,4
7199686656,2501.0,85.5,20.6,5,22770,36775,1222451200,2025-04-21 19:43:16,4
7200243712,2501.0,85.5,21.3,5,22774,36778,1220440064,2025-04-21 19:43:17,4
7197589504,2501.0,85.5,49.3,5,22790,36802,1225150464,2025-04-21 19:43:18,4
7197638656,2501.0,85.5,4.4,5,22792,36825,1225023488,2025-04-21 19:43:19,4
7238410240,2501.0,85.9,39.8,5,22795,36828,1184251904,2025-04-21 19:43:20,4
7238217728,1600.0,85.9,12.9,5,22797,36829,1190592512,2025-04-21 19:43:21,4
7239835648,2501.0,86.0,40.5,5,22809,36861,1182822400,2025-04-21 19:43:23,4
7238729728,2501.0,85.9,9.2,5,22823,36877,1183948800,2025-04-21 19:43:24,4
7240556544,1400.0,86.0,6.3,5,22828,36886,1181995008,2025-04-21 19:43:25,4
7240712192,2501.0,86.0,22.9,5,22828,36892,1186574336,2025-04-21 19:43:26,4
7236841472,2501.0,85.9,16.9,5,22828,36898,1185808384,2025-04-21 19:43:27,4
7230586880,1600.0,85.8,3.4,5,22830,36899,1186869248,2025-04-21 19:43:28,4
7238946816,800.0,85.9,5.8,5,22831,36901,1183752192,2025-04-21 19:43:29,4
7238975488,2500.0,85.9,8.1,5,22832,36910,1183694848,2025-04-21 19:43:30,4
7240282112,1000.0,86.0,12.0,5,22835,36913,1183723520,2025-04-21 19:43:31,4
7239372800,2000.0,86.0,5.1,5,22835,36913,1183289344,2025-04-21 19:43:32,4
7239049216,1400.0,85.9,5.2,5,22835,36916,1184555008,2025-04-21 19:43:33,4
7236984832,800.0,85.9,11.4,5,22835,36923,1183186944,2025-04-21 19:43:34,4
7237828608,2501.0,85.9,8.3,5,22837,36925,1184833536,2025-04-21 19:43:36,4
7237931008,2501.0,85.9,11.2,5,22853,36946,1184583680,2025-04-21 19:43:37,4
7238139904,2501.0,85.9,22.7,5,22855,36957,1183895552,2025-04-21 19:43:38,4
7247474688,2501.0,86.0,16.2,5,22892,36987,1175191552,2025-04-21 19:43:39,4
7246999552,2501.0,86.0,10.8,5,22897,36992,1175633920,2025-04-21 19:43:40,4
7245869056,800.0,86.0,4.4,5,22897,36998,1176793088,2025-04-21 19:43:41,4
7246700544,2501.0,86.0,8.7,5,22899,37006,1175969792,2025-04-21 19:43:42,4
7244574720,800.0,86.0,13.8,5,22899,37006,1178091520,2025-04-21 19:43:43,4
7241216000,2501.0,86.0,5.8,5,22899,37006,1180733440,2025-04-21 19:43:44,4
7231635456,2501.0,85.9,11.6,5,22899,37016,1191026688,2025-04-21 19:43:45,4
7232229376,2501.0,85.9,12.7,5,22899,37020,1190432768,2025-04-21 19:43:46,4
7232245760,1600.0,85.9,3.3,5,22901,37020,1190445056,2025-04-21 19:43:47,4
7231754240,800.0,85.9,9.5,5,22904,37022,1190653952,2025-04-21 19:43:48,4
7233314816,800.0,85.9,7.2,5,22906,37036,1189355520,2025-04-21 19:43:50,4
7233232896,800.0,85.9,3.6,5,22906,37036,1189429248,2025-04-21 19:43:51,4
7233069056,2501.0,85.9,10.2,5,22907,37041,1189330944,2025-04-21 19:43:52,4
7258230784,2501.0,86.2,76.0,5,22907,37048,1163935744,2025-04-21 19:43:53,4
7266213888,2501.0,86.3,24.9,5,22913,37058,1156444160,2025-04-21 19:43:54,4
7253405696,2501.0,86.1,19.6,5,22932,37074,1161314304,2025-04-21 19:43:55,4
7257640960,2501.0,86.2,30.6,5,22935,37077,1169526784,2025-04-21 19:43:56,4
7247720448,2501.0,86.1,10.1,5,22937,37092,1174945792,2025-04-21 19:43:57,4
7247589376,1600.0,86.0,5.6,5,22939,37094,1175085056,2025-04-21 19:43:58,4
7245701120,800.0,86.0,3.6,5,22941,37096,1176961024,2025-04-21 19:43:59,4
7250452480,2501.0,86.1,76.1,5,22941,37102,1172267008,2025-04-21 19:44:01,4
7246589952,2501.0,86.0,75.5,5,22962,37116,1172402176,2025-04-21 19:44:02,4
7358394368,2501.0,87.3,97.5,5,23010,37178,1072807936,2025-04-21 19:44:06,4
7351341056,2501.0,87.3,57.3,5,23014,37188,1071321088,2025-04-21 19:44:07,4
7349280768,2501.0,87.3,26.5,5,23016,37197,1073213440,2025-04-21 19:44:08,4
7375806464,2501.0,87.6,20.1,5,23024,37212,1046855680,2025-04-21 19:44:09,4
7366070272,2501.0,87.5,16.8,5,23129,37346,1056591872,2025-04-21 19:44:10,4
7361675264,800.0,87.4,5.5,5,23142,37353,1060937728,2025-04-21 19:44:11,4
7355015168,1400.0,87.3,9.6,5,23143,37366,1066713088,2025-04-21 19:44:12,4
7354781696,800.0,87.3,11.4,5,23158,37369,1068503040,2025-04-21 19:44:13,4
7353643008,800.0,87.3,6.0,5,23158,37369,1069076480,2025-04-21 19:44:14,4
7350788096,1000.0,87.3,4.0,5,23161,37379,1072275456,2025-04-21 19:44:15,4
7347548160,800.0,87.2,2.9,5,23162,37387,1075474432,2025-04-21 19:44:16,4
7347109888,1600.0,87.2,7.9,5,23162,37387,1077604352,2025-04-21 19:44:18,4
7339786240,2501.0,87.1,8.0,5,23165,37391,1081499648,2025-04-21 19:44:19,4
7313113088,1800.0,86.8,14.1,5,23169,37405,1109479424,2025-04-21 19:44:20,4
7312748544,2500.0,86.8,7.8,5,23169,37406,1109913600,2025-04-21 19:44:21,4
7313907712,2501.0,86.8,5.1,5,23170,37408,1109127168,2025-04-21 19:44:22,4
7313903616,2501.0,86.8,6.6,5,23171,37410,1108758528,2025-04-21 19:44:23,4
7312416768,800.0,86.8,4.5,5,23172,37422,1102409728,2025-04-21 19:44:24,4
7308750848,2501.0,86.8,36.8,5,23172,37422,1104699392,2025-04-21 19:44:25,4
7314456576,1200.0,86.8,20.5,5,23184,37440,1108205568,2025-04-21 19:44:27,4
7316316160,2501.0,86.9,7.7,5,23187,37454,1106608128,2025-04-21 19:44:28,4
7318499328,2501.0,86.9,38.1,5,23192,37460,1114828800,2025-04-21 19:44:29,4
7312961536,2501.0,86.8,21.1,5,23194,37463,1110065152,2025-04-21 19:44:30,4
7318859776,800.0,86.9,28.2,5,23194,37469,1104281600,2025-04-21 19:44:31,4
7315775488,2501.0,86.9,19.1,5,23194,37472,1105895424,2025-04-21 19:44:32,4
7312199680,1400.0,86.8,10.6,5,23196,37474,1110630400,2025-04-21 19:44:33,4
7309250560,800.0,86.8,4.8,5,23197,37476,1113411584,2025-04-21 19:44:34,4
7298924544,2500.0,86.7,5.9,5,23198,37484,1123516416,2025-04-21 19:44:35,4
7311683584,800.0,86.8,5.1,5,23198,37484,1111048192,2025-04-21 19:44:36,4
7305306112,2501.0,86.7,18.0,5,23212,37485,1115914240,2025-04-21 19:44:38,4
7258451968,1400.0,86.2,13.7,5,23215,37495,1165651968,2025-04-21 19:44:39,4
7263100928,2501.0,86.2,19.0,5,23221,37501,1154117632,2025-04-21 19:44:40,4
7278211072,2501.0,86.4,22.8,5,23228,37510,1145036800,2025-04-21 19:44:41,4
7276838912,2500.0,86.4,9.6,5,23247,37543,1145999360,2025-04-21 19:44:42,4
