cpu_ociosidade_dias,ram_percent,rede_sent,ram_uso,ram_livre,cpu_percent,cpu_freq,rede_recv,dataHora,maquinaId
7,83.8,194430,7058210816,1364451328,10.4,2501.0,377067,2025-04-24 14:30:35,6
7,83.9,194440,7060914176,1361797120,7.6,2501.0,377084,2025-04-24 14:30:36,6
7,83.8,194465,7056175104,1349398528,5.5,2501.0,377146,2025-04-24 14:30:37,6
7,83.9,194487,7065034752,1357721600,10.3,2501.0,377185,2025-04-24 14:30:38,6
7,83.8,194500,7060357120,1362399232,5.2,2501.0,377212,2025-04-24 14:30:39,6
7,83.9,194518,7065694208,1357062144,8.3,2501.0,377253,2025-04-24 14:30:40,6
7,83.8,194527,7061897216,1360850944,4.9,2501.0,377271,2025-04-24 14:30:41,6
7,83.9,194547,7065632768,1357029376,11.4,2501.0,377305,2025-04-24 14:30:43,6
7,83.9,194555,7065075712,1358503936,19.7,2501.0,377321,2025-04-24 14:30:44,6
7,83.9,194579,7065763840,1351680000,12.8,2501.0,377367,2025-04-24 14:30:45,6
7,83.9,194584,7069548544,1353113600,19.7,2501.0,377373,2025-04-24 14:30:46,6
7,83.9,194611,7066939392,1355440128,22.9,2501.0,377423,2025-04-24 14:30:47,6
7,83.9,194625,7069134848,1354784768,7.6,2501.0,377446,2025-04-24 14:30:48,6
7,83.9,194639,7062532096,1360224256,7.7,2501.0,377480,2025-04-24 14:30:49,6
7,83.9,194666,7070138368,1352617984,8.7,2501.0,377528,2025-04-24 14:30:51,6
7,83.9,194674,7066058752,1356603392,3.9,2501.0,377539,2025-04-24 14:30:52,6
7,83.9,194697,7068995584,1353760768,10.0,2501.0,377584,2025-04-24 14:30:53,6
7,84.0,194706,7071154176,1351639040,8.9,2501.0,377614,2025-04-24 14:30:54,6
7,83.9,194735,7067607040,1349025792,7.0,2501.0,377661,2025-04-24 14:30:55,6
7,84.0,194745,7079051264,1343700992,6.1,2501.0,377684,2025-04-24 14:30:56,6
7,84.0,194762,7073071104,1349685248,4.8,2501.0,377719,2025-04-24 14:30:57,6
7,84.0,194777,7077740544,1344921600,7.5,2501.0,377755,2025-04-24 14:30:58,6
7,83.9,194791,7064563712,1357082624,22.1,2501.0,377778,2025-04-24 14:31:00,6
7,84.0,194818,7069949952,1352740864,6.6,2501.0,377833,2025-04-24 14:31:01,6
7,83.9,194826,7062388736,1360392192,8.2,2501.0,377857,2025-04-24 14:31:02,6
7,84.0,194883,7068274688,1354424320,13.4,2501.0,377954,2025-04-24 14:31:03,6
7,83.9,194900,7072444416,1350406144,9.5,2501.0,378000,2025-04-24 14:31:04,6
7,83.8,194913,7061807104,1360601088,4.2,2501.0,378026,2025-04-24 14:31:05,6
7,84.0,194952,7076089856,1346027520,8.0,2501.0,378091,2025-04-24 14:31:06,6
7,84.0,194954,7073513472,1349148672,5.3,2501.0,378105,2025-04-24 14:31:07,6
7,84.0,194981,7075815424,1347026944,4.8,2501.0,378162,2025-04-24 14:31:09,6
7,83.9,194995,7070277632,1352474624,8.1,2501.0,378192,2025-04-24 14:31:10,6
7,83.9,195009,7067418624,1346211840,7.3,2501.0,378236,2025-04-24 14:31:11,6
7,83.9,195035,7064383488,1358233600,22.0,2501.0,378300,2025-04-24 14:31:12,6
7,84.0,195040,7072219136,1350512640,7.8,2501.0,378309,2025-04-24 14:31:13,6
7,83.9,195068,7066767360,1355558912,7.2,2501.0,378362,2025-04-24 14:31:14,6
7,84.0,195087,7072837632,1349894144,6.8,2501.0,378409,2025-04-24 14:31:15,6
7,83.9,195096,7068192768,1354563584,5.8,2501.0,378437,2025-04-24 14:31:17,6
7,84.0,195115,7073710080,1349935104,6.3,2501.0,378478,2025-04-24 14:31:18,6
7,84.2,195137,7091539968,1331216384,6.1,2501.0,378514,2025-04-24 14:31:19,6
7,84.1,195161,7086936064,1335820288,5.2,2501.0,378570,2025-04-24 14:31:20,6
7,84.2,195168,7091589120,1329647616,6.3,2501.0,378582,2025-04-24 14:31:21,6
7,84.2,195199,7092932608,1329729536,7.2,2501.0,378637,2025-04-24 14:31:22,6
7,84.2,195204,7094476800,1328275456,15.6,2501.0,378661,2025-04-24 14:31:24,6
7,84.1,195228,7079563264,1343193088,15.5,2501.0,378700,2025-04-24 14:31:25,6
7,84.6,195231,7124066304,1298657280,10.2,2501.0,378705,2025-04-24 14:31:26,6
7,84.8,195255,7142825984,1279930368,9.6,2501.0,378755,2025-04-24 14:31:27,6
7,84.8,195269,7139487744,1283174400,7.0,2501.0,378781,2025-04-24 14:31:28,6
7,84.8,195284,7141359616,1281302528,6.6,2501.0,378813,2025-04-24 14:31:29,6
7,84.7,195293,7136403456,1269100544,8.1,2501.0,378829,2025-04-24 14:31:30,6
7,84.8,195312,7145754624,1276907520,6.3,2501.0,378866,2025-04-24 14:31:31,6
7,84.8,195326,7141793792,1280868352,8.9,2501.0,378882,2025-04-24 14:31:33,6
7,84.9,195377,7147708416,1275633664,7.9,2501.0,378981,2025-04-24 14:31:34,6
7,84.8,195383,7143514112,1279242240,6.9,2501.0,378998,2025-04-24 14:31:35,6
7,84.8,195412,7145517056,1277145088,4.9,2501.0,379053,2025-04-24 14:31:36,6
7,84.8,195415,7143403520,1279258624,18.3,2501.0,379065,2025-04-24 14:31:37,6
7,84.8,195442,7140880384,1281875968,5.3,2501.0,379114,2025-04-24 14:31:38,6
7,84.8,195448,7140118528,1279553536,9.4,2501.0,379133,2025-04-24 14:31:39,6
7,84.7,195471,7136772096,1285541888,8.1,2501.0,379174,2025-04-24 14:31:40,6
7,84.8,195488,7141289984,1281478656,8.0,2501.0,379210,2025-04-24 14:31:42,6
7,84.7,195500,7136358400,1286397952,4.8,2501.0,379226,2025-04-24 14:31:43,6
7,84.8,195523,7143333888,1279422464,7.4,2501.0,379262,2025-04-24 14:31:44,6
7,84.9,195529,7146496000,1276166144,5.6,2501.0,379279,2025-04-24 14:31:45,6
7,84.8,195558,7143469056,1279193088,6.5,2501.0,379332,2025-04-24 14:31:46,6
7,84.8,195559,7146565632,1276293120,5.8,2501.0,379336,2025-04-24 14:31:47,6
