cpu_freq,ram_uso,rede_sent,cpu_ociosidade_dias,rede_recv,ram_percent,ram_livre,cpu_percent,dataHora,maquinaId
2000.0,7259824128,336717,4,862349,86.2,1162838016,5.9,2025-04-21 16:59:00,5
2501.0,7277477888,336744,4,862376,86.5,1132388352,6.7,2025-04-21 16:59:02,5
2000.0,7282221056,336754,4,862385,86.5,1140441088,4.7,2025-04-21 16:59:04,5
2500.0,7304257536,336780,4,862409,86.7,1117007872,16.0,2025-04-21 16:59:06,5
1800.0,7293263872,336820,4,862479,86.6,1129398272,26.9,2025-04-21 16:59:07,5
2500.0,7291252736,336849,4,862508,86.6,1131581440,11.3,2025-04-21 16:59:09,5
2501.0,7283388416,336858,4,862519,86.5,1138008064,11.8,2025-04-21 16:59:11,5
2000.0,7266635776,336867,4,862530,86.3,1155764224,6.7,2025-04-21 16:59:13,5
2000.0,7270121472,336889,4,862560,86.3,1152540672,4.3,2025-04-21 16:59:15,5
1600.0,7269466112,336900,4,862570,86.3,1153196032,3.5,2025-04-21 16:59:16,5
1400.0,7271305216,336912,4,862585,86.3,1151356928,14.6,2025-04-21 16:59:18,5
2000.0,7271284736,336921,4,862595,86.3,1151377408,4.7,2025-04-21 16:59:20,5
2500.0,7271550976,336932,4,862606,86.3,1151307776,5.1,2025-04-21 16:59:22,5
2000.0,7271333888,336944,4,862619,86.3,1151328256,4.1,2025-04-21 16:59:24,5
1800.0,7271292928,336954,4,862631,86.3,1151369216,2.8,2025-04-21 16:59:26,5
800.0,7272800256,336963,4,862643,86.3,1149861888,5.1,2025-04-21 16:59:27,5
1600.0,7273766912,336982,4,862658,86.4,1148895232,3.4,2025-04-21 16:59:29,5
1800.0,7273795584,336996,4,862674,86.4,1148866560,3.0,2025-04-21 16:59:31,5
2501.0,7279468544,337008,4,862689,86.5,1139552256,6.4,2025-04-21 16:59:33,5
2000.0,7296315392,337072,4,862747,86.6,1126420480,7.6,2025-04-21 16:59:35,5
800.0,7295463424,337084,4,862762,86.6,1127198720,4.7,2025-04-21 16:59:37,5
800.0,7295524864,337095,4,862775,86.6,1127137280,4.3,2025-04-21 16:59:38,5
1800.0,7295533056,337106,4,862785,86.6,1127129088,3.6,2025-04-21 16:59:40,5
2501.0,7295066112,337117,4,862798,86.6,1127596032,4.4,2025-04-21 16:59:42,5
2000.0,7294984192,337133,4,862815,86.6,1127677952,2.8,2025-04-21 16:59:44,5
800.0,7292211200,337143,4,862828,86.6,1130123264,6.7,2025-04-21 16:59:46,5
2000.0,7292104704,337155,4,862840,86.6,1130557440,3.0,2025-04-21 16:59:48,5
2501.0,7292260352,337168,4,862852,86.6,1130397696,9.2,2025-04-21 16:59:49,5
2501.0,7285514240,337180,4,862866,86.5,1137147904,43.7,2025-04-21 16:59:51,5
1200.0,7259025408,337192,4,862884,86.2,1163481088,15.4,2025-04-21 16:59:53,5
2000.0,7261257728,337203,4,862897,86.2,1161392128,11.5,2025-04-21 16:59:55,5
2501.0,7261343744,337216,4,862912,86.2,1163173888,12.1,2025-04-21 16:59:57,5
1400.0,7259971584,337227,4,862922,86.2,1162690560,4.1,2025-04-21 16:59:59,5
1600.0,7259545600,337239,4,862936,86.2,1163116544,2.8,2025-04-21 17:00:00,5
2501.0,7286960128,337250,4,862950,86.5,1134522368,9.8,2025-04-21 17:00:02,5
2000.0,7299862528,337295,4,862993,86.7,1122799616,8.5,2025-04-21 17:00:05,5
1400.0,7292465152,337318,4,863012,86.6,1130196992,6.0,2025-04-21 17:00:07,5
1400.0,7292014592,337341,4,863036,86.6,1130647552,2.8,2025-04-21 17:00:09,5
2000.0,7292215296,337353,4,863050,86.6,1130450944,2.9,2025-04-21 17:00:11,5
2501.0,7292157952,337364,4,863061,86.6,1130504192,11.7,2025-04-21 17:00:12,5
2501.0,7290662912,337401,4,863079,86.6,1132175360,11.7,2025-04-21 17:00:14,5
1400.0,7290609664,337411,4,863091,86.6,1132052480,13.0,2025-04-21 17:00:16,5
2000.0,7291531264,337436,4,863106,86.6,1131212800,6.3,2025-04-21 17:00:18,5
2000.0,7288762368,337448,4,863118,86.5,1133899776,1.7,2025-04-21 17:00:20,5
1400.0,7289036800,337461,4,863129,86.5,1133625344,3.0,2025-04-21 17:00:21,5
2500.0,7287877632,337474,4,863142,86.6,1132077056,4.5,2025-04-21 17:00:23,5
2500.0,7288684544,337485,4,863154,86.5,1134243840,4.5,2025-04-21 17:00:25,5
2000.0,7278845952,337497,4,863168,86.4,1143816192,5.8,2025-04-21 17:00:27,5
2500.0,7272968192,337519,4,863182,86.3,1149693952,4.6,2025-04-21 17:00:29,5
800.0,7277203456,337528,4,863194,86.4,1145458688,3.2,2025-04-21 17:00:31,5
1600.0,7274446848,337539,4,863207,86.4,1143529472,9.3,2025-04-21 17:00:33,5
2000.0,7269011456,337552,4,863223,86.3,1153654784,4.2,2025-04-21 17:00:34,5
2000.0,7277256704,337563,4,863239,86.4,1145405440,3.5,2025-04-21 17:00:36,5
1800.0,7273742336,337577,4,863257,86.4,1148919808,3.2,2025-04-21 17:00:38,5
1800.0,7276077056,337587,4,863269,86.4,1146585088,3.7,2025-04-21 17:00:40,5
2000.0,7274020864,337596,4,863281,86.4,1148641280,6.2,2025-04-21 17:00:42,5
1400.0,7274950656,337608,4,863292,86.4,1147707392,7.0,2025-04-21 17:00:43,5
2500.0,7277121536,337618,4,863303,86.4,1145540608,4.9,2025-04-21 17:00:45,5
1600.0,7275237376,337627,4,863314,86.4,1147449344,5.7,2025-04-21 17:00:47,5
2000.0,7271493632,337636,4,863325,86.3,1151168512,3.4,2025-04-21 17:00:49,5
2501.0,7237152768,337649,4,863338,85.9,1186459648,7.0,2025-04-21 17:00:51,5
1800.0,7207788544,337659,4,863349,85.6,1214873600,6.6,2025-04-21 17:00:53,5
800.0,7210561536,337698,4,863363,85.6,1212100608,3.6,2025-04-21 17:00:54,5
800.0,7209959424,337708,4,863377,85.6,1212702720,3.9,2025-04-21 17:00:56,5
1800.0,7207227392,337720,4,863390,85.6,1215434752,2.6,2025-04-21 17:00:58,5
2000.0,7206961152,337735,4,863403,85.6,1211940864,4.5,2025-04-21 17:01:00,5
1600.0,7210065920,337745,4,863414,85.6,1212792832,2.4,2025-04-21 17:01:02,5
1400.0,7210024960,337755,4,863425,85.6,1212637184,5.1,2025-04-21 17:01:04,5
2000.0,7208198144,337765,4,863436,85.6,1214517248,2.7,2025-04-21 17:01:06,5
2501.0,7265083392,337776,4,863445,86.3,1156423680,15.5,2025-04-21 17:01:07,5
2000.0,7267241984,337788,4,863457,86.3,1155477504,4.6,2025-04-21 17:01:09,5
2000.0,7266529280,337798,4,863469,86.3,1156132864,8.3,2025-04-21 17:01:12,5
2000.0,7196176384,337826,4,863496,85.4,1226485760,6.1,2025-04-21 17:01:14,5
2501.0,7196274688,337837,4,863508,85.4,1226387456,6.6,2025-04-21 17:01:16,5
1800.0,7199612928,337846,4,863517,85.5,1220579328,8.5,2025-04-21 17:01:18,5
2501.0,7214333952,337856,4,863527,85.7,1208360960,13.8,2025-04-21 17:01:20,5
800.0,7213826048,337865,4,863536,85.6,1208836096,10.6,2025-04-21 17:01:22,5
2000.0,7212654592,337876,4,863545,85.6,1210007552,7.0,2025-04-21 17:01:23,5
1800.0,7222833152,337887,4,863556,85.8,1199853568,3.2,2025-04-21 17:01:25,5
2500.0,7230423040,337896,4,863565,85.8,1192243200,7.0,2025-04-21 17:01:27,5
