ram_percent,cpu_percent,cpu_freq,dataHora,maquinaId
76.9,8.1,2501.0,2025-04-25 11:21:22,7
76.9,11.5,2500.0,2025-04-25 11:21:23,7
77.0,26.9,2501.0,2025-04-25 11:21:24,7
77.4,49.5,2501.0,2025-04-25 11:21:25,7
77.1,64.2,2501.0,2025-04-25 11:21:28,7
77.8,56.4,2501.0,2025-04-25 11:21:29,7
78.3,37.9,2501.0,2025-04-25 11:21:30,7
78.3,59.4,2501.0,2025-04-25 11:21:32,7
75.9,84.5,2501.0,2025-04-25 11:21:33,7
75.7,26.4,2501.0,2025-04-25 11:21:34,7
75.6,7.0,2500.0,2025-04-25 11:21:35,7
75.2,35.0,2501.0,2025-04-25 11:21:36,7
75.2,10.6,2501.0,2025-04-25 11:21:37,7
75.2,7.9,2501.0,2025-04-25 11:21:38,7
75.2,17.8,2501.0,2025-04-25 11:21:39,7
75.3,12.0,2501.0,2025-04-25 11:21:40,7
75.5,14.4,2501.0,2025-04-25 11:21:41,7
75.4,19.9,2000.0,2025-04-25 11:21:42,7
75.3,7.7,2501.0,2025-04-25 11:21:43,7
75.1,18.6,2501.0,2025-04-25 11:21:44,7
75.0,18.6,2501.0,2025-04-25 11:21:45,7
74.8,10.0,2501.0,2025-04-25 11:21:46,7
74.8,9.7,2501.0,2025-04-25 11:21:47,7
74.8,8.7,2501.0,2025-04-25 11:21:48,7
74.5,13.7,2501.0,2025-04-25 11:21:50,7
74.4,12.7,2501.0,2025-04-25 11:21:51,7
74.5,13.1,2501.0,2025-04-25 11:21:52,7
75.0,74.7,2501.0,2025-04-25 11:21:53,7
74.9,42.5,2501.0,2025-04-25 11:21:54,7
74.9,15.0,2501.0,2025-04-25 11:21:55,7
74.9,13.3,2500.0,2025-04-25 11:21:56,7
74.9,5.1,1600.0,2025-04-25 11:21:57,7
74.8,9.5,2501.0,2025-04-25 11:21:58,7
74.6,7.7,2500.0,2025-04-25 11:21:59,7
74.4,13.7,2501.0,2025-04-25 11:22:00,7
74.1,6.2,1200.0,2025-04-25 11:22:01,7
74.0,15.4,2501.0,2025-04-25 11:22:02,7
74.1,6.2,1400.0,2025-04-25 11:22:03,7
74.1,6.3,1600.0,2025-04-25 11:22:05,7
74.0,5.3,2501.0,2025-04-25 11:22:06,7
73.8,21.4,2000.0,2025-04-25 11:22:07,7
73.8,6.3,2501.0,2025-04-25 11:22:08,7
73.7,8.2,2501.0,2025-04-25 11:22:09,7
73.8,6.0,2000.0,2025-04-25 11:22:10,7
73.8,7.5,2501.0,2025-04-25 11:22:11,7
73.8,6.8,2501.0,2025-04-25 11:22:12,7
73.8,7.8,1800.0,2025-04-25 11:22:13,7
73.8,5.6,2501.0,2025-04-25 11:22:14,7
73.9,9.9,1800.0,2025-04-25 11:22:15,7
73.9,6.2,2501.0,2025-04-25 11:22:16,7
73.9,5.6,2500.0,2025-04-25 11:22:17,7
73.9,8.8,2000.0,2025-04-25 11:22:18,7
73.9,14.4,2000.0,2025-04-25 11:22:19,7
73.9,10.9,1400.0,2025-04-25 11:22:20,7
74.0,8.8,2501.0,2025-04-25 11:22:21,7
74.0,9.3,2501.0,2025-04-25 11:22:22,7
74.0,24.4,2500.0,2025-04-25 11:22:23,7
74.0,5.3,2501.0,2025-04-25 11:22:24,7
74.0,7.0,1800.0,2025-04-25 11:22:25,7
74.0,8.9,1600.0,2025-04-25 11:22:27,7
74.0,5.2,2501.0,2025-04-25 11:22:28,7
74.0,6.0,2501.0,2025-04-25 11:22:29,7
74.0,17.0,2501.0,2025-04-25 11:22:30,7
74.0,16.6,2501.0,2025-04-25 11:22:31,7
74.1,28.7,2501.0,2025-04-25 11:22:32,7
74.1,14.9,2501.0,2025-04-25 11:22:33,7
74.0,17.6,2501.0,2025-04-25 11:22:34,7
74.0,5.6,2501.0,2025-04-25 11:22:35,7
74.2,43.8,2501.0,2025-04-25 11:22:36,7
74.3,13.8,2501.0,2025-04-25 11:22:37,7
74.1,37.5,2501.0,2025-04-25 11:22:39,7
74.9,26.0,2501.0,2025-04-25 11:22:40,7
75.5,68.0,2501.0,2025-04-25 11:22:42,7
76.0,20.9,2501.0,2025-04-25 11:22:43,7
76.1,33.5,2501.0,2025-04-25 11:22:44,7
75.5,21.8,2501.0,2025-04-25 11:22:45,7
75.7,21.0,2501.0,2025-04-25 11:22:46,7
75.7,12.6,2501.0,2025-04-25 11:22:47,7
75.7,23.4,2501.0,2025-04-25 11:22:48,7
75.7,10.0,2501.0,2025-04-25 11:22:49,7
75.7,15.5,2501.0,2025-04-25 11:22:50,7
75.6,23.6,2501.0,2025-04-25 11:22:51,7
75.6,13.7,2501.0,2025-04-25 11:22:52,7
75.7,11.9,2501.0,2025-04-25 11:22:53,7
75.5,17.8,2501.0,2025-04-25 11:22:55,7
75.4,27.3,2501.0,2025-04-25 11:22:56,7
