ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7877042176,93.5,545705984,5265675,5089707,2501.0,3,39.3,2025-04-20 17:57:09,4
7872253952,93.4,557182976,5266005,5089756,2501.0,3,77.7,2025-04-20 17:57:11,4
7873753088,93.5,549597184,5266316,5089808,2501.0,3,34.4,2025-04-20 17:57:12,4
7870988288,93.5,551907328,5266660,5089861,2501.0,3,44.8,2025-04-20 17:57:13,4
7877550080,93.5,545284096,5266931,5089932,2501.0,3,40.7,2025-04-20 17:57:14,4
7878860800,93.5,543924224,5267263,5089982,2501.0,3,44.7,2025-04-20 17:57:16,4
7879204864,93.5,543465472,5267567,5090046,2501.0,3,49.0,2025-04-20 17:57:17,4
7875223552,93.5,547532800,5267903,5090097,2501.0,3,46.6,2025-04-20 17:57:18,4
7872106496,93.5,550756352,5268116,5090143,2501.0,3,43.8,2025-04-20 17:57:20,4
7876153344,93.5,546766848,5268393,5090197,2501.0,3,44.7,2025-04-20 17:57:21,4
