ram_percent,cpu_percent,cpu_freq,dataHora,maquinaId
77.9,3.3,2501.0,2025-04-25 11:10:07,7
77.9,5.9,2500.0,2025-04-25 11:10:08,7
77.9,6.8,2501.0,2025-04-25 11:10:10,7
77.9,4.8,2501.0,2025-04-25 11:10:11,7
78.1,7.3,2500.0,2025-04-25 11:10:12,7
78.1,5.2,2501.0,2025-04-25 11:10:13,7
78.0,10.8,2501.0,2025-04-25 11:10:14,7
78.0,5.5,2501.0,2025-04-25 11:10:15,7
78.1,15.3,2501.0,2025-04-25 11:10:16,7
78.1,3.4,2501.0,2025-04-25 11:10:17,7
77.7,11.5,1800.0,2025-04-25 11:10:18,7
77.7,4.4,2000.0,2025-04-25 11:10:19,7
77.7,7.9,2500.0,2025-04-25 11:10:20,7
77.5,19.8,2500.0,2025-04-25 11:10:21,7
77.7,8.2,2501.0,2025-04-25 11:10:22,7
78.2,31.1,2501.0,2025-04-25 11:10:23,7
78.2,21.9,2501.0,2025-04-25 11:10:24,7
78.3,48.4,2501.0,2025-04-25 11:10:25,7
78.4,41.5,2501.0,2025-04-25 11:10:26,7
78.7,29.6,2501.0,2025-04-25 11:10:28,7
78.8,15.8,2501.0,2025-04-25 11:10:29,7
78.7,17.3,2501.0,2025-04-25 11:10:30,7
78.4,12.5,2501.0,2025-04-25 11:10:31,7
78.3,13.6,2501.0,2025-04-25 11:10:32,7
78.3,8.9,2501.0,2025-04-25 11:10:33,7
78.3,13.4,2501.0,2025-04-25 11:10:34,7
78.1,9.4,2501.0,2025-04-25 11:10:35,7
78.2,26.4,2501.0,2025-04-25 11:10:36,7
78.3,21.6,2501.0,2025-04-25 11:10:37,7
78.3,14.3,2501.0,2025-04-25 11:10:38,7
78.3,6.7,2501.0,2025-04-25 11:10:39,7
78.3,8.9,2501.0,2025-04-25 11:10:40,7
78.2,8.1,2501.0,2025-04-25 11:10:41,7
78.1,11.2,2501.0,2025-04-25 11:10:42,7
78.1,14.6,2501.0,2025-04-25 11:10:43,7
