ram_percent,ram_uso,cpu_ociosidade_dias,rede_sent,rede_recv,cpu_freq,cpu_percent,ram_livre,dataHora,maquinaId
66.9,11279310848,121,1467277,786439,1700.0,9.6,5569171456,2025-04-21 22:16:53,9
67.0,11291430912,121,1467351,786476,1700.0,17.9,5557026816,2025-04-21 22:16:55,9
67.0,11284725760,121,1467456,786492,1700.0,8.2,5562793984,2025-04-21 22:16:57,9
67.0,11285147648,121,1467562,786624,1700.0,7.0,5562765312,2025-04-21 22:16:59,9
67.0,11290005504,121,1467573,786638,1700.0,10.0,5559390208,2025-04-21 22:17:00,9
67.0,11282145280,121,1467587,786653,1700.0,7.0,5565808640,2025-04-21 22:17:02,9
66.8,11262066688,121,1467602,786669,1700.0,7.1,5585805312,2025-04-21 22:17:04,9
66.5,11211644928,121,1467613,786682,1700.0,8.3,5636255744,2025-04-21 22:17:06,9
66.4,11183849472,121,1467627,786698,1700.0,8.4,5660037120,2025-04-21 22:17:07,9
66.4,11183960064,121,1467643,786714,1700.0,8.4,5663825920,2025-04-21 22:17:09,9
66.4,11187314688,121,1467672,786743,1700.0,11.9,5660565504,2025-04-21 22:17:11,9
66.3,11173339136,121,1467687,786758,1700.0,7.9,5674532864,2025-04-21 22:17:13,9
66.3,11169857536,121,1467698,786771,1700.0,9.2,5678026752,2025-04-21 22:17:14,9
66.3,11165319168,121,1467708,786783,1700.0,6.7,5682548736,2025-04-21 22:17:16,9
66.2,11158941696,121,1467719,786810,1700.0,7.9,5689028608,2025-04-21 22:17:18,9
66.3,11166969856,121,1467732,786913,1700.0,10.8,5680771072,2025-04-21 22:17:20,9
66.2,11161423872,121,1467743,787017,1700.0,7.7,5687136256,2025-04-21 22:17:22,9
66.3,11167973376,121,1467762,787123,1700.0,7.2,5680283648,2025-04-21 22:17:23,9
66.2,11161096192,121,1467774,787167,1700.0,8.7,5677899776,2025-04-21 22:17:25,9
66.3,11164569600,121,1467792,787277,1700.0,6.1,5683572736,2025-04-21 22:17:27,9
66.3,11163246592,121,1467813,787349,1700.0,7.4,5683867648,2025-04-21 22:17:29,9
66.3,11174477824,121,1467874,787444,1700.0,11.2,5673394176,2025-04-21 22:17:30,9
65.7,11069767680,121,1467895,787550,1700.0,12.5,5778890752,2025-04-21 22:17:32,9
65.3,11006640128,121,1467929,787611,1700.0,13.8,5841231872,2025-04-21 22:17:34,9
65.3,11001008128,121,1467965,787707,1700.0,9.4,5846863872,2025-04-21 22:17:36,9
65.3,10996584448,121,1468033,787745,1700.0,6.5,5851287552,2025-04-21 22:17:37,9
65.3,11003289600,121,1468060,787760,1700.0,9.1,5844893696,2025-04-21 22:17:39,9
65.3,11009724416,121,1468072,787773,1700.0,9.9,5838147584,2025-04-21 22:17:41,9
65.3,11003432960,121,1468084,787786,1700.0,7.7,5844492288,2025-04-21 22:17:43,9
65.3,11007045632,121,1468141,787802,1700.0,8.2,5840568320,2025-04-21 22:17:44,9
65.4,11014258688,121,1468239,787838,1700.0,8.5,5833613312,2025-04-21 22:17:46,9
65.3,11008372736,121,1468340,787858,1700.0,6.1,5839495168,2025-04-21 22:17:48,9
65.3,11009716224,121,1468441,787873,1700.0,6.9,5837529088,2025-04-21 22:17:50,9
65.3,11008589824,121,1468543,787885,1700.0,12.0,5839282176,2025-04-21 22:17:51,9
65.3,11002793984,121,1468644,787901,1700.0,8.0,5845078016,2025-04-21 22:17:53,9
65.3,11005911040,121,1468723,787948,1700.0,9.4,5843525632,2025-04-21 22:17:55,9
65.3,11005448192,121,1468745,788020,1700.0,8.3,5842440192,2025-04-21 22:17:57,9
65.3,10999861248,121,1468836,788076,1700.0,8.8,5848010752,2025-04-21 22:17:58,9
65.4,11013058560,121,1468870,788151,1700.0,11.1,5834735616,2025-04-21 22:18:00,9
65.3,11007893504,121,1468967,788164,1700.0,8.7,5839839232,2025-04-21 22:18:02,9
