ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7823163392,92.9,599666688,5336243,5106738,2501.0,3,34.0,2025-04-20 18:02:33,4
7821524992,92.9,601243648,5336407,5106790,2501.0,3,35.5,2025-04-20 18:02:34,4
7820996608,92.9,601751552,5336699,5106857,2501.0,3,36.3,2025-04-20 18:02:35,4
7820070912,92.8,602288128,5336955,5106929,2501.0,3,38.0,2025-04-20 18:02:37,4
7821869056,92.9,601214976,5337241,5107026,2501.0,3,59.7,2025-04-20 18:02:38,4
7824236544,92.9,598626304,5337548,5107110,2501.0,3,66.1,2025-04-20 18:02:39,4
7819821056,92.8,603201536,5337761,5107130,2501.0,3,54.2,2025-04-20 18:02:41,4
7820374016,92.8,602464256,5338027,5107145,2501.0,3,26.5,2025-04-20 18:02:42,4
7816187904,92.8,607449088,5338276,5107164,2501.0,3,50.0,2025-04-20 18:02:43,4
7825530880,92.9,602284032,5338509,5107184,2501.0,3,44.9,2025-04-20 18:02:45,4
