ram_uso,cpu_percent,cpu_freq,cpu_ociosidade_dias,ram_percent,ram_livre,rede_recv,rede_sent,dataHora,maquinaId
14265155584,27.6,1700.0,178,84.7,2580779008,2492875,2191086,2025-04-26 22:14:12,4
14368145408,36.0,1700.0,178,85.3,2411675648,2492948,2191662,2025-04-26 22:14:13,4
14571069440,58.5,1700.0,178,86.5,2272845824,2493028,2192083,2025-04-26 22:14:15,4
14538858496,52.7,1700.0,178,86.3,2312548352,2493126,2192549,2025-04-26 22:14:16,4
14522675200,55.3,1700.0,178,86.2,2324062208,2493227,2192765,2025-04-26 22:14:17,4
14523621376,31.0,1700.0,178,86.2,2319847424,2493313,2193047,2025-04-26 22:14:18,4
14502297600,36.1,1700.0,178,86.1,2386157568,2493399,2193282,2025-04-26 22:14:20,4
14419550208,47.5,1700.0,178,85.6,2425171968,2493495,2193529,2025-04-26 22:14:21,4
14442815488,53.1,1700.0,178,85.8,2387091456,2493617,2193845,2025-04-26 22:14:22,4
14466875392,33.2,1700.0,178,85.9,2374225920,2493726,2194005,2025-04-26 22:14:24,4
14481076224,36.4,1700.0,178,85.9,2382143488,2493893,2194250,2025-04-26 22:14:25,4
14470692864,39.8,1700.0,178,85.9,2379403264,2494026,2194490,2025-04-26 22:14:27,4
14570991616,46.5,1700.0,178,86.5,2272329728,2494211,2194851,2025-04-26 22:14:28,4
14587895808,34.8,1700.0,178,86.6,2260062208,2494381,2195334,2025-04-26 22:14:29,4
14590640128,40.3,1700.0,178,86.6,2257313792,2494532,2195851,2025-04-26 22:14:31,4
14607945728,41.0,1700.0,178,86.7,2240634880,2494646,2196484,2025-04-26 22:14:32,4
14600151040,53.3,1700.0,178,86.7,2241937408,2494733,2196905,2025-04-26 22:14:33,4
14516719616,50.8,1700.0,178,86.2,2339934208,2494838,2197381,2025-04-26 22:14:35,4
14511648768,61.0,1700.0,178,86.1,2344198144,2494953,2198000,2025-04-26 22:14:36,4
14496780288,56.4,1700.0,178,86.0,2347126784,2495063,2198705,2025-04-26 22:14:37,4
14478311424,41.8,1700.0,178,86.0,2361942016,2495207,2199350,2025-04-26 22:14:39,4
14485766144,30.2,1700.0,179,86.0,2362531840,2495363,2199988,2025-04-26 22:14:40,4
14479429632,35.1,1700.0,179,85.9,2369888256,2495484,2200669,2025-04-26 22:14:41,4
14467756032,51.7,1700.0,179,85.9,2380140544,2495621,2200989,2025-04-26 22:14:43,4
14474293248,52.8,1700.0,179,85.9,2374279168,2495718,2201488,2025-04-26 22:14:44,4
14476959744,61.2,1700.0,179,85.9,2367512576,2495931,2201861,2025-04-26 22:14:45,4
14463766528,64.3,1700.0,179,85.9,2382221312,2496104,2202339,2025-04-26 22:14:47,4
14485180416,61.5,1700.0,179,86.0,2362707968,2496248,2202973,2025-04-26 22:14:48,4
14487568384,36.4,1700.0,179,86.0,2360647680,2496369,2203642,2025-04-26 22:14:49,4
14500749312,42.4,1700.0,179,86.1,2351161344,2496544,2204176,2025-04-26 22:14:51,4
14505943040,29.1,1700.0,179,86.1,2335956992,2496638,2204814,2025-04-26 22:14:52,4
14515671040,52.0,1700.0,179,86.2,2333478912,2496733,2205239,2025-04-26 22:14:53,4
14520434688,46.0,1700.0,179,86.2,2329124864,2496821,2205982,2025-04-26 22:14:55,4
14531399680,59.2,1700.0,179,86.3,2317762560,2496911,2206572,2025-04-26 22:14:56,4
14497767424,61.3,1700.0,179,86.0,2349682688,2497074,2207200,2025-04-26 22:14:57,4
14486884352,51.9,1700.0,179,86.1,2305429504,2497157,2207651,2025-04-26 22:14:59,4
14490009600,33.8,1700.0,179,86.0,2365112320,2497240,2208311,2025-04-26 22:15:00,4
14485917696,34.7,1700.0,179,86.0,2365001728,2497363,2208920,2025-04-26 22:15:01,4
14481825792,36.8,1700.0,179,86.0,2371141632,2497539,2209506,2025-04-26 22:15:03,4
14475599872,51.0,1700.0,179,86.0,2355548160,2497689,2210084,2025-04-26 22:15:04,4
14479339520,43.3,1700.0,179,85.9,2370846720,2497834,2210548,2025-04-26 22:15:05,4
14473949184,55.5,1700.0,179,85.9,2365562880,2497959,2210965,2025-04-26 22:15:07,4
14476742656,43.7,1700.0,179,85.9,2373664768,2498042,2211431,2025-04-26 22:15:08,4
14482440192,30.6,1700.0,179,85.9,2368622592,2498180,2211993,2025-04-26 22:15:09,4
14476517376,35.4,1700.0,179,85.9,2371727360,2498266,2212677,2025-04-26 22:15:11,4
14478004224,42.2,1700.0,179,85.9,2369372160,2498420,2213356,2025-04-26 22:15:12,4
14492995584,60.6,1700.0,179,86.1,2339274752,2498590,2213944,2025-04-26 22:15:13,4
14568431616,66.3,1700.0,179,86.4,2288353280,2498810,2214481,2025-04-26 22:15:15,4
14558687232,55.4,1700.0,179,86.5,2276651008,2498938,2215082,2025-04-26 22:15:16,4
14570295296,39.4,1700.0,179,86.5,2273710080,2499046,2215852,2025-04-26 22:15:17,4
14563131392,34.0,1700.0,179,86.5,2271145984,2499186,2216622,2025-04-26 22:15:19,4
14581899264,30.6,1700.0,179,86.5,2266419200,2499310,2217313,2025-04-26 22:15:20,4
14585597952,23.8,1700.0,179,86.1,2332139520,2499664,2217940,2025-04-26 22:15:24,4
14526357504,35.3,1700.0,179,86.2,2332610560,2499791,2218433,2025-04-26 22:15:25,4
14562594816,39.1,1700.0,179,86.7,2246221824,2499894,2218784,2025-04-26 22:15:26,4
14544060416,33.4,1700.0,179,86.3,2305540096,2499998,2219110,2025-04-26 22:15:28,4
14536351744,57.8,1700.0,179,86.3,2308730880,2500130,2219548,2025-04-26 22:15:29,4
14544289792,29.4,1700.0,179,86.3,2303885312,2500343,2220047,2025-04-26 22:15:31,4
14571544576,20.0,1700.0,179,86.5,2277322752,2500492,2220259,2025-04-26 22:15:32,4
14574878720,43.1,1700.0,179,86.5,2278166528,2500629,2220616,2025-04-26 22:15:34,4
14570627072,45.8,1457.0,179,86.4,2291404800,2500757,2221259,2025-04-26 22:15:35,4
14542577664,35.6,1700.0,179,86.3,2314309632,2500875,2221641,2025-04-26 22:15:37,4
14548094976,31.2,1700.0,179,86.4,2297827328,2501023,2221915,2025-04-26 22:15:38,4
14555041792,33.8,1700.0,179,86.4,2291625984,2501160,2222206,2025-04-26 22:15:39,4
14553935872,32.5,1700.0,179,86.4,2294431744,2501309,2222509,2025-04-26 22:15:41,4
14546653184,25.6,1700.0,179,86.3,2299899904,2501398,2222812,2025-04-26 22:15:42,4
14563549184,28.7,1700.0,179,86.4,2293194752,2501511,2223067,2025-04-26 22:15:43,4
14549995520,44.8,1700.0,179,86.3,2313035776,2501650,2223429,2025-04-26 22:15:45,4
14548606976,44.5,1700.0,179,86.4,2297257984,2501749,2223669,2025-04-26 22:15:46,4
14543659008,46.1,1700.0,179,86.3,2307948544,2501844,2224011,2025-04-26 22:15:48,4
14538346496,21.5,1700.0,179,86.3,2306256896,2502002,2224451,2025-04-26 22:15:50,4
14531375104,20.4,1700.0,179,86.2,2319204352,2502224,2224851,2025-04-26 22:15:52,4
14525591552,33.8,1700.0,179,86.2,2328965120,2502319,2225162,2025-04-26 22:15:53,4
14524071936,26.7,1700.0,179,86.2,2324750336,2502446,2225417,2025-04-26 22:15:54,4
14530215936,40.4,1700.0,179,86.2,2311794688,2502569,2225721,2025-04-26 22:15:56,4
