ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7860457472,93.1,579932160,5255516,5087263,2501.0,3,91.6,2025-04-20 17:56:21,4
7837278208,93.0,585588736,5255844,5087313,2501.0,3,67.8,2025-04-20 17:56:23,4
7841222656,93.1,581656576,5256096,5087397,2501.0,3,61.2,2025-04-20 17:56:24,4
7835004928,93.0,591421440,5256412,5087445,2501.0,3,71.3,2025-04-20 17:56:25,4
7828406272,92.9,588353536,5256653,5087511,2501.0,3,64.1,2025-04-20 17:56:27,4
7828709376,93.0,594006016,5256922,5087567,2501.0,3,69.9,2025-04-20 17:56:28,4
7812567040,92.8,609206272,5257115,5087595,2501.0,3,62.1,2025-04-20 17:56:29,4
7813316608,92.8,609427456,5257323,5087676,2501.0,3,51.7,2025-04-20 17:56:31,4
7814995968,92.8,608980992,5257551,5087740,2501.0,3,48.9,2025-04-20 17:56:32,4
7816896512,92.8,609370112,5257730,5087815,2501.0,3,44.8,2025-04-20 17:56:33,4
