cpu_freq,ram_uso,rede_sent,cpu_ociosidade_dias,rede_recv,ram_percent,ram_livre,cpu_percent,dataHora,maquinaId
2501.0,7496978432,325456,4,829501,88.7,957288448,16.8,2025-04-21 16:49:29,5
1400.0,7446290432,325488,4,829527,88.4,976371712,10.3,2025-04-21 16:49:30,5
2501.0,7449034752,325498,4,829539,88.4,973594624,10.4,2025-04-21 16:49:32,5
2501.0,7445225472,325532,4,829553,88.4,977403904,10.9,2025-04-21 16:49:34,5
800.0,7452057600,325543,4,829565,88.5,970674176,8.1,2025-04-21 16:49:36,5
2501.0,7452368896,325554,4,829579,88.5,970993664,9.0,2025-04-21 16:49:38,5
1800.0,7439765504,325566,4,829590,88.3,982896640,8.0,2025-04-21 16:49:39,5
800.0,7442350080,325577,4,829602,88.4,980312064,7.0,2025-04-21 16:49:41,5
800.0,7443709952,325604,4,829629,88.4,978952192,12.6,2025-04-21 16:49:43,5
2000.0,7413370880,325616,4,829642,88.0,1009369088,9.5,2025-04-21 16:49:45,5
800.0,7397748736,325630,4,829656,87.9,1017339904,8.2,2025-04-21 16:49:47,5
1600.0,7406288896,325640,4,829666,87.9,1017876480,8.8,2025-04-21 16:49:49,5
2501.0,7401537536,325650,4,829676,87.9,1021288448,11.6,2025-04-21 16:49:50,5
2501.0,7404417024,325662,4,829690,87.9,1018241024,9.8,2025-04-21 16:49:52,5
800.0,7405240320,325676,4,829704,87.9,1017421824,11.3,2025-04-21 16:49:54,5
2501.0,7428009984,325685,4,829713,88.2,993202176,10.0,2025-04-21 16:49:56,5
2501.0,7495684096,325722,4,829779,89.0,925339648,9.8,2025-04-21 16:49:58,5
2501.0,7506309120,325742,4,829800,89.1,916332544,10.3,2025-04-21 16:49:59,5
2501.0,7499259904,325762,4,829833,89.0,922910720,9.9,2025-04-21 16:50:01,5
2501.0,7447986176,325779,4,829862,88.4,974675968,11.1,2025-04-21 16:50:03,5
2501.0,7417524224,325794,4,829890,88.1,1005215744,13.0,2025-04-21 16:50:05,5
800.0,7421562880,325808,4,829908,88.1,1001140224,9.7,2025-04-21 16:50:07,5
1600.0,7417147392,325824,4,829920,88.1,1005514752,12.1,2025-04-21 16:50:08,5
1400.0,7416074240,325836,4,829932,88.0,1006587904,9.9,2025-04-21 16:50:10,5
1400.0,7419703296,325851,4,829943,88.1,1002958848,10.4,2025-04-21 16:50:12,5
2000.0,7419629568,325901,4,829956,88.1,1003028480,13.2,2025-04-21 16:50:14,5
800.0,7413534720,325911,4,829965,88.1,1003622400,10.9,2025-04-21 16:50:16,5
2501.0,7402242048,325923,4,829977,87.9,1020411904,8.9,2025-04-21 16:50:17,5
2501.0,7410782208,325934,4,829988,88.0,1013510144,14.6,2025-04-21 16:50:19,5
1600.0,7402008576,325945,4,830004,87.9,1020837888,9.1,2025-04-21 16:50:21,5
2501.0,7411122176,325955,4,830013,88.0,1011531776,10.8,2025-04-21 16:50:23,5
800.0,7406891008,325965,4,830022,87.9,1015771136,9.5,2025-04-21 16:50:25,5
2501.0,7403745280,325979,4,830035,87.9,1018757120,10.0,2025-04-21 16:50:27,5
2501.0,7430856704,326040,4,830120,88.2,991805440,17.1,2025-04-21 16:50:28,5
2501.0,7454351360,326064,4,830147,88.5,969572352,15.1,2025-04-21 16:50:30,5
800.0,7430914048,326095,4,830183,88.2,991744000,12.2,2025-04-21 16:50:32,5
800.0,7432581120,326105,4,830193,88.2,990081024,11.0,2025-04-21 16:50:34,5
1800.0,7436075008,326116,4,830204,88.3,986607616,10.0,2025-04-21 16:50:36,5
