ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7296630784,86.6,1126285312,7901884,6358823,2501.0,3,26.4,2025-04-20 22:57:56,4
7296737280,86.6,1126662144,7902200,6358869,2501.0,3,30.5,2025-04-20 22:57:57,4
7345225728,87.2,1102397440,7902431,6358922,2501.0,3,50.6,2025-04-20 22:57:59,4
7324266496,87.0,1098600448,7902671,6358968,2501.0,3,44.9,2025-04-20 22:58:00,4
7328522240,87.0,1093971968,7903027,6359020,2501.0,3,23.3,2025-04-20 22:58:01,4
7329730560,87.0,1092902912,7903390,6359066,2501.0,3,32.0,2025-04-20 22:58:02,4
7357427712,87.3,1094553600,7903793,6359115,2501.0,3,51.6,2025-04-20 22:58:04,4
7338278912,87.1,1084751872,7904077,6359160,2501.0,3,24.4,2025-04-20 22:58:05,4
7335636992,87.1,1087434752,7904382,6359233,2501.0,3,27.1,2025-04-20 22:58:06,4
7339061248,87.1,1083600896,7904682,6359350,2501.0,3,57.3,2025-04-20 22:58:08,4
