ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7873183744,93.6,534724608,5308840,5099793,2501.0,3,91.8,2025-04-20 18:00:21,4
7861923840,93.3,561684480,5309223,5099854,2501.0,3,99.4,2025-04-20 18:00:22,4
7852380160,93.2,569061376,5309485,5099954,2501.0,3,65.1,2025-04-20 18:00:23,4
7873073152,93.5,549212160,5309902,5100041,2501.0,3,77.2,2025-04-20 18:00:25,4
7887949824,93.6,534953984,5310292,5100115,2501.0,3,72.0,2025-04-20 18:00:26,4
7877050368,93.5,545714176,5310604,5100194,2501.0,3,63.7,2025-04-20 18:00:27,4
7891288064,93.7,530558976,5310875,5100302,2501.0,3,74.9,2025-04-20 18:00:29,4
7903215616,93.9,516755456,5311134,5100380,2501.0,3,80.6,2025-04-20 18:00:31,4
7918161920,94.0,504655872,5311393,5100463,2501.0,3,87.3,2025-04-20 18:00:32,4
7920586752,94.1,495398912,5311633,5100550,2501.0,3,77.1,2025-04-20 18:00:34,4
