ram_percent,ram_uso,cpu_ociosidade_dias,rede_sent,rede_recv,cpu_freq,cpu_percent,ram_livre,dataHora,maquinaId
74.3,12513722368,120,713510,584313,1700.0,10.9,4335538176,2025-04-21 21:17:55,9
74.3,12518576128,120,713613,584333,1700.0,7.7,4330172416,2025-04-21 21:17:57,9
74.4,12536627200,120,713737,584390,1700.0,21.5,4311244800,2025-04-21 21:17:59,9
74.5,12545986560,120,713847,584510,1700.0,14.8,4300144640,2025-04-21 21:18:01,9
74.3,12518039552,120,713967,584596,1700.0,14.3,4327297024,2025-04-21 21:18:02,9
74.4,12540461056,120,714153,584717,1700.0,20.7,4307959808,2025-04-21 21:18:05,9
74.4,12532080640,120,714344,584738,1700.0,19.0,4334297088,2025-04-21 21:18:06,9
74.1,12488454144,120,714560,584765,1700.0,22.0,4363350016,2025-04-21 21:18:09,9
74.1,12489736192,120,714748,584788,1700.0,27.1,4360486912,2025-04-21 21:18:11,9
74.1,12476768256,120,714868,584811,1700.0,20.7,4374605824,2025-04-21 21:18:13,9
74.2,12493406208,120,715073,584921,1700.0,23.8,4354609152,2025-04-21 21:18:15,9
74.2,12493369344,120,715269,584989,1700.0,22.1,4356411392,2025-04-21 21:18:17,9
74.1,12483182592,120,715422,585089,1700.0,22.9,4364173312,2025-04-21 21:18:19,9
74.1,12489039872,120,715532,585111,1700.0,22.6,4355133440,2025-04-21 21:18:20,9
74.1,12486131712,120,715647,585135,1700.0,23.3,4361932800,2025-04-21 21:18:22,9
74.1,12475961344,120,715786,585225,1700.0,17.9,4373946368,2025-04-21 21:18:24,9
74.0,12474216448,120,715894,585338,1700.0,17.2,4373979136,2025-04-21 21:18:26,9
74.0,12472938496,120,716013,585449,1700.0,32.3,4356714496,2025-04-21 21:18:28,9
75.3,12684197888,120,716148,585536,1700.0,33.5,4162019328,2025-04-21 21:18:30,9
75.3,12692480000,120,716339,585598,1700.0,25.1,4157415424,2025-04-21 21:18:32,9
75.4,12700659712,120,716487,585641,1700.0,22.2,4147273728,2025-04-21 21:18:34,9
75.3,12690554880,120,716686,585700,1700.0,24.4,4153749504,2025-04-21 21:18:36,9
75.4,12701298688,120,716890,585766,1700.0,30.0,4146753536,2025-04-21 21:18:38,9
75.3,12691873792,120,717017,585782,1700.0,26.6,4156366848,2025-04-21 21:18:40,9
75.4,12699262976,120,717185,585821,1700.0,21.0,4149440512,2025-04-21 21:18:41,9
75.4,12706643968,120,717701,585945,1700.0,27.5,4139986944,2025-04-21 21:18:43,9
75.7,12753666048,120,718281,586066,1700.0,44.9,4094222336,2025-04-21 21:18:45,9
75.7,12747116544,120,718811,586133,1700.0,35.7,4101545984,2025-04-21 21:18:47,9
75.7,12747804672,120,719319,586230,1700.0,40.2,4100153344,2025-04-21 21:18:49,9
75.8,12766654464,120,720103,586357,1700.0,37.6,4079878144,2025-04-21 21:18:51,9
75.7,12760227840,120,720911,586492,1700.0,32.6,4079624192,2025-04-21 21:18:53,9
76.7,12847357952,120,721829,586528,1700.0,53.1,4003590144,2025-04-21 21:18:55,9
76.3,12852375552,120,722321,586619,1700.0,38.2,4006887424,2025-04-21 21:18:56,9
76.3,12850266112,120,722871,586660,1700.0,32.0,3932893184,2025-04-21 21:18:58,9
76.1,12819816448,120,723655,586737,1700.0,30.4,4028329984,2025-04-21 21:19:00,9
76.2,12839600128,120,724565,586899,1700.0,38.2,4008341504,2025-04-21 21:19:02,9
76.2,12842442752,120,725020,586984,1700.0,28.8,3991633920,2025-04-21 21:19:04,9
76.2,12834406400,120,725851,587107,1700.0,26.4,4012699648,2025-04-21 21:19:06,9
76.0,12810076160,120,726821,587226,1700.0,21.5,4038569984,2025-04-21 21:19:08,9
76.6,12911726592,120,727793,587362,1700.0,41.0,3881574400,2025-04-21 21:19:10,9
76.4,12873502720,120,728475,587428,1700.0,24.9,3974438912,2025-04-21 21:19:11,9
76.4,12885815296,120,728804,587543,1700.0,27.8,3962314752,2025-04-21 21:19:13,9
76.8,12877099008,120,729199,587640,1700.0,24.2,3965247488,2025-04-21 21:19:15,9
76.3,12861911040,120,729690,587784,1700.0,33.3,4001652736,2025-04-21 21:19:17,9
76.2,12838076416,120,730197,587866,1700.0,32.0,4010881024,2025-04-21 21:19:19,9
76.8,12947415040,120,730908,587960,1700.0,37.0,3890077696,2025-04-21 21:19:21,9
76.5,12882460672,120,731448,588085,1700.0,35.6,3964194816,2025-04-21 21:19:23,9
76.4,12865921024,120,732176,588120,1700.0,27.7,3981967360,2025-04-21 21:19:24,9
76.8,12946337792,120,732713,588257,1700.0,34.7,3905355776,2025-04-21 21:19:26,9
76.5,12882849792,120,733664,588292,1700.0,33.7,3958341632,2025-04-21 21:19:28,9
76.5,12889665536,120,734415,588341,1700.0,38.2,3959341056,2025-04-21 21:19:30,9
76.5,12892102656,120,735342,588482,1700.0,28.1,3955765248,2025-04-21 21:19:32,9
76.4,12870201344,120,735919,588521,1700.0,29.6,3978477568,2025-04-21 21:19:34,9
76.7,12923625472,120,736413,588631,1700.0,36.4,3929038848,2025-04-21 21:19:36,9
76.4,12866928640,120,736939,588759,1700.0,34.6,3980709888,2025-04-21 21:19:38,9
76.3,12858093568,120,737422,588912,1700.0,31.5,4001300480,2025-04-21 21:19:40,9
76.3,12861841408,120,737843,588969,1700.0,24.7,3986583552,2025-04-21 21:19:41,9
76.4,12864106496,120,738572,589106,1700.0,38.9,3983843328,2025-04-21 21:19:43,9
76.3,12863373312,120,738939,589146,1700.0,25.4,3984310272,2025-04-21 21:19:45,9
76.4,12870361088,120,739567,589181,1700.0,32.1,3977621504,2025-04-21 21:19:47,9
76.4,12866936832,120,740277,589266,1700.0,26.6,3981119488,2025-04-21 21:19:49,9
76.4,12879077376,120,741054,589374,1700.0,28.3,3973926912,2025-04-21 21:19:51,9
76.4,12866834432,120,741900,589527,1700.0,30.4,3981455360,2025-04-21 21:19:53,9
76.6,12915982336,120,742769,589652,1700.0,21.1,3905343488,2025-04-21 21:19:54,9
76.4,12874387456,120,743286,589788,1700.0,18.3,3973885952,2025-04-21 21:19:56,9
76.4,12863852544,120,744013,589914,1700.0,26.9,3984461824,2025-04-21 21:19:58,9
76.4,12872499200,120,744738,589979,1700.0,32.2,3975168000,2025-04-21 21:20:00,9
76.5,12889399296,120,745432,590066,1700.0,27.5,3961462784,2025-04-21 21:20:02,9
76.4,12874387456,120,746161,590212,1700.0,26.3,3973689344,2025-04-21 21:20:04,9
76.4,12870389760,120,746950,590307,1700.0,27.6,3976658944,2025-04-21 21:20:06,9
76.3,12857249792,120,747279,590436,1700.0,29.3,3990663168,2025-04-21 21:20:08,9
76.6,12911407104,120,747861,590562,1700.0,29.2,3938168832,2025-04-21 21:20:09,9
76.7,12920504320,120,748343,590689,1700.0,20.9,3927367680,2025-04-21 21:20:11,9
77.4,13034627072,120,749168,590821,1700.0,34.9,3813171200,2025-04-21 21:20:13,9
77.2,13014003712,120,750130,590935,1700.0,31.2,3834171392,2025-04-21 21:20:15,9
77.6,13074223104,120,750872,591071,1700.0,36.5,3774668800,2025-04-21 21:20:17,9
76.8,12936454144,120,751456,591205,1700.0,28.5,3915046912,2025-04-21 21:20:19,9
77.0,12972175360,120,752093,591332,1700.0,28.3,3876188160,2025-04-21 21:20:21,9
77.0,12964794368,120,752705,591464,1700.0,34.1,3883753472,2025-04-21 21:20:22,9
76.9,12960542720,120,753379,591592,1700.0,26.4,3887636480,2025-04-21 21:20:24,9
76.9,12948488192,120,754348,591717,1700.0,23.9,3898048512,2025-04-21 21:20:26,9
76.8,12945674240,120,755241,591885,1700.0,20.6,3902443520,2025-04-21 21:20:29,9
76.6,12900278272,120,756216,592018,1700.0,26.9,3938181120,2025-04-21 21:20:31,9
76.6,12906422272,120,756886,592156,1700.0,22.6,3903127552,2025-04-21 21:20:33,9
76.9,12949598208,120,757692,592276,1700.0,24.8,3902849024,2025-04-21 21:20:35,9
76.4,12872859648,120,758446,592407,1700.0,30.9,3975270400,2025-04-21 21:20:37,9
76.8,12944003072,120,758556,592519,1700.0,23.4,3899715584,2025-04-21 21:20:39,9
76.9,12950233088,120,758665,592633,1700.0,31.4,3897720832,2025-04-21 21:20:40,9
76.8,12938178560,120,758825,592670,1700.0,26.4,3911479296,2025-04-21 21:20:42,9
76.8,12944199680,120,758933,592782,1700.0,29.2,3903729664,2025-04-21 21:20:44,9
76.8,12937187328,120,759083,592892,1700.0,25.2,3911073792,2025-04-21 21:20:46,9
76.6,12897021952,120,759241,593011,1700.0,30.8,3958743040,2025-04-21 21:20:48,9
76.9,12954718208,120,759371,593121,1700.0,30.3,3894108160,2025-04-21 21:20:50,9
76.8,12941824000,120,759512,593233,1700.0,24.0,3909943296,2025-04-21 21:20:51,9
76.2,12836675584,120,759625,593339,1700.0,26.0,4045938688,2025-04-21 21:20:53,9
75.9,12780969984,120,759759,593446,1700.0,15.1,4068691968,2025-04-21 21:20:55,9
75.9,12782030848,120,759861,593555,1700.0,19.9,4066000896,2025-04-21 21:20:57,9
75.8,12787707904,120,760032,593743,1700.0,17.5,4062633984,2025-04-21 21:21:00,9
75.8,12774965248,120,760190,593902,1700.0,15.8,4075094016,2025-04-21 21:21:03,9
75.8,12768526336,120,760294,593989,1700.0,23.0,4079529984,2025-04-21 21:21:05,9
