ram_percent,ram_uso,cpu_ociosidade_dias,rede_sent,rede_recv,cpu_freq,cpu_percent,ram_livre,dataHora,maquinaId
71.1,11973361664,120,1017776,664947,1700.0,21.9,4874575872,2025-04-21 21:45:32,9
71.1,11979235328,120,1018055,664983,1700.0,16.3,4868722688,2025-04-21 21:45:34,9
71.1,11971792896,120,1018346,665020,1700.0,15.6,4875931648,2025-04-21 21:45:36,9
71.1,11971383296,120,1018627,665061,1700.0,13.4,4876083200,2025-04-21 21:45:38,9
71.1,11984384000,120,1018736,665084,1700.0,16.8,4864479232,2025-04-21 21:45:40,9
71.0,11969884160,120,1018841,665105,1700.0,14.0,4878045184,2025-04-21 21:45:41,9
71.1,11978944512,120,1018967,665134,1700.0,16.9,4871507968,2025-04-21 21:45:44,9
71.0,11964055552,120,1019086,665156,1700.0,16.1,4883193856,2025-04-21 21:45:46,9
71.1,11969961984,120,1019225,665182,1700.0,17.0,4878663680,2025-04-21 21:45:48,9
71.1,11974991872,120,1019333,665207,1700.0,13.9,4873555968,2025-04-21 21:45:50,9
71.0,11967307776,120,1019459,665234,1700.0,15.1,4883824640,2025-04-21 21:45:52,9
71.1,11974045696,120,1019591,665256,1700.0,14.9,4876124160,2025-04-21 21:45:54,9
71.1,11973201920,120,1019704,665283,1700.0,16.0,4871933952,2025-04-21 21:45:57,9
71.0,11963478016,120,1019830,665309,1700.0,13.6,4884582400,2025-04-21 21:45:58,9
71.0,11964862464,120,1019942,665335,1700.0,19.0,4883197952,2025-04-21 21:46:00,9
71.0,11964317696,120,1020052,665359,1700.0,16.1,4882464768,2025-04-21 21:46:02,9
71.0,11960930304,120,1020189,665398,1700.0,17.6,4887420928,2025-04-21 21:46:04,9
71.0,11960233984,120,1020298,665421,1700.0,15.4,4887859200,2025-04-21 21:46:06,9
71.0,11961384960,120,1020423,665448,1700.0,14.3,4880203776,2025-04-21 21:46:08,9
71.0,11963658240,120,1020557,665485,1700.0,14.5,4886876160,2025-04-21 21:46:10,9
71.0,11955941376,120,1020704,665571,1700.0,16.5,4889976832,2025-04-21 21:46:12,9
71.0,11964129280,120,1020824,665599,1700.0,16.1,4884082688,2025-04-21 21:46:14,9
71.0,11965378560,120,1021029,665636,1700.0,15.4,4880146432,2025-04-21 21:46:18,9
71.0,11963805696,120,1021178,665664,1700.0,13.4,4886110208,2025-04-21 21:46:20,9
71.0,11969953792,120,1021283,665688,1700.0,15.5,4878020608,2025-04-21 21:46:22,9
71.0,11963224064,120,1021456,665717,1700.0,16.3,4884692992,2025-04-21 21:46:25,9
71.0,11958984704,120,1021658,665751,1700.0,15.0,4888981504,2025-04-21 21:46:29,9
71.2,11991928832,120,1021779,665780,1700.0,17.9,4855664640,2025-04-21 21:46:31,9
71.2,11996934144,120,1021899,665814,1700.0,19.2,4851011584,2025-04-21 21:46:33,9
71.6,12065210368,120,1022023,665848,1700.0,16.6,4782223360,2025-04-21 21:46:34,9
71.6,12059033600,120,1022153,665883,1700.0,20.2,4788850688,2025-04-21 21:46:36,9
71.6,12065546240,120,1022392,665974,1700.0,16.0,4783198208,2025-04-21 21:46:39,9
70.2,11831099392,120,1022507,666003,1700.0,19.4,5018464256,2025-04-21 21:46:41,9
70.2,11825160192,120,1022623,666026,1700.0,18.1,5014482944,2025-04-21 21:46:43,9
70.2,11827765248,120,1022730,666046,1700.0,16.3,5020205056,2025-04-21 21:46:45,9
70.2,11830820864,120,1022855,666071,1700.0,17.6,5017948160,2025-04-21 21:46:47,9
70.1,11815256064,120,1022961,666101,1700.0,15.5,5031469056,2025-04-21 21:46:50,9
70.3,11841564672,120,1023153,666149,1700.0,17.5,5006344192,2025-04-21 21:46:52,9
70.3,11846070272,120,1023303,666214,1700.0,16.1,5001252864,2025-04-21 21:46:54,9
70.3,11845218304,120,1023520,666299,1700.0,15.5,5002272768,2025-04-21 21:46:57,9
70.3,11847270400,120,1023629,666322,1700.0,15.0,5000523776,2025-04-21 21:46:59,9
70.3,11837333504,120,1023848,666364,1700.0,16.0,5011484672,2025-04-21 21:47:02,9
70.2,11835944960,120,1023956,666386,1700.0,20.7,5014122496,2025-04-21 21:47:04,9
70.3,11844685824,120,1024123,666416,1700.0,18.0,5005148160,2025-04-21 21:47:07,9
70.3,11839954944,120,1024304,666463,1700.0,16.9,5010202624,2025-04-21 21:47:10,9
70.3,11845185536,120,1024410,666485,1700.0,22.1,5006069760,2025-04-21 21:47:12,9
70.3,11840671744,120,1024531,666508,1700.0,20.6,5005037568,2025-04-21 21:47:14,9
70.3,11844706304,120,1024649,666529,1700.0,18.6,5003079680,2025-04-21 21:47:16,9
70.3,11840126976,120,1024777,666554,1700.0,18.7,5008003072,2025-04-21 21:47:18,9
70.2,11828584448,120,1024878,666572,1700.0,21.4,5020082176,2025-04-21 21:47:20,9
69.9,11768500224,120,1024999,666606,1700.0,23.9,5079273472,2025-04-21 21:47:22,9
69.6,11720318976,120,1025114,666631,1700.0,22.2,5130887168,2025-04-21 21:47:24,9
69.5,11713069056,120,1025222,666656,1700.0,18.9,5135536128,2025-04-21 21:47:26,9
