ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7762092032,92.3,645328896,7892711,6356888,2501.0,3,77.1,2025-04-20 22:57:16,4
7649959936,90.8,771121152,7892991,6356953,2501.0,3,96.2,2025-04-20 22:57:17,4
7452958720,88.5,992616448,7893230,6357012,2501.0,3,95.7,2025-04-20 22:57:19,4
7275880448,86.4,1151397888,7893562,6357077,2501.0,3,89.4,2025-04-20 22:57:20,4
7276404736,86.4,1128722432,7893889,6357134,2501.0,3,51.2,2025-04-20 22:57:22,4
7315390464,86.9,1107005440,7894071,6357190,2501.0,3,46.8,2025-04-20 22:57:23,4
7280283648,86.4,1148952576,7894373,6357251,2501.0,3,41.7,2025-04-20 22:57:25,4
7278772224,86.4,1145376768,7894818,6357356,2501.0,3,31.1,2025-04-20 22:57:26,4
7280787456,86.5,1141919744,7895288,6357428,2501.0,3,27.4,2025-04-20 22:57:28,4
7292071936,86.6,1131442176,7895451,6357523,2501.0,3,44.5,2025-04-20 22:57:29,4
