ram_percent,ram_uso,cpu_ociosidade_dias,rede_sent,rede_recv,cpu_freq,cpu_percent,ram_livre,dataHora,maquinaId
68.9,11607994368,121,1486635,822250,1700.0,10.1,5239963648,2025-04-21 22:27:00,9
68.9,11600420864,121,1486838,823323,1700.0,12.0,5251334144,2025-04-21 22:27:02,9
68.7,11580571648,121,1486955,824370,1700.0,9.4,5267357696,2025-04-21 22:27:04,9
68.7,11573972992,121,1487066,825309,1700.0,8.9,5273628672,2025-04-21 22:27:06,9
68.7,11573719040,121,1487161,826258,1700.0,9.3,5264166912,2025-04-21 22:27:08,9
68.7,11579260928,121,1487360,827182,1700.0,11.7,5266206720,2025-04-21 22:27:09,9
68.8,11585200128,121,1487476,827989,1700.0,10.6,5262983168,2025-04-21 22:27:11,9
68.8,11589263360,121,1487577,828853,1700.0,10.1,5258883072,2025-04-21 22:27:13,9
68.7,11579580416,121,1487716,829677,1700.0,10.4,5268447232,2025-04-21 22:27:15,9
68.8,11593515008,121,1487863,830723,1700.0,10.2,5262041088,2025-04-21 22:27:17,9
68.8,11583852544,121,1488042,831843,1700.0,11.2,5262856192,2025-04-21 22:27:19,9
68.8,11587657728,121,1488141,832747,1700.0,10.4,5260816384,2025-04-21 22:27:21,9
68.7,11581308928,121,1488266,833890,1700.0,11.3,5266624512,2025-04-21 22:27:24,9
68.8,11588530176,121,1488374,834825,1700.0,9.7,5259431936,2025-04-21 22:27:26,9
68.9,11609092096,121,1488493,835784,1700.0,12.2,5238992896,2025-04-21 22:27:28,9
68.9,11603935232,121,1488679,836730,1700.0,8.0,5244010496,2025-04-21 22:27:29,9
68.9,11611541504,121,1488883,837588,1700.0,10.0,5235511296,2025-04-21 22:27:31,9
68.9,11601285120,121,1488986,838462,1700.0,11.5,5246324736,2025-04-21 22:27:33,9
68.9,11600224256,121,1489098,839724,1700.0,14.7,5258108928,2025-04-21 22:27:36,9
68.8,11586162688,121,1489211,840635,1700.0,11.7,5265203200,2025-04-21 22:27:38,9
67.9,11446697984,121,1489340,841326,1700.0,12.3,5405122560,2025-04-21 22:27:39,9
67.8,11428999168,121,1489508,842157,1700.0,11.1,5420310528,2025-04-21 22:27:41,9
67.8,11429732352,121,1489652,842975,1700.0,12.8,5416677376,2025-04-21 22:27:43,9
67.8,11430662144,121,1489758,843380,1700.0,10.5,5416357888,2025-04-21 22:27:45,9
67.9,11433943040,121,1489826,843557,1700.0,13.5,5414031360,2025-04-21 22:27:47,9
67.9,11437080576,121,1489843,843655,1700.0,8.9,5412171776,2025-04-21 22:27:49,9
67.9,11438940160,121,1489889,843672,1700.0,6.3,5414498304,2025-04-21 22:27:51,9
67.8,11427020800,121,1489927,843688,1700.0,9.7,5420707840,2025-04-21 22:27:53,9
67.8,11415523328,121,1489952,843704,1700.0,7.7,5432344576,2025-04-21 22:27:55,9
67.5,11380056064,121,1490007,843781,1700.0,10.8,5467856896,2025-04-21 22:27:56,9
67.5,11370827776,121,1490073,843855,1700.0,11.0,5474541568,2025-04-21 22:27:58,9
67.5,11376955392,121,1490141,843877,1700.0,11.0,5470724096,2025-04-21 22:28:00,9
67.5,11367043072,121,1490233,843991,1700.0,13.1,5481078784,2025-04-21 22:28:02,9
67.5,11374202880,121,1490343,844073,1700.0,9.6,5465567232,2025-04-21 22:28:04,9
67.5,11375271936,121,1490441,844087,1700.0,9.2,5472600064,2025-04-21 22:28:06,9
67.5,11379798016,121,1490479,844107,1700.0,6.1,5468815360,2025-04-21 22:28:08,9
67.6,11381530624,121,1490499,844180,1700.0,6.3,5465251840,2025-04-21 22:28:09,9
67.6,11388788736,121,1490598,844222,1700.0,16.6,5459140608,2025-04-21 22:28:11,9
67.6,11385786368,121,1490671,844286,1700.0,14.9,5459714048,2025-04-21 22:28:13,9
67.6,11385962496,121,1490712,844335,1700.0,8.3,5461909504,2025-04-21 22:28:15,9
67.6,11386277888,121,1490729,844415,1700.0,6.1,5461647360,2025-04-21 22:28:17,9
67.6,11381952512,121,1490823,844438,1700.0,8.8,5467144192,2025-04-21 22:28:19,9
67.6,11392180224,121,1490888,844451,1700.0,7.8,5455908864,2025-04-21 22:28:21,9
67.5,11374960640,121,1490959,844468,1700.0,10.5,5472206848,2025-04-21 22:28:23,9
67.5,11380604928,121,1490976,844485,1700.0,7.7,5469396992,2025-04-21 22:28:25,9
