ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7738150912,91.9,684773376,5301218,5098144,2501.0,3,33.0,2025-04-20 17:59:48,4
7736397824,91.8,688615424,5301510,5098210,2501.0,3,78.1,2025-04-20 17:59:49,4
7736602624,91.9,687280128,5301930,5098278,2501.0,3,42.0,2025-04-20 17:59:50,4
7729504256,91.8,693350400,5302271,5098376,2501.0,3,89.4,2025-04-20 17:59:51,4
7724486656,91.7,698347520,5302653,5098462,2501.0,3,55.1,2025-04-20 17:59:53,4
7726538752,91.7,696135680,5302952,5098519,2501.0,3,61.0,2025-04-20 17:59:54,4
7739252736,91.9,683642880,5303265,5098535,2501.0,3,29.9,2025-04-20 17:59:55,4
7734820864,91.8,688013312,5303654,5098680,2501.0,3,35.3,2025-04-20 17:59:57,4
7736528896,91.9,686432256,5304002,5098720,2501.0,3,28.7,2025-04-20 17:59:58,4
7735042048,91.8,687980544,5304352,5098793,2501.0,3,48.2,2025-04-20 17:59:59,4
