ram_percent,cpu_percent,ram_livre,dataHora,maquinaId
87.6,21.3,1039622144,2025-04-26 15:06:14,4
87.9,18.0,1021018112,2025-04-26 15:06:15,4
87.9,30.3,1018396672,2025-04-26 15:06:16,4
87.9,13.1,1018363904,2025-04-26 15:06:17,4
87.9,13.7,1015533568,2025-04-26 15:06:18,4
88.0,19.3,1015672832,2025-04-26 15:06:19,4
88.0,16.9,1012301824,2025-04-26 15:06:20,4
88.0,16.5,1013399552,2025-04-26 15:06:21,4
88.2,13.2,997502976,2025-04-26 15:06:22,4
88.4,24.5,981028864,2025-04-26 15:06:24,4
88.3,12.3,987348992,2025-04-26 15:06:25,4
88.2,16.5,989736960,2025-04-26 15:06:26,4
88.3,19.3,984358912,2025-04-26 15:06:27,4
88.4,10.6,981241856,2025-04-26 15:06:28,4
88.3,12.3,983334912,2025-04-26 15:06:29,4
88.3,35.6,989720576,2025-04-26 15:06:30,4
88.3,10.7,983683072,2025-04-26 15:06:31,4
88.2,35.3,951160832,2025-04-26 15:06:33,4
88.8,36.3,963031040,2025-04-26 15:06:34,4
88.5,15.4,965128192,2025-04-26 15:06:35,4
88.6,16.0,965423104,2025-04-26 15:06:36,4
88.5,18.8,966451200,2025-04-26 15:06:37,4
88.5,13.8,972341248,2025-04-26 15:06:38,4
88.5,15.2,970027008,2025-04-26 15:06:39,4
88.4,13.2,978694144,2025-04-26 15:06:40,4
88.9,45.0,928649216,2025-04-26 15:06:42,4
90.2,55.5,825856000,2025-04-26 15:06:43,4
90.1,32.3,840638464,2025-04-26 15:06:44,4
90.1,20.9,834215936,2025-04-26 15:06:45,4
90.1,15.9,836034560,2025-04-26 15:06:46,4
89.9,13.7,856670208,2025-04-26 15:06:47,4
89.3,14.7,897794048,2025-04-26 15:06:48,4
89.4,70.8,889131008,2025-04-26 15:06:50,4
89.5,87.8,884314112,2025-04-26 15:06:51,4
88.9,88.7,941527040,2025-04-26 15:06:52,4
88.6,21.4,962613248,2025-04-26 15:06:53,4
87.8,13.6,1024487424,2025-04-26 15:06:54,4
87.8,12.3,1026101248,2025-04-26 15:06:56,4
87.7,13.0,1032335360,2025-04-26 15:06:57,4
87.7,9.6,1039659008,2025-04-26 15:06:58,4
87.7,8.4,1039941632,2025-04-26 15:06:59,4
87.6,13.8,1043468288,2025-04-26 15:07:00,4
87.6,16.1,1045209088,2025-04-26 15:07:01,4
87.7,9.2,1039003648,2025-04-26 15:07:02,4
87.7,12.5,1038516224,2025-04-26 15:07:03,4
87.6,8.9,1041485824,2025-04-26 15:07:04,4
87.8,38.4,1030397952,2025-04-26 15:07:05,4
87.8,28.5,1023934464,2025-04-26 15:07:07,4
87.9,9.9,1019543552,2025-04-26 15:07:08,4
87.9,14.8,1020166144,2025-04-26 15:07:09,4
87.9,29.4,1018679296,2025-04-26 15:07:10,4
88.0,20.3,1013403648,2025-04-26 15:07:11,4
87.9,15.9,1016008704,2025-04-26 15:07:12,4
87.9,31.0,994775040,2025-04-26 15:07:13,4
88.3,22.5,987459584,2025-04-26 15:07:14,4
88.2,69.7,996048896,2025-04-26 15:07:16,4
88.3,54.6,989044736,2025-04-26 15:07:17,4
88.3,39.5,988725248,2025-04-26 15:07:18,4
88.2,36.7,992428032,2025-04-26 15:07:19,4
88.2,53.8,992206848,2025-04-26 15:07:21,4
88.4,42.7,981135360,2025-04-26 15:07:22,4
88.3,35.7,982016000,2025-04-26 15:07:23,4
88.4,49.7,975425536,2025-04-26 15:07:24,4
88.4,35.5,975806464,2025-04-26 15:07:25,4
88.5,32.4,972779520,2025-04-26 15:07:26,4
88.4,40.5,975097856,2025-04-26 15:07:28,4
88.4,31.4,974364672,2025-04-26 15:07:29,4
88.4,26.9,973541376,2025-04-26 15:07:30,4
88.4,37.9,972890112,2025-04-26 15:07:31,4
88.5,26.5,965758976,2025-04-26 15:07:32,4
88.5,52.6,967065600,2025-04-26 15:07:34,4
88.5,57.6,972570624,2025-04-26 15:07:35,4
88.5,21.7,970911744,2025-04-26 15:07:36,4
88.4,68.8,989069312,2025-04-26 15:07:37,4
88.6,66.7,900395008,2025-04-26 15:07:39,4
90.2,46.9,826789888,2025-04-26 15:07:40,4
88.6,27.8,966078464,2025-04-26 15:07:42,4
88.8,47.7,932368384,2025-04-26 15:07:43,4
90.3,83.4,818282496,2025-04-26 15:07:44,4
90.3,21.6,817782784,2025-04-26 15:07:45,4
89.8,19.8,862629888,2025-04-26 15:07:46,4
89.8,16.1,861134848,2025-04-26 15:07:47,4
89.7,10.5,865107968,2025-04-26 15:07:48,4
89.6,16.0,876761088,2025-04-26 15:07:50,4
89.6,20.8,875962368,2025-04-26 15:07:51,4
89.6,17.3,875909120,2025-04-26 15:07:52,4
89.3,22.7,904400896,2025-04-26 15:07:53,4
89.5,11.9,887840768,2025-04-26 15:07:54,4
89.5,13.9,889393152,2025-04-26 15:07:55,4
89.1,20.1,914624512,2025-04-26 15:07:56,4
89.1,14.4,915951616,2025-04-26 15:07:57,4
89.2,14.8,911781888,2025-04-26 15:07:58,4
88.9,8.1,935014400,2025-04-26 15:07:59,4
89.0,12.4,924880896,2025-04-26 15:08:00,4
88.9,50.0,936775680,2025-04-26 15:08:01,4
88.9,12.8,933928960,2025-04-26 15:08:02,4
88.9,17.5,933388288,2025-04-26 15:08:04,4
88.9,13.1,936312832,2025-04-26 15:08:05,4
88.9,9.9,936247296,2025-04-26 15:08:06,4
89.0,15.7,929976320,2025-04-26 15:08:07,4
