cpu_ociosidade_dias,ram_percent,rede_sent,ram_uso,ram_livre,cpu_percent,cpu_freq,rede_recv,dataHora,maquinaId
7,74.8,167281,6303268864,2119409664,8.4,2501.0,322097,2025-04-24 18:35:30,6
7,74.8,167299,6302482432,2120179712,8.2,2501.0,322127,2025-04-24 18:35:31,6
7,74.9,167318,6305935360,2116726784,10.6,2501.0,322168,2025-04-24 18:35:32,6
7,74.9,167355,6308343808,2114318336,16.2,2501.0,322236,2025-04-24 18:35:33,6
7,74.9,167376,6307155968,2114060288,25.5,2501.0,322275,2025-04-24 18:35:35,6
7,74.9,167419,6309249024,2113413120,19.8,2501.0,322358,2025-04-24 18:35:36,6
7,74.9,167463,6309068800,2113585152,16.8,2501.0,322443,2025-04-24 18:35:37,6
7,74.9,167518,6310518784,2111811584,52.4,2501.0,322541,2025-04-24 18:35:38,6
7,74.9,167590,6308470784,2114191360,15.8,2501.0,322660,2025-04-24 18:35:39,6
7,74.9,167625,6306103296,2116558848,7.7,2501.0,322733,2025-04-24 18:35:40,6
7,74.9,167663,6305017856,2117648384,12.2,2501.0,322791,2025-04-24 18:35:42,6
7,74.8,167716,6304002048,2119573504,14.4,2501.0,322884,2025-04-24 18:35:43,6
7,74.8,167753,6303522816,2119249920,12.0,2501.0,322962,2025-04-24 18:35:44,6
7,74.8,167777,6304055296,2118606848,6.6,2501.0,323017,2025-04-24 18:35:45,6
7,74.9,167796,6304296960,2118365184,12.6,2501.0,323077,2025-04-24 18:35:46,6
7,74.9,167819,6307319808,2115342336,7.4,2501.0,323114,2025-04-24 18:35:47,6
7,74.9,167863,6306373632,2116288512,18.8,2501.0,323182,2025-04-24 18:35:48,6
7,74.9,167882,6306316288,2116345856,7.4,2501.0,323225,2025-04-24 18:35:49,6
7,74.9,167913,6309437440,2113200128,6.6,2501.0,323282,2025-04-24 18:35:51,6
7,74.9,167928,6310555648,2112106496,6.5,2501.0,323315,2025-04-24 18:35:52,6
7,74.9,167935,6309879808,2112774144,11.4,2501.0,323341,2025-04-24 18:35:53,6
7,74.9,167969,6310301696,2112360448,13.5,2501.0,323435,2025-04-24 18:35:54,6
7,75.0,168027,6318583808,2104078336,40.6,2501.0,323512,2025-04-24 18:35:55,6
7,75.0,168075,6319980544,2102706176,9.2,2501.0,323575,2025-04-24 18:35:57,6
7,75.0,168150,6319329280,2103349248,9.0,2501.0,323699,2025-04-24 18:35:58,6
7,75.0,168206,6317543424,2105167872,11.0,2501.0,323809,2025-04-24 18:35:59,6
7,75.0,168216,6313439232,2109317120,20.5,2501.0,323854,2025-04-24 18:36:00,6
7,74.9,168227,6306078720,2116567040,6.1,2501.0,323885,2025-04-24 18:36:01,6
7,75.0,168234,6314397696,2108264448,6.8,2501.0,323911,2025-04-24 18:36:02,6
7,75.0,168239,6310367232,2113613824,34.1,2501.0,323926,2025-04-24 18:36:04,6
7,74.8,168252,6300975104,2123337728,9.6,2501.0,323956,2025-04-24 18:36:05,6
7,74.7,168254,6292545536,2130116608,12.4,2501.0,323977,2025-04-24 18:36:06,6
7,74.7,168265,6292557824,2130497536,6.4,2501.0,323993,2025-04-24 18:36:07,6
7,74.7,168278,6292140032,2130534400,7.1,2501.0,324026,2025-04-24 18:36:08,6
7,74.7,168292,6292172800,2130489344,5.2,2501.0,324048,2025-04-24 18:36:09,6
7,74.7,168301,6292176896,2127560704,12.3,2501.0,324076,2025-04-24 18:36:11,6
7,74.8,168330,6293987328,2128674816,13.3,2501.0,324121,2025-04-24 18:36:12,6
7,74.7,168354,6293229568,2129432576,8.6,2501.0,324161,2025-04-24 18:36:13,6
7,74.8,168369,6297624576,2125037568,21.7,2501.0,324181,2025-04-24 18:36:14,6
7,74.8,168395,6301167616,2121486336,19.7,2501.0,324251,2025-04-24 18:36:15,6
7,74.8,168426,6302253056,2120396800,10.7,2501.0,324317,2025-04-24 18:36:17,6
7,74.8,168437,6303322112,2119340032,7.1,2501.0,324336,2025-04-24 18:36:18,6
7,74.8,168464,6303330304,2119331840,9.9,2501.0,324391,2025-04-24 18:36:19,6
7,74.8,168475,6297149440,2125512704,6.2,2501.0,324423,2025-04-24 18:36:20,6
7,74.8,168495,6296395776,2126266368,7.2,2501.0,324474,2025-04-24 18:36:21,6
7,74.8,168505,6296264704,2126397440,6.6,2501.0,324501,2025-04-24 18:36:22,6
7,74.8,168515,6295298048,2127364096,9.3,2501.0,324531,2025-04-24 18:36:23,6
7,74.7,168518,6293770240,2128891904,5.8,2501.0,324549,2025-04-24 18:36:25,6
7,74.8,168527,6296248320,2126413824,10.4,2501.0,324583,2025-04-24 18:36:26,6
7,74.8,168535,6296276992,2126385152,10.3,2501.0,324627,2025-04-24 18:36:27,6
7,74.7,168578,6294970368,2127687680,15.6,2501.0,324701,2025-04-24 18:36:28,6
7,74.8,168610,6294216704,2128445440,7.1,2501.0,324782,2025-04-24 18:36:29,6
7,74.7,168613,6288924672,2133729280,5.8,2501.0,324799,2025-04-24 18:36:30,6
7,74.7,168627,6288990208,2133671936,5.2,2501.0,324828,2025-04-24 18:36:31,6
7,74.7,168638,6289391616,2133979136,10.1,2501.0,324857,2025-04-24 18:36:33,6
7,74.7,168644,6288490496,2134171648,4.2,2501.0,324887,2025-04-24 18:36:34,6
7,74.7,168651,6285668352,2136662016,6.8,2501.0,324903,2025-04-24 18:36:35,6
7,74.9,168670,6313086976,2109304832,23.5,2501.0,324942,2025-04-24 18:36:36,6
7,75.0,168694,6319165440,2103496704,16.6,2501.0,324974,2025-04-24 18:36:37,6
7,75.0,168719,6319132672,2103529472,10.2,2501.0,325031,2025-04-24 18:36:38,6
7,75.0,168727,6319136768,2103525376,14.7,2501.0,325055,2025-04-24 18:36:39,6
7,75.0,168733,6319255552,2103406592,22.3,2501.0,325086,2025-04-24 18:36:41,6
7,75.0,168741,6310473728,2112208896,14.2,2501.0,325099,2025-04-24 18:36:42,6
7,74.8,168756,6300790784,2120327168,20.7,2501.0,325138,2025-04-24 18:36:43,6
7,74.8,168763,6302179328,2120491008,6.9,2501.0,325168,2025-04-24 18:36:44,6
7,74.9,168774,6308077568,2114674688,16.7,2501.0,325219,2025-04-24 18:36:45,6
7,74.9,168791,6311505920,2111344640,11.5,2501.0,325243,2025-04-24 18:36:47,6
7,75.0,168861,6324244480,2098266112,22.0,2501.0,325360,2025-04-24 18:36:48,6
7,75.4,168929,6348361728,2074300416,16.8,2501.0,325463,2025-04-24 18:36:49,6
7,75.4,168972,6345879552,2076844032,7.2,2501.0,325534,2025-04-24 18:36:50,6
7,75.3,168994,6346567680,2076094464,8.1,2501.0,325578,2025-04-24 18:36:51,6
7,75.3,168999,6345891840,2076712960,8.3,2501.0,325599,2025-04-24 18:36:52,6
7,75.4,169019,6338363392,2084368384,20.3,2501.0,325640,2025-04-24 18:36:54,6
7,75.2,169053,6341488640,2081173504,10.0,2501.0,325689,2025-04-24 18:36:55,6
7,75.4,169097,6350270464,2072354816,22.5,2501.0,325802,2025-04-24 18:36:56,6
7,75.4,169126,6350999552,2071396352,14.3,2501.0,325848,2025-04-24 18:36:57,6
7,75.4,169152,6350258176,2070601728,9.0,2501.0,325888,2025-04-24 18:36:58,6
7,75.4,169175,6350745600,2071916544,5.9,2501.0,325938,2025-04-24 18:36:59,6
7,75.4,169183,6350884864,2071789568,8.9,2501.0,325967,2025-04-24 18:37:00,6
7,75.4,169192,6346907648,2075754496,8.8,2501.0,325986,2025-04-24 18:37:02,6
7,75.4,169215,6348148736,2077425664,11.2,2501.0,326030,2025-04-24 18:37:03,6
7,75.3,169240,6344343552,2078318592,5.2,2501.0,326075,2025-04-24 18:37:04,6
7,75.3,169246,6345199616,2077462528,6.8,2501.0,326101,2025-04-24 18:37:05,6
7,75.4,169269,6348341248,2074370048,11.3,2501.0,326144,2025-04-24 18:37:06,6
7,75.4,169281,6347616256,2075033600,9.6,2501.0,326178,2025-04-24 18:37:07,6
7,75.4,169295,6345576448,2077085696,23.7,2501.0,326198,2025-04-24 18:37:08,6
7,75.5,169324,6356004864,2066657280,19.4,2501.0,326253,2025-04-24 18:37:10,6
7,75.5,169346,6357229568,2065432576,9.1,2501.0,326284,2025-04-24 18:37:11,6
7,75.5,169366,6358114304,2064687104,11.8,2501.0,326323,2025-04-24 18:37:12,6
7,75.5,169381,6354771968,2067890176,7.8,2501.0,326367,2025-04-24 18:37:13,6
7,75.4,169395,6357590016,2065088512,6.6,2501.0,326381,2025-04-24 18:37:14,6
7,75.5,169418,6347124736,2075316224,16.5,2501.0,326428,2025-04-24 18:37:15,6
7,75.4,169427,6350639104,2072117248,14.1,2501.0,326451,2025-04-24 18:37:17,6
7,75.5,169451,6358384640,2064257024,11.6,2501.0,326486,2025-04-24 18:37:18,6
7,75.4,169483,6352269312,2070265856,7.6,2501.0,326545,2025-04-24 18:37:19,6
7,75.5,169497,6354944000,2067689472,6.8,2501.0,326571,2025-04-24 18:37:20,6
7,75.4,169517,6356418560,2066415616,17.1,2501.0,326617,2025-04-24 18:37:21,6
7,75.4,169534,6353182720,2069479424,8.2,2501.0,326652,2025-04-24 18:37:22,6
7,75.3,169555,6346182656,2076516352,8.6,2501.0,326692,2025-04-24 18:37:23,6
7,75.5,169569,6359625728,2063065088,9.0,2501.0,326719,2025-04-24 18:37:25,6
