cpu_ociosidade_dias,ram_percent,rede_sent,ram_uso,ram_livre,cpu_percent,cpu_freq,rede_recv,dataHora,maquinaId
7,74.8,179647,6296895488,2125410304,7.7,2501.0,347178,2025-04-24 18:47:18,6
7,74.8,179657,6299750400,2122911744,19.0,2501.0,347203,2025-04-24 18:47:20,6
7,74.7,179677,6292246528,2128179200,7.1,2501.0,347250,2025-04-24 18:47:21,6
7,74.8,179680,6295769088,2127011840,8.1,2501.0,347264,2025-04-24 18:47:22,6
7,74.9,179698,6304935936,2117726208,5.5,2501.0,347294,2025-04-24 18:47:23,6
7,74.7,179709,6293417984,2129305600,7.1,2501.0,347326,2025-04-24 18:47:24,6
7,74.8,179716,6298365952,2125684736,9.0,2501.0,347350,2025-04-24 18:47:25,6
7,74.8,179721,6295408640,2127253504,13.8,2501.0,347368,2025-04-24 18:47:26,6
7,74.8,179754,6298615808,2125275136,8.4,2501.0,347438,2025-04-24 18:47:28,6
7,74.9,179789,6305886208,2116820992,9.4,2501.0,347520,2025-04-24 18:47:29,6
7,74.9,179808,6302994432,2119720960,9.1,2501.0,347542,2025-04-24 18:47:30,6
7,74.8,179821,6299590656,2123145216,4.9,2501.0,347571,2025-04-24 18:47:31,6
7,74.4,179828,6269956096,2152202240,9.5,2501.0,347586,2025-04-24 18:47:32,6
7,74.5,179843,6273273856,2152849408,18.2,2501.0,347617,2025-04-24 18:47:33,6
7,74.4,179846,6266347520,2156396544,11.7,2501.0,347631,2025-04-24 18:47:34,6
7,74.5,179860,6271733760,2152390656,10.2,2501.0,347679,2025-04-24 18:47:35,6
7,74.5,179881,6274260992,2148409344,22.4,2501.0,347711,2025-04-24 18:47:37,6
7,74.5,179905,6273028096,2149634048,16.7,2501.0,347756,2025-04-24 18:47:38,6
7,74.5,179936,6270722048,2151940096,13.1,2501.0,347817,2025-04-24 18:47:39,6
7,74.5,179951,6271561728,2151120896,9.7,2501.0,347847,2025-04-24 18:47:40,6
7,74.5,179962,6271029248,2149945344,9.9,2501.0,347874,2025-04-24 18:47:41,6
7,74.4,179973,6267150336,2155511808,5.8,2501.0,347901,2025-04-24 18:47:42,6
7,74.5,179982,6271459328,2148556800,6.1,2501.0,347919,2025-04-24 18:47:43,6
7,74.5,179986,6273449984,2149244928,7.6,2501.0,347930,2025-04-24 18:47:44,6
7,74.5,180011,6273441792,2149220352,7.1,2501.0,347979,2025-04-24 18:47:46,6
7,74.4,180052,6275866624,2139688960,24.8,2501.0,348048,2025-04-24 18:47:47,6
7,74.6,180111,6280998912,2141663232,11.4,2501.0,348124,2025-04-24 18:47:48,6
7,74.6,180129,6285139968,2137522176,25.4,2501.0,348161,2025-04-24 18:47:49,6
7,74.6,180154,6279643136,2134208512,9.5,2501.0,348198,2025-04-24 18:47:50,6
7,74.6,180170,6278795264,2143866880,14.6,2501.0,348233,2025-04-24 18:47:51,6
7,74.8,180193,6297690112,2124972032,8.9,2501.0,348268,2025-04-24 18:47:52,6
7,74.7,180198,6288535552,2134142976,6.4,2501.0,348288,2025-04-24 18:47:53,6
7,74.7,180204,6288945152,2133905408,7.0,2501.0,348303,2025-04-24 18:47:55,6
7,74.6,180213,6295683072,2127032320,11.4,2501.0,348328,2025-04-24 18:47:56,6
7,74.6,180225,6284517376,2137964544,14.1,2501.0,348352,2025-04-24 18:47:57,6
7,74.7,180239,6293364736,2129412096,12.1,2501.0,348370,2025-04-24 18:47:58,6
7,74.6,180275,6295101440,2127581184,10.8,2501.0,348464,2025-04-24 18:47:59,6
7,74.6,180291,6277849088,2144161792,18.4,2501.0,348490,2025-04-24 18:48:00,6
7,74.6,180353,6281318400,2141417472,10.2,2501.0,348606,2025-04-24 18:48:02,6
7,74.6,180385,6283071488,2139578368,10.0,2501.0,348669,2025-04-24 18:48:03,6
7,74.5,180410,6271332352,2151411712,9.6,2501.0,348696,2025-04-24 18:48:04,6
7,74.5,180438,6275825664,2146918400,5.8,2501.0,348769,2025-04-24 18:48:05,6
7,74.5,180452,6277173248,2138157056,13.2,2501.0,348810,2025-04-24 18:48:06,6
7,74.6,180486,6275502080,2146758656,8.8,2501.0,348888,2025-04-24 18:48:07,6
7,74.6,180516,6283702272,2139041792,7.5,2501.0,348940,2025-04-24 18:48:08,6
7,74.5,180552,6277226496,2145140736,10.2,2501.0,349009,2025-04-24 18:48:10,6
7,74.6,180582,6282219520,2140610560,5.3,2501.0,349071,2025-04-24 18:48:11,6
7,74.6,180596,6289739776,2133147648,6.9,2501.0,349103,2025-04-24 18:48:12,6
7,74.6,180605,6285000704,2137714688,7.9,2501.0,349131,2025-04-24 18:48:13,6
7,74.6,180617,6276014080,2146820096,20.7,2501.0,349152,2025-04-24 18:48:14,6
7,74.4,180634,6272389120,2145267712,6.3,2501.0,349193,2025-04-24 18:48:15,6
7,74.5,180651,6269603840,2152742912,10.9,2501.0,349228,2025-04-24 18:48:16,6
7,74.6,180662,6277013504,2145730560,5.6,2501.0,349258,2025-04-24 18:48:18,6
7,74.5,180666,6273126400,2149535744,6.4,2501.0,349269,2025-04-24 18:48:19,6
7,74.6,180675,6278270976,2144894976,4.9,2501.0,349288,2025-04-24 18:48:20,6
7,74.5,180689,6273814528,2148179968,5.8,2501.0,349319,2025-04-24 18:48:21,6
7,74.6,180699,6279532544,2143211520,5.2,2501.0,349342,2025-04-24 18:48:22,6
7,74.5,180707,6271287296,2151047168,7.4,2501.0,349353,2025-04-24 18:48:23,6
7,74.6,180712,6282051584,2140692480,8.4,2501.0,349367,2025-04-24 18:48:24,6
7,75.8,180714,6381498368,2043162624,31.9,2501.0,349383,2025-04-24 18:48:26,6
7,75.5,180736,6345580544,2079653888,24.2,2501.0,349423,2025-04-24 18:48:27,6
7,75.3,180757,6346047488,2076876800,10.1,2501.0,349454,2025-04-24 18:48:28,6
7,75.3,180787,6344695808,2078048256,8.3,2501.0,349512,2025-04-24 18:48:29,6
7,75.3,180804,6340300800,2083934208,7.4,2501.0,349534,2025-04-24 18:48:30,6
7,75.3,180815,6344511488,2080043008,6.8,2501.0,349553,2025-04-24 18:48:31,6
7,75.2,180836,6325149696,2098511872,11.5,2501.0,349599,2025-04-24 18:48:33,6
7,74.4,180841,6265688064,2156941312,26.0,2501.0,349609,2025-04-24 18:48:34,6
7,74.4,180867,6267109376,2155552768,8.3,2501.0,349660,2025-04-24 18:48:35,6
7,74.4,180875,6267240448,2155425792,13.6,2501.0,349692,2025-04-24 18:48:36,6
7,74.4,180890,6268899328,2152951808,12.4,2501.0,349733,2025-04-24 18:48:37,6
7,74.5,180899,6271270912,2151526400,8.4,2501.0,349755,2025-04-24 18:48:38,6
7,74.4,180926,6269083648,2153578496,8.2,2501.0,349801,2025-04-24 18:48:39,6
7,74.4,180954,6269353984,2153308160,7.7,2501.0,349865,2025-04-24 18:48:41,6
7,74.4,180971,6267068416,2155593728,28.6,2501.0,349923,2025-04-24 18:48:42,6
7,74.4,180978,6270152704,2152574976,15.0,2501.0,349945,2025-04-24 18:48:43,6
7,74.3,180986,6255804416,2165981184,16.0,2501.0,349975,2025-04-24 18:48:44,6
7,74.4,181003,6260498432,2162151424,14.0,2501.0,350013,2025-04-24 18:48:45,6
7,74.4,181020,6261276672,2161135616,11.5,2501.0,350057,2025-04-24 18:48:46,6
7,74.4,181048,6265409536,2157703168,7.8,2501.0,350097,2025-04-24 18:48:47,6
7,74.4,181096,6267428864,2155225088,14.8,2501.0,350190,2025-04-24 18:48:49,6
7,74.4,181132,6270500864,2152206336,37.4,2501.0,350251,2025-04-24 18:48:50,6
7,74.4,181140,6269485056,2153177088,8.0,2501.0,350277,2025-04-24 18:48:51,6
7,74.4,181146,6263943168,2156584960,7.5,2501.0,350291,2025-04-24 18:48:52,6
7,74.5,181189,6273781760,2148884480,11.8,2501.0,350366,2025-04-24 18:48:53,6
7,74.4,181221,6266855424,2156007424,24.3,2501.0,350420,2025-04-24 18:48:54,6
7,74.5,181240,6270623744,2152038400,19.9,2501.0,350451,2025-04-24 18:48:55,6
7,74.4,181254,6278193152,2144468992,16.1,2501.0,350490,2025-04-24 18:48:57,6
7,74.5,181260,6276210688,2147696640,12.8,2501.0,350505,2025-04-24 18:48:58,6
7,74.5,181274,6272638976,2150060032,6.3,2501.0,350533,2025-04-24 18:48:59,6
7,74.4,181297,6267752448,2154909696,11.2,2501.0,350572,2025-04-24 18:49:00,6
7,74.5,181314,6274764800,2147942400,10.8,2501.0,350606,2025-04-24 18:49:01,6
7,74.5,181320,6275596288,2149343232,19.7,2501.0,350616,2025-04-24 18:49:02,6
7,74.3,181326,6260289536,2159644672,8.4,2501.0,350628,2025-04-24 18:49:03,6
7,74.3,181354,6254845952,2167898112,11.5,2501.0,350703,2025-04-24 18:49:05,6
7,74.3,181376,6256422912,2165997568,7.0,2501.0,350738,2025-04-24 18:49:06,6
7,74.4,181390,6262849536,2160152576,10.9,2501.0,350780,2025-04-24 18:49:07,6
7,74.3,181400,6257082368,2165764096,8.6,2501.0,350800,2025-04-24 18:49:08,6
7,74.2,181413,6250680320,2171940864,6.5,2501.0,350827,2025-04-24 18:49:09,6
7,74.3,181430,6258012160,2164649984,8.2,2501.0,350866,2025-04-24 18:49:10,6
7,74.3,181456,6253072384,2169212928,8.2,2501.0,350915,2025-04-24 18:49:11,6
