ram_percent,cpu_percent,cpu_freq,dataHora,maquinaId
79.5,4.2,2501.0,2025-04-25 11:58:23,7
79.5,16.9,1600.0,2025-04-25 11:58:25,7
79.5,3.7,1600.0,2025-04-25 11:58:26,7
79.5,5.7,2501.0,2025-04-25 11:58:27,7
79.5,3.0,1800.0,2025-04-25 11:58:28,7
79.5,3.8,1600.0,2025-04-25 11:58:29,7
79.5,5.2,1800.0,2025-04-25 11:58:30,7
79.5,4.4,1600.0,2025-04-25 11:58:31,7
79.5,5.2,2000.0,2025-04-25 11:58:32,7
79.6,5.1,2501.0,2025-04-25 11:58:33,7
79.5,2.3,2501.0,2025-04-25 11:58:34,7
79.6,4.1,1800.0,2025-04-25 11:58:35,7
79.5,4.4,1600.0,2025-04-25 11:58:36,7
79.5,5.2,2500.0,2025-04-25 11:58:37,7
79.6,4.1,2500.0,2025-04-25 11:58:38,7
79.6,18.6,2501.0,2025-04-25 11:58:39,7
79.6,59.7,2501.0,2025-04-25 11:58:40,7
79.7,28.7,2501.0,2025-04-25 11:58:41,7
79.8,22.3,2501.0,2025-04-25 11:58:42,7
79.8,12.3,1600.0,2025-04-25 11:58:43,7
79.8,5.6,1600.0,2025-04-25 11:58:45,7
79.8,4.1,2500.0,2025-04-25 11:58:46,7
79.8,6.7,2501.0,2025-04-25 11:58:47,7
80.0,5.2,1400.0,2025-04-25 11:58:48,7
79.9,16.3,1800.0,2025-04-25 11:58:49,7
79.9,6.0,1400.0,2025-04-25 11:58:50,7
79.9,2.6,1400.0,2025-04-25 11:58:51,7
79.9,3.8,2500.0,2025-04-25 11:58:52,7
79.9,3.6,1600.0,2025-04-25 11:58:53,7
79.9,2.2,2501.0,2025-04-25 11:58:54,7
79.9,4.5,1600.0,2025-04-25 11:58:55,7
79.8,4.5,2501.0,2025-04-25 11:58:56,7
79.8,5.6,2000.0,2025-04-25 11:58:57,7
79.9,6.9,2000.0,2025-04-25 11:58:58,7
80.0,3.3,1600.0,2025-04-25 11:58:59,7
79.9,6.7,1800.0,2025-04-25 11:59:00,7
80.0,3.0,2000.0,2025-04-25 11:59:01,7
79.9,3.7,1600.0,2025-04-25 11:59:02,7
80.0,5.6,2500.0,2025-04-25 11:59:03,7
79.9,4.4,1800.0,2025-04-25 11:59:04,7
80.0,3.4,1800.0,2025-04-25 11:59:06,7
79.9,4.1,2000.0,2025-04-25 11:59:07,7
80.1,13.8,2501.0,2025-04-25 11:59:08,7
80.1,5.6,1600.0,2025-04-25 11:59:09,7
80.0,8.4,2501.0,2025-04-25 11:59:10,7
80.1,13.3,2501.0,2025-04-25 11:59:11,7
80.1,12.1,2000.0,2025-04-25 11:59:12,7
80.1,14.7,2501.0,2025-04-25 11:59:13,7
79.9,13.8,2501.0,2025-04-25 11:59:14,7
80.0,8.5,2500.0,2025-04-25 11:59:15,7
80.1,7.6,1600.0,2025-04-25 11:59:16,7
80.0,5.6,1200.0,2025-04-25 11:59:17,7
80.1,5.5,2000.0,2025-04-25 11:59:18,7
80.1,5.7,1600.0,2025-04-25 11:59:19,7
80.1,7.1,1800.0,2025-04-25 11:59:20,7
80.1,4.8,1800.0,2025-04-25 11:59:21,7
80.1,1.5,1800.0,2025-04-25 11:59:23,7
80.1,5.2,1600.0,2025-04-25 11:59:24,7
80.1,3.4,1800.0,2025-04-25 11:59:25,7
80.1,4.9,1600.0,2025-04-25 11:59:26,7
80.1,4.1,1800.0,2025-04-25 11:59:27,7
80.1,4.6,2501.0,2025-04-25 11:59:28,7
80.1,4.1,1400.0,2025-04-25 11:59:29,7
80.1,3.0,1800.0,2025-04-25 11:59:30,7
80.1,4.5,1800.0,2025-04-25 11:59:31,7
80.1,3.7,2000.0,2025-04-25 11:59:32,7
80.2,3.3,2000.0,2025-04-25 11:59:33,7
80.2,4.8,2000.0,2025-04-25 11:59:34,7
80.3,5.8,1800.0,2025-04-25 11:59:35,7
80.2,5.2,1600.0,2025-04-25 11:59:36,7
80.3,11.0,2501.0,2025-04-25 11:59:37,7
80.2,10.3,2000.0,2025-04-25 11:59:38,7
80.2,62.7,2501.0,2025-04-25 11:59:39,7
80.2,25.6,2501.0,2025-04-25 11:59:41,7
80.2,23.6,2501.0,2025-04-25 11:59:42,7
80.2,12.6,1400.0,2025-04-25 11:59:43,7
80.2,4.4,2501.0,2025-04-25 11:59:44,7
80.2,8.2,2000.0,2025-04-25 11:59:45,7
80.2,4.4,1200.0,2025-04-25 11:59:46,7
80.2,3.7,1600.0,2025-04-25 11:59:47,7
80.2,3.4,1600.0,2025-04-25 11:59:48,7
80.2,3.3,2000.0,2025-04-25 11:59:49,7
80.2,4.8,1800.0,2025-04-25 11:59:50,7
80.2,4.5,2000.0,2025-04-25 11:59:51,7
80.2,4.0,1600.0,2025-04-25 11:59:52,7
80.8,4.9,2501.0,2025-04-25 11:59:53,7
80.8,15.8,2501.0,2025-04-25 11:59:54,7
77.9,14.3,2501.0,2025-04-25 11:59:55,7
77.9,3.3,1400.0,2025-04-25 11:59:56,7
77.9,7.4,1400.0,2025-04-25 11:59:57,7
77.9,12.2,2501.0,2025-04-25 11:59:59,7
77.9,14.6,2501.0,2025-04-25 12:00:00,7
77.9,1.8,1600.0,2025-04-25 12:00:01,7
78.0,10.2,2000.0,2025-04-25 12:00:02,7
78.0,3.2,2000.0,2025-04-25 12:00:03,7
78.1,3.7,2000.0,2025-04-25 12:00:04,7
78.0,5.5,1600.0,2025-04-25 12:00:05,7
78.1,3.7,1600.0,2025-04-25 12:00:06,7
78.1,6.2,1400.0,2025-04-25 12:00:07,7
78.1,4.5,1400.0,2025-04-25 12:00:08,7
