ram_percent,ram_uso,cpu_ociosidade_dias,rede_sent,rede_recv,cpu_freq,cpu_percent,ram_livre,dataHora,maquinaId
70.8,11931799552,120,847570,626695,1700.0,20.5,4916072448,2025-04-21 21:33:15,9
70.7,11916939264,120,847979,626768,1700.0,24.1,4930969600,2025-04-21 21:33:17,9
70.7,11906478080,120,848372,626815,1700.0,24.2,4939309056,2025-04-21 21:33:19,9
70.7,11918966784,120,848767,626867,1700.0,28.4,4929679360,2025-04-21 21:33:21,9
70.7,11909914624,120,849459,626903,1700.0,25.1,4938039296,2025-04-21 21:33:22,9
70.7,11911114752,120,850123,626953,1700.0,23.8,4937056256,2025-04-21 21:33:24,9
70.7,11905662976,120,850657,626990,1700.0,21.3,4941721600,2025-04-21 21:33:26,9
70.7,11915497472,120,850989,627045,1700.0,26.3,4932440064,2025-04-21 21:33:28,9
71.6,12061401088,120,851856,627192,1700.0,45.3,4774223872,2025-04-21 21:33:30,9
71.7,12097847296,120,852342,627277,1700.0,28.2,4727672832,2025-04-21 21:33:31,9
72.0,12123631616,120,853127,627619,1700.0,26.7,4723441664,2025-04-21 21:33:33,9
71.8,12100812800,120,854177,627912,1700.0,24.7,4741541888,2025-04-21 21:33:35,9
71.7,12088119296,120,854703,628019,1700.0,20.9,4759699456,2025-04-21 21:33:37,9
71.8,12104171520,120,855239,628122,1700.0,25.8,4741201920,2025-04-21 21:33:38,9
71.9,12118691840,120,855839,628275,1700.0,35.0,4726996992,2025-04-21 21:33:40,9
71.9,12111912960,120,856267,628373,1700.0,25.6,4731396096,2025-04-21 21:33:42,9
71.9,12105707520,120,856686,628477,1700.0,23.1,4742164480,2025-04-21 21:33:44,9
71.8,12103831552,120,857089,628601,1700.0,19.2,4744060928,2025-04-21 21:33:46,9
71.7,12076777472,120,857426,628687,1700.0,24.7,4771147776,2025-04-21 21:33:47,9
71.3,12016480256,120,857770,628825,1700.0,30.9,4831543296,2025-04-21 21:33:49,9
71.0,11969880064,120,858126,628911,1700.0,31.3,4878073856,2025-04-21 21:33:51,9
71.1,11970363392,120,858573,629054,1700.0,25.4,4878823424,2025-04-21 21:33:53,9
71.1,11984859136,120,858993,629093,1700.0,30.6,4863545344,2025-04-21 21:33:55,9
71.1,11980996608,120,859473,629187,1700.0,29.0,4867215360,2025-04-21 21:33:56,9
71.1,11979251712,120,859884,629273,1700.0,26.0,4868468736,2025-04-21 21:33:58,9
71.2,11991007232,120,860275,629396,1700.0,25.0,4857311232,2025-04-21 21:34:00,9
71.0,11968974848,120,860730,629483,1700.0,32.4,4879925248,2025-04-21 21:34:02,9
71.0,11963068416,120,861143,629538,1700.0,23.5,4883189760,2025-04-21 21:34:04,9
71.1,11974373376,120,861511,629663,1700.0,27.7,4873543680,2025-04-21 21:34:05,9
71.1,11973730304,120,861886,629717,1700.0,21.9,4874334208,2025-04-21 21:34:07,9
71.1,11974340608,120,862209,629839,1700.0,24.2,4877139968,2025-04-21 21:34:09,9
71.2,12001312768,120,862653,630034,1700.0,32.6,4844179456,2025-04-21 21:34:11,9
71.2,11999379456,120,862987,630122,1700.0,26.6,4848615424,2025-04-21 21:34:13,9
71.4,12028739584,120,863507,630261,1700.0,28.6,4819333120,2025-04-21 21:34:14,9
71.5,12046553088,120,864518,630473,1700.0,27.5,4801585152,2025-04-21 21:34:17,9
71.5,12045697024,120,864770,630604,1700.0,24.3,4802240512,2025-04-21 21:34:18,9
71.4,12036902912,120,865040,630705,1700.0,24.0,4811689984,2025-04-21 21:34:20,9
71.4,12035399680,120,865444,630825,1700.0,24.3,4812492800,2025-04-21 21:34:22,9
71.4,12027969536,120,865815,630969,1700.0,28.0,4819943424,2025-04-21 21:34:24,9
71.3,12005425152,120,866189,631024,1700.0,23.6,4845187072,2025-04-21 21:34:25,9
71.2,11988914176,120,866663,631072,1700.0,23.7,4859068416,2025-04-21 21:34:27,9
71.2,11990200320,120,867024,631191,1700.0,23.5,4857884672,2025-04-21 21:34:29,9
71.1,11986878464,120,867710,631311,1700.0,30.8,4861075456,2025-04-21 21:34:31,9
71.3,11994693632,120,868484,631390,1700.0,26.5,4844466176,2025-04-21 21:34:33,9
71.2,11996860416,120,868892,631499,1700.0,21.8,4850954240,2025-04-21 21:34:34,9
71.2,11998851072,120,869284,631638,1700.0,20.0,4848476160,2025-04-21 21:34:36,9
71.2,11998969856,120,869571,631759,1700.0,20.4,4848353280,2025-04-21 21:34:38,9
71.3,12006522880,120,869930,631829,1700.0,29.2,4841447424,2025-04-21 21:34:40,9
71.3,12007837696,120,870264,631999,1700.0,26.8,4841312256,2025-04-21 21:34:42,9
71.3,12007063552,120,870609,632148,1700.0,24.2,4842860544,2025-04-21 21:34:43,9
71.3,12006014976,120,870940,632275,1700.0,29.3,4841857024,2025-04-21 21:34:45,9
71.2,12002660352,120,871668,632407,1700.0,22.8,4844777472,2025-04-21 21:34:47,9
71.2,12002385920,120,872359,632552,1700.0,27.4,4821311488,2025-04-21 21:34:49,9
71.2,11993481216,120,873015,632607,1700.0,26.7,4853571584,2025-04-21 21:34:51,9
