ram_percent,ram_uso,cpu_ociosidade_dias,rede_sent,rede_recv,cpu_freq,cpu_percent,ram_livre,dataHora,maquinaId
72.4,12199497728,120,899563,641307,1700.0,18.0,4655734784,2025-04-21 21:36:18,9
72.4,12191203328,120,899967,641432,1700.0,20.8,4657524736,2025-04-21 21:36:20,9
72.4,12194922496,120,900321,641553,1700.0,18.0,4653031424,2025-04-21 21:36:22,9
72.3,12183244800,120,900670,641589,1700.0,17.3,4664786944,2025-04-21 21:36:24,9
72.4,12201082880,120,901089,641706,1700.0,20.2,4646789120,2025-04-21 21:36:25,9
72.3,12185010176,120,901482,641832,1700.0,19.3,4662861824,2025-04-21 21:36:27,9
72.5,12207529984,120,901997,641892,1700.0,28.4,4640321536,2025-04-21 21:36:29,9
72.3,12187824128,120,902369,642027,1700.0,21.8,4660662272,2025-04-21 21:36:31,9
72.3,12181467136,120,902789,642159,1700.0,19.3,4669849600,2025-04-21 21:36:32,9
72.3,12172836864,120,903303,642226,1700.0,19.8,4674957312,2025-04-21 21:36:34,9
72.3,12176986112,120,903788,642261,1700.0,21.6,4682866688,2025-04-21 21:36:36,9
72.3,12177338368,120,904376,642346,1700.0,26.9,4671324160,2025-04-21 21:36:38,9
72.2,12164505600,120,904890,642490,1700.0,17.8,4683370496,2025-04-21 21:36:39,9
72.4,12198756352,120,905448,642649,1700.0,30.2,4649115648,2025-04-21 21:36:41,9
72.4,12205768704,120,905882,642777,1700.0,23.5,4644253696,2025-04-21 21:36:43,9
72.3,12185374720,120,906445,642918,1700.0,30.7,4662571008,2025-04-21 21:36:45,9
72.3,12183384064,120,906945,643041,1700.0,18.1,4664606720,2025-04-21 21:36:46,9
72.3,12186255360,120,907461,643126,1457.0,29.8,4662267904,2025-04-21 21:36:48,9
72.1,12150554624,120,908154,643245,1700.0,22.6,4697444352,2025-04-21 21:36:50,9
72.2,12158885888,120,908834,643317,1700.0,18.9,4688986112,2025-04-21 21:36:52,9
72.2,12159598592,120,909836,643356,1700.0,19.5,4688203776,2025-04-21 21:36:53,9
72.2,12171288576,120,910340,643396,1700.0,18.7,4676640768,2025-04-21 21:36:55,9
72.4,12198875136,120,910774,643471,1700.0,24.5,4646916096,2025-04-21 21:36:57,9
72.7,12245463040,120,911186,643546,1700.0,36.5,4607680512,2025-04-21 21:36:59,9
72.6,12235542528,120,911461,643581,1700.0,23.3,4612411392,2025-04-21 21:37:01,9
