ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7913103360,93.9,509747200,5333132,5105490,2501.0,3,47.0,2025-04-20 18:02:17,4
7904874496,93.8,519659520,5333349,5105564,2501.0,3,51.0,2025-04-20 18:02:19,4
7920332800,94.0,501063680,5333654,5105830,2501.0,3,74.4,2025-04-20 18:02:20,4
7940759552,94.3,480956416,5334003,5106020,2501.0,3,77.8,2025-04-20 18:02:21,4
7800844288,92.6,620552192,5334283,5106213,2501.0,3,82.8,2025-04-20 18:02:23,4
7804964864,92.7,617897984,5334527,5106278,2501.0,3,65.1,2025-04-20 18:02:24,4
7816953856,92.8,605511680,5334811,5106362,2501.0,3,74.8,2025-04-20 18:02:25,4
7823249408,92.9,598564864,5335077,5106439,2501.0,3,67.4,2025-04-20 18:02:27,4
7828246528,92.9,594194432,5335306,5106496,2501.0,3,39.8,2025-04-20 18:02:28,4
7824613376,92.9,598188032,5335539,5106567,2501.0,3,51.1,2025-04-20 18:02:29,4
