ram_percent,cpu_percent,cpu_freq,dataHora,maquinaId
75.9,7.8,1800.0,2025-04-25 12:17:19,7
75.8,12.3,2000.0,2025-04-25 12:17:20,7
75.6,23.4,1600.0,2025-04-25 12:17:21,7
75.1,6.3,1400.0,2025-04-25 12:17:22,7
75.3,7.7,2501.0,2025-04-25 12:17:23,7
75.2,10.5,2501.0,2025-04-25 12:17:25,7
75.3,48.5,2501.0,2025-04-25 12:17:26,7
75.7,67.7,2501.0,2025-04-25 12:17:29,7
76.3,28.0,2000.0,2025-04-25 12:17:30,7
76.2,3.7,2501.0,2025-04-25 12:17:31,7
76.3,5.2,2501.0,2025-04-25 12:17:32,7
76.2,13.6,1800.0,2025-04-25 12:17:33,7
76.0,4.5,2501.0,2025-04-25 12:17:34,7
76.2,17.2,2501.0,2025-04-25 12:17:35,7
76.1,7.2,2000.0,2025-04-25 12:17:36,7
76.0,6.8,2501.0,2025-04-25 12:17:37,7
76.1,5.9,2501.0,2025-04-25 12:17:38,7
76.1,5.6,2501.0,2025-04-25 12:17:39,7
76.1,3.7,1800.0,2025-04-25 12:17:40,7
76.1,4.1,2000.0,2025-04-25 12:17:41,7
76.0,5.9,1400.0,2025-04-25 12:17:42,7
76.1,30.0,2501.0,2025-04-25 12:17:44,7
76.1,37.4,2501.0,2025-04-25 12:17:45,7
76.2,16.0,2501.0,2025-04-25 12:17:46,7
76.3,12.3,2501.0,2025-04-25 12:17:47,7
76.2,15.4,2501.0,2025-04-25 12:17:48,7
76.2,22.3,2501.0,2025-04-25 12:17:49,7
76.2,12.7,2501.0,2025-04-25 12:17:50,7
76.1,9.7,2501.0,2025-04-25 12:17:51,7
75.9,13.4,2501.0,2025-04-25 12:17:52,7
76.1,9.8,2501.0,2025-04-25 12:17:53,7
76.0,5.6,2500.0,2025-04-25 12:17:54,7
76.0,6.4,2501.0,2025-04-25 12:17:55,7
76.2,14.2,2501.0,2025-04-25 12:17:56,7
76.3,85.7,2501.0,2025-04-25 12:17:58,7
75.9,77.4,2500.0,2025-04-25 12:17:59,7
75.8,21.4,2501.0,2025-04-25 12:18:00,7
75.4,12.4,2501.0,2025-04-25 12:18:01,7
75.4,25.9,2501.0,2025-04-25 12:18:03,7
75.6,67.4,2501.0,2025-04-25 12:18:05,7
76.5,26.4,2501.0,2025-04-25 12:18:06,7
76.6,19.3,2501.0,2025-04-25 12:18:07,7
76.4,5.1,2000.0,2025-04-25 12:18:08,7
76.4,11.5,1800.0,2025-04-25 12:18:09,7
76.0,19.6,2000.0,2025-04-25 12:18:10,7
76.0,6.1,1800.0,2025-04-25 12:18:11,7
76.0,4.8,1800.0,2025-04-25 12:18:12,7
76.0,5.3,2501.0,2025-04-25 12:18:13,7
75.9,4.0,1800.0,2025-04-25 12:18:14,7
76.0,2.6,1600.0,2025-04-25 12:18:16,7
76.0,4.0,2500.0,2025-04-25 12:18:17,7
76.0,6.2,1800.0,2025-04-25 12:18:18,7
76.0,3.0,2500.0,2025-04-25 12:18:19,7
76.0,2.2,1600.0,2025-04-25 12:18:20,7
76.0,5.1,2000.0,2025-04-25 12:18:21,7
76.0,8.1,2501.0,2025-04-25 12:18:22,7
76.0,4.0,1400.0,2025-04-25 12:18:23,7
75.9,2.2,1800.0,2025-04-25 12:18:24,7
75.8,4.2,2000.0,2025-04-25 12:18:25,7
75.7,7.8,1800.0,2025-04-25 12:18:26,7
75.8,7.2,1800.0,2025-04-25 12:18:27,7
75.9,6.0,1400.0,2025-04-25 12:18:28,7
75.8,5.1,1600.0,2025-04-25 12:18:29,7
75.9,3.8,2501.0,2025-04-25 12:18:30,7
75.8,9.0,2501.0,2025-04-25 12:18:31,7
75.9,4.0,1600.0,2025-04-25 12:18:32,7
75.8,5.9,2501.0,2025-04-25 12:18:33,7
75.9,7.9,2501.0,2025-04-25 12:18:34,7
75.6,20.1,2501.0,2025-04-25 12:18:36,7
75.4,5.1,2000.0,2025-04-25 12:18:37,7
75.3,3.9,1800.0,2025-04-25 12:18:38,7
75.4,5.1,1800.0,2025-04-25 12:18:39,7
75.3,5.9,1800.0,2025-04-25 12:18:40,7
75.4,4.8,2000.0,2025-04-25 12:18:41,7
75.4,7.9,2000.0,2025-04-25 12:18:42,7
75.2,6.5,1800.0,2025-04-25 12:18:43,7
75.2,6.8,2500.0,2025-04-25 12:18:44,7
75.1,4.5,2501.0,2025-04-25 12:18:45,7
75.6,48.9,2501.0,2025-04-25 12:18:46,7
75.6,29.4,2501.0,2025-04-25 12:18:47,7
75.7,32.4,2501.0,2025-04-25 12:18:48,7
75.8,10.3,2000.0,2025-04-25 12:18:49,7
75.6,13.0,2501.0,2025-04-25 12:18:51,7
75.6,14.5,1800.0,2025-04-25 12:18:52,7
75.6,4.0,1800.0,2025-04-25 12:18:53,7
75.5,14.2,2501.0,2025-04-25 12:18:54,7
75.5,13.5,1600.0,2025-04-25 12:18:55,7
75.4,16.0,2500.0,2025-04-25 12:18:56,7
75.6,9.5,2501.0,2025-04-25 12:18:57,7
75.6,20.4,2501.0,2025-04-25 12:18:58,7
75.5,7.9,2501.0,2025-04-25 12:18:59,7
75.9,37.9,2501.0,2025-04-25 12:19:00,7
75.7,4.9,2000.0,2025-04-25 12:19:01,7
75.7,8.2,2501.0,2025-04-25 12:19:02,7
77.4,77.7,2501.0,2025-04-25 12:19:04,7
77.9,100.0,2501.0,2025-04-25 12:19:05,7
78.3,100.0,2501.0,2025-04-25 12:19:06,7
78.8,88.6,2501.0,2025-04-25 12:19:07,7
79.1,74.8,2501.0,2025-04-25 12:19:09,7
79.4,51.3,2501.0,2025-04-25 12:19:10,7
