ram_percent,cpu_percent,cpu_freq,dataHora,maquinaId
73.0,6.9,2501.0,2025-04-25 12:09:54,7
72.9,4.0,2000.0,2025-04-25 12:09:55,7
72.9,6.7,2501.0,2025-04-25 12:09:56,7
73.0,6.2,1400.0,2025-04-25 12:09:57,7
73.0,5.5,2500.0,2025-04-25 12:09:59,7
72.9,7.0,2500.0,2025-04-25 12:10:00,7
72.8,5.2,1800.0,2025-04-25 12:10:01,7
72.8,6.0,1600.0,2025-04-25 12:10:02,7
72.9,4.8,2500.0,2025-04-25 12:10:03,7
72.8,7.5,2501.0,2025-04-25 12:10:04,7
72.9,6.6,2501.0,2025-04-25 12:10:05,7
72.9,5.8,1600.0,2025-04-25 12:10:06,7
73.0,7.2,2501.0,2025-04-25 12:10:07,7
73.0,9.8,2501.0,2025-04-25 12:10:08,7
73.0,11.1,2501.0,2025-04-25 12:10:09,7
72.9,18.5,2000.0,2025-04-25 12:10:10,7
72.9,15.0,2501.0,2025-04-25 12:10:11,7
72.8,9.9,2000.0,2025-04-25 12:10:12,7
72.8,9.1,2000.0,2025-04-25 12:10:13,7
72.8,5.6,2501.0,2025-04-25 12:10:14,7
72.7,5.6,1600.0,2025-04-25 12:10:15,7
72.8,3.7,1600.0,2025-04-25 12:10:16,7
72.7,6.7,1600.0,2025-04-25 12:10:17,7
72.8,4.1,1400.0,2025-04-25 12:10:19,7
72.8,6.6,2501.0,2025-04-25 12:10:20,7
72.7,5.9,1600.0,2025-04-25 12:10:21,7
72.8,4.9,2500.0,2025-04-25 12:10:22,7
72.8,5.9,2501.0,2025-04-25 12:10:23,7
72.8,3.0,1800.0,2025-04-25 12:10:24,7
72.8,8.4,2000.0,2025-04-25 12:10:25,7
72.8,3.7,1600.0,2025-04-25 12:10:26,7
72.7,3.8,1600.0,2025-04-25 12:10:27,7
72.8,6.3,2000.0,2025-04-25 12:10:28,7
72.3,15.6,2000.0,2025-04-25 12:10:29,7
72.5,7.0,2000.0,2025-04-25 12:10:30,7
72.5,4.8,1800.0,2025-04-25 12:10:31,7
72.4,7.8,2000.0,2025-04-25 12:10:32,7
72.4,4.0,2000.0,2025-04-25 12:10:33,7
72.4,6.3,2501.0,2025-04-25 12:10:34,7
72.5,4.7,1800.0,2025-04-25 12:10:35,7
72.1,11.9,1800.0,2025-04-25 12:10:36,7
72.2,4.8,2501.0,2025-04-25 12:10:38,7
72.1,3.7,2000.0,2025-04-25 12:10:39,7
72.2,5.2,1600.0,2025-04-25 12:10:40,7
72.2,6.7,2501.0,2025-04-25 12:10:41,7
72.2,4.4,1600.0,2025-04-25 12:10:42,7
72.2,4.2,2501.0,2025-04-25 12:10:43,7
72.1,5.1,1800.0,2025-04-25 12:10:44,7
72.2,6.3,1800.0,2025-04-25 12:10:45,7
72.2,3.4,1800.0,2025-04-25 12:10:46,7
72.2,5.2,2000.0,2025-04-25 12:10:47,7
72.2,4.5,1800.0,2025-04-25 12:10:48,7
72.7,6.2,1600.0,2025-04-25 12:10:49,7
72.7,6.2,2501.0,2025-04-25 12:10:50,7
72.7,5.9,1800.0,2025-04-25 12:10:51,7
72.7,6.9,2501.0,2025-04-25 12:10:52,7
72.5,4.9,2501.0,2025-04-25 12:10:53,7
72.7,2.9,1800.0,2025-04-25 12:10:54,7
72.6,5.1,2000.0,2025-04-25 12:10:55,7
72.7,6.9,1800.0,2025-04-25 12:10:56,7
72.6,14.4,2501.0,2025-04-25 12:10:58,7
72.8,4.4,2000.0,2025-04-25 12:10:59,7
72.8,9.6,2501.0,2025-04-25 12:11:00,7
73.1,20.1,2501.0,2025-04-25 12:11:01,7
73.3,75.4,2501.0,2025-04-25 12:11:02,7
73.1,67.1,2501.0,2025-04-25 12:11:03,7
73.0,29.1,2501.0,2025-04-25 12:11:04,7
72.9,14.1,2501.0,2025-04-25 12:11:05,7
72.9,4.5,2501.0,2025-04-25 12:11:06,7
72.7,5.9,1600.0,2025-04-25 12:11:07,7
72.7,14.8,2501.0,2025-04-25 12:11:08,7
72.7,7.1,2501.0,2025-04-25 12:11:09,7
72.8,11.3,2500.0,2025-04-25 12:11:10,7
72.8,4.7,1600.0,2025-04-25 12:11:11,7
72.8,3.4,2501.0,2025-04-25 12:11:12,7
72.7,7.5,1400.0,2025-04-25 12:11:14,7
72.7,14.6,2500.0,2025-04-25 12:11:15,7
72.8,16.9,2501.0,2025-04-25 12:11:16,7
72.8,13.6,2501.0,2025-04-25 12:11:17,7
72.8,12.7,2501.0,2025-04-25 12:11:18,7
72.7,7.4,2501.0,2025-04-25 12:11:19,7
72.9,13.5,2501.0,2025-04-25 12:11:20,7
72.9,11.3,1200.0,2025-04-25 12:11:21,7
72.9,3.7,1200.0,2025-04-25 12:11:22,7
72.7,6.0,2501.0,2025-04-25 12:11:23,7
72.8,6.8,2501.0,2025-04-25 12:11:24,7
72.8,7.1,2501.0,2025-04-25 12:11:25,7
72.8,13.7,2500.0,2025-04-25 12:11:26,7
72.7,3.7,1800.0,2025-04-25 12:11:27,7
73.0,47.5,2501.0,2025-04-25 12:11:28,7
73.5,19.3,2501.0,2025-04-25 12:11:29,7
73.7,4.9,2501.0,2025-04-25 12:11:30,7
73.6,4.5,2501.0,2025-04-25 12:11:31,7
73.2,5.1,2000.0,2025-04-25 12:11:32,7
73.1,12.7,2501.0,2025-04-25 12:11:33,7
73.1,6.3,2501.0,2025-04-25 12:11:34,7
73.0,3.0,2500.0,2025-04-25 12:11:35,7
73.1,5.1,1600.0,2025-04-25 12:11:37,7
73.1,9.0,2501.0,2025-04-25 12:11:38,7
73.0,11.7,2501.0,2025-04-25 12:11:39,7
