ram_percent,cpu_percent,cpu_freq,dataHora,maquinaId
80.7,6.2,2501.0,2025-04-25 11:54:46,7
80.5,13.6,2501.0,2025-04-25 11:54:47,7
80.5,11.6,1800.0,2025-04-25 11:54:48,7
80.5,11.3,2000.0,2025-04-25 11:54:49,7
80.5,17.1,2501.0,2025-04-25 11:54:51,7
80.4,15.9,1800.0,2025-04-25 11:54:52,7
80.5,6.0,1400.0,2025-04-25 11:54:53,7
80.4,2.3,2501.0,2025-04-25 11:54:54,7
80.5,6.2,1800.0,2025-04-25 11:54:55,7
80.5,5.2,1800.0,2025-04-25 11:54:56,7
80.5,6.7,1600.0,2025-04-25 11:54:57,7
80.5,7.4,1600.0,2025-04-25 11:54:58,7
80.4,7.4,1600.0,2025-04-25 11:54:59,7
80.4,6.4,1800.0,2025-04-25 11:55:00,7
80.6,3.4,1600.0,2025-04-25 11:55:01,7
80.5,3.3,2000.0,2025-04-25 11:55:02,7
80.6,4.3,2000.0,2025-04-25 11:55:03,7
80.5,3.7,1200.0,2025-04-25 11:55:04,7
80.5,4.4,2000.0,2025-04-25 11:55:05,7
80.5,5.1,1800.0,2025-04-25 11:55:06,7
80.5,5.1,1800.0,2025-04-25 11:55:07,7
80.4,6.7,2500.0,2025-04-25 11:55:09,7
80.5,6.0,2501.0,2025-04-25 11:55:10,7
80.6,10.0,1600.0,2025-04-25 11:55:11,7
80.5,3.7,2501.0,2025-04-25 11:55:12,7
80.5,5.5,1400.0,2025-04-25 11:55:13,7
80.5,2.3,2501.0,2025-04-25 11:55:14,7
80.5,4.8,2000.0,2025-04-25 11:55:15,7
80.5,13.5,2501.0,2025-04-25 11:55:16,7
80.4,12.7,1200.0,2025-04-25 11:55:17,7
80.4,3.0,1400.0,2025-04-25 11:55:18,7
80.4,5.2,2000.0,2025-04-25 11:55:19,7
80.5,3.7,1600.0,2025-04-25 11:55:20,7
80.4,3.7,1600.0,2025-04-25 11:55:21,7
80.4,4.5,2000.0,2025-04-25 11:55:22,7
80.4,4.9,1800.0,2025-04-25 11:55:23,7
80.4,6.5,2500.0,2025-04-25 11:55:24,7
80.5,1.5,1800.0,2025-04-25 11:55:25,7
