ram_uso,ram_percent,ram_livre,rede_sent,rede_recv,cpu_freq,cpu_ociosidade_dias,cpu_percent,dataHora,maquinaId
7361802240,87.4,1060818944,7906068,6359733,2501.0,3,80.5,2025-04-20 22:58:14,4
7336259584,87.1,1087373312,7906346,6359848,2501.0,3,49.8,2025-04-20 22:58:15,4
7336714240,87.1,1088729088,7906598,6359928,2501.0,3,28.0,2025-04-20 22:58:16,4
7323115520,86.9,1095942144,7906907,6360004,2501.0,3,25.6,2025-04-20 22:58:17,4
7335813120,87.1,1087696896,7907168,6360052,2501.0,3,43.3,2025-04-20 22:58:19,4
7327850496,87.0,1098416128,7907376,6360099,2501.0,3,40.8,2025-04-20 22:58:20,4
7325982720,87.0,1097449472,7907683,6360147,2501.0,3,22.3,2025-04-20 22:58:21,4
7325892608,87.0,1094402048,7907940,6360208,2501.0,3,32.4,2025-04-20 22:58:22,4
7358541824,87.0,1095950336,7908224,6360252,2501.0,3,47.5,2025-04-20 22:58:24,4
7336255488,87.1,1085526016,7908527,6360300,2501.0,3,23.9,2025-04-20 22:58:25,4
