ram_percent,ram_uso,cpu_ociosidade_dias,rede_sent,rede_recv,cpu_freq,cpu_percent,ram_livre,dataHora,maquinaId
71.8,12098027520,121,1237752,709104,1700.0,21.3,4745797632,2025-04-21 22:00:52,9
71.9,12113551360,121,1238931,709467,1700.0,24.4,4734570496,2025-04-21 22:00:54,9
72.0,12132712448,121,1239834,709811,1700.0,22.5,4720852992,2025-04-21 22:00:57,9
72.0,12134367232,121,1240433,709873,1700.0,28.2,4712869888,2025-04-21 22:00:59,9
72.1,12147662848,121,1241140,710202,1700.0,23.6,4700188672,2025-04-21 22:01:00,9
72.0,12136763392,121,1241746,710337,1700.0,22.6,4711186432,2025-04-21 22:01:02,9
72.0,12135055360,121,1242373,710551,1700.0,21.5,4712812544,2025-04-21 22:01:04,9
72.0,12128370688,121,1243168,710908,1700.0,20.2,4718243840,2025-04-21 22:01:07,9
72.0,12130172928,121,1244196,710992,1700.0,30.8,4717559808,2025-04-21 22:01:09,9
71.9,12117221376,121,1245051,711078,1700.0,22.9,4730650624,2025-04-21 22:01:11,9
71.9,12120444928,121,1245941,711225,1700.0,21.6,4728369152,2025-04-21 22:01:13,9
71.9,12120788992,121,1246685,711327,1700.0,20.0,4727156736,2025-04-21 22:01:14,9
72.0,12122652672,121,1247690,711629,1700.0,21.4,4725514240,2025-04-21 22:01:16,9
72.0,12131684352,121,1248366,711763,1700.0,26.7,4717297664,2025-04-21 22:01:18,9
72.0,12133134336,121,1249352,712344,1700.0,23.1,4710809600,2025-04-21 22:01:20,9
72.0,12132126720,121,1250202,712622,1700.0,18.6,4716081152,2025-04-21 22:01:22,9
72.1,12142034944,121,1251351,712799,1700.0,19.4,4705972224,2025-04-21 22:01:25,9
72.1,12148764672,121,1252452,713061,1700.0,21.8,4696416256,2025-04-21 22:01:27,9
72.1,12150861824,121,1253510,713221,1700.0,30.3,4697010176,2025-04-21 22:01:29,9
72.1,12139651072,121,1254015,713258,1700.0,23.4,4708818944,2025-04-21 22:01:31,9
72.1,12142764032,121,1255097,713550,1700.0,25.5,4706041856,2025-04-21 22:01:33,9
72.0,12137312256,121,1255569,713592,1700.0,13.0,4708679680,2025-04-21 22:01:35,9
72.2,12157931520,121,1256295,713801,1700.0,19.3,4689915904,2025-04-21 22:01:37,9
72.3,12182839296,121,1257322,714135,1700.0,30.6,4665974784,2025-04-21 22:01:39,9
72.3,12184674304,121,1257934,714353,1700.0,24.2,4658860032,2025-04-21 22:01:40,9
72.3,12180041728,121,1258639,714487,1700.0,28.3,4669997056,2025-04-21 22:01:42,9
72.2,12169551872,121,1259133,714546,1700.0,18.6,4678328320,2025-04-21 22:01:44,9
72.3,12175900672,121,1260049,714699,1700.0,24.2,4672655360,2025-04-21 22:01:46,9
72.2,12170588160,121,1260929,714750,1700.0,34.9,4677525504,2025-04-21 22:01:48,9
72.5,12206731264,121,1261782,714888,1700.0,43.5,4623831040,2025-04-21 22:01:50,9
72.6,12233244672,121,1262643,715012,1700.0,28.4,4613152768,2025-04-21 22:01:52,9
72.7,12243419136,121,1263260,715072,1700.0,14.8,4606160896,2025-04-21 22:01:54,9
72.6,12238221312,121,1263759,715193,1700.0,13.9,4609777664,2025-04-21 22:01:56,9
72.8,12257914880,121,1264836,715724,1700.0,33.3,4591071232,2025-04-21 22:01:57,9
72.5,12209635328,121,1265368,715921,1700.0,17.0,4630990848,2025-04-21 22:01:59,9
72.5,12206592000,121,1266019,716031,1700.0,25.2,4641296384,2025-04-21 22:02:01,9
72.5,12207734784,121,1266932,716300,1700.0,23.5,4640210944,2025-04-21 22:02:03,9
72.5,12214919168,121,1267838,716535,1700.0,23.6,4636344320,2025-04-21 22:02:05,9
72.6,12224811008,121,1268817,716840,1700.0,34.8,4623036416,2025-04-21 22:02:07,9
72.8,12262547456,121,1269470,717140,1700.0,37.9,4582227968,2025-04-21 22:02:09,9
72.9,12282355712,121,1270339,717409,1700.0,28.4,4565721088,2025-04-21 22:02:10,9
72.8,12270407680,121,1271068,717690,1700.0,17.5,4577730560,2025-04-21 22:02:12,9
72.8,12268929024,121,1271852,718015,1700.0,18.7,4576059392,2025-04-21 22:02:14,9
72.8,12268404736,121,1272808,718085,1700.0,15.9,4579467264,2025-04-21 22:02:16,9
72.7,12248121344,121,1273308,718188,1700.0,16.4,4598427648,2025-04-21 22:02:18,9
72.6,12231462912,121,1274415,718434,1700.0,26.6,4611682304,2025-04-21 22:02:20,9
72.6,12226387968,121,1275443,718751,1700.0,23.7,4621762560,2025-04-21 22:02:22,9
72.6,12224610304,121,1275816,718910,1700.0,14.6,4624785408,2025-04-21 22:02:24,9
72.6,12223868928,121,1276578,719207,1700.0,17.7,4624842752,2025-04-21 22:02:26,9
72.6,12237496320,121,1277299,719292,1700.0,22.5,4610539520,2025-04-21 22:02:28,9
72.6,12235010048,121,1278337,719599,1700.0,25.1,4612927488,2025-04-21 22:02:29,9
72.6,12224659456,121,1278869,719847,1700.0,19.5,4624842752,2025-04-21 22:02:31,9
72.8,12269654016,121,1279815,720172,1700.0,19.3,4547530752,2025-04-21 22:02:33,9
72.6,12225368064,121,1281178,720235,1700.0,16.0,4621377536,2025-04-21 22:02:37,9
73.0,12302864384,121,1281846,720352,1700.0,21.6,4608135168,2025-04-21 22:02:39,9
72.6,12226867200,121,1282970,720430,1700.0,15.3,4621783040,2025-04-21 22:02:41,9
72.6,12233052160,121,1283732,720562,1700.0,24.0,4614819840,2025-04-21 22:02:43,9
72.6,12236288000,121,1284622,720779,1700.0,23.4,4611596288,2025-04-21 22:02:45,9
72.6,12227616768,121,1285846,721185,1700.0,18.1,4619268096,2025-04-21 22:02:47,9
72.6,12228149248,121,1286697,721320,1700.0,19.4,4590276608,2025-04-21 22:02:50,9
72.6,12229066752,121,1288736,721934,1700.0,16.9,4633513984,2025-04-21 22:02:55,9
72.3,12187480064,121,1289647,722016,1700.0,19.5,4660453376,2025-04-21 22:02:56,9
72.3,12190380032,121,1290498,722178,1700.0,21.1,4656209920,2025-04-21 22:02:58,9
72.3,12182380544,121,1291337,722300,1700.0,26.6,4663980032,2025-04-21 22:03:00,9
72.2,12168364032,121,1292411,722641,1700.0,20.7,4695564288,2025-04-21 22:03:02,9
72.1,12147929088,121,1293278,722881,1700.0,18.4,4702494720,2025-04-21 22:03:04,9
72.1,12154826752,121,1294106,722983,1700.0,19.0,4693049344,2025-04-21 22:03:06,9
72.2,12158750720,121,1294961,723074,1700.0,21.1,4689133568,2025-04-21 22:03:07,9
72.1,12142727168,121,1295990,723150,1700.0,24.1,4705447936,2025-04-21 22:03:09,9
71.8,12093956096,121,1296771,723195,1700.0,20.5,4753674240,2025-04-21 22:03:11,9
71.8,12104482816,121,1297442,723477,1700.0,16.6,4743479296,2025-04-21 22:03:13,9
71.8,12086804480,121,1298073,723600,1700.0,16.0,4760535040,2025-04-21 22:03:15,9
72.4,12200288256,121,1298741,723953,1700.0,24.3,4706570240,2025-04-21 22:03:17,9
72.2,12165607424,121,1299751,724228,1700.0,41.8,4682813440,2025-04-21 22:03:19,9
72.4,12192755712,121,1300641,724654,1700.0,31.0,4648517632,2025-04-21 22:03:21,9
72.5,12214865920,121,1301989,725309,1700.0,35.4,4639481856,2025-04-21 22:03:23,9
72.8,12272472064,121,1302743,725436,1700.0,32.9,4574580736,2025-04-21 22:03:25,9
72.9,12275167232,121,1303737,725708,1700.0,30.0,4572770304,2025-04-21 22:03:26,9
72.8,12259512320,121,1304335,725811,1700.0,19.6,4589645824,2025-04-21 22:03:28,9
72.7,12246679552,121,1304945,725906,1700.0,18.8,4601208832,2025-04-21 22:03:30,9
72.5,12210642944,121,1305477,725949,1700.0,15.7,4638760960,2025-04-21 22:03:32,9
72.4,12205633536,121,1306157,726250,1700.0,22.8,4642570240,2025-04-21 22:03:34,9
72.4,12200005632,121,1307249,726371,1700.0,18.7,4647591936,2025-04-21 22:03:36,9
72.4,12205903872,121,1308017,726470,1700.0,23.7,4641968128,2025-04-21 22:03:38,9
72.4,12194959360,121,1308678,726548,1700.0,19.5,4645941248,2025-04-21 22:03:40,9
72.2,12163661824,121,1309671,726658,1700.0,24.0,4684210176,2025-04-21 22:03:41,9
72.1,12151398400,121,1310583,726696,1700.0,22.8,4696473600,2025-04-21 22:03:43,9
72.1,12142026752,121,1311332,726732,1700.0,19.7,4705685504,2025-04-21 22:03:45,9
72.1,12143697920,121,1312056,726848,1700.0,19.7,4704317440,2025-04-21 22:03:47,9
72.3,12179546112,121,1313209,727148,1700.0,28.3,4668833792,2025-04-21 22:03:49,9
72.3,12177924096,121,1313816,727187,1700.0,15.2,4671373312,2025-04-21 22:03:51,9
72.4,12196106240,121,1314801,727633,1700.0,24.1,4652081152,2025-04-21 22:03:53,9
72.2,12168466432,121,1315245,727726,1700.0,21.5,4661788672,2025-04-21 22:03:55,9
72.4,12196827136,121,1316279,727971,1700.0,21.6,4656250880,2025-04-21 22:03:57,9
72.3,12183752704,121,1317260,728045,1700.0,38.5,4663394304,2025-04-21 22:03:59,9
72.3,12185731072,121,1318130,728251,1700.0,32.2,4662583296,2025-04-21 22:04:00,9
72.3,12176261120,121,1318764,728326,1700.0,16.8,4673912832,2025-04-21 22:04:02,9
72.2,12166184960,121,1319767,728812,1700.0,18.8,4681789440,2025-04-21 22:04:05,9
72.1,12149317632,121,1320169,728903,1700.0,17.2,4694626304,2025-04-21 22:04:06,9
72.2,12169498624,121,1321248,729207,1700.0,31.7,4678680576,2025-04-21 22:04:08,9
