cpu_ociosidade_dias,ram_percent,rede_sent,ram_uso,ram_livre,cpu_percent,cpu_freq,rede_recv,dataHora,maquinaId
8,70.0,197214,5904793600,2517901312,8.9,2501.0,385516,2025-04-24 19:08:48,6
8,70.1,197237,5900001280,2522763264,9.9,2501.0,385565,2025-04-24 19:08:49,6
8,70.0,197259,5893992448,2528669696,18.2,2501.0,385601,2025-04-24 19:08:51,6
8,69.9,197266,5889830912,2532597760,6.6,2501.0,385622,2025-04-24 19:08:52,6
8,70.1,197274,5899968512,2522910720,8.1,2501.0,385635,2025-04-24 19:08:53,6
8,70.0,197281,5895196672,2515968000,6.4,2501.0,385654,2025-04-24 19:08:54,6
8,70.0,197299,5896163328,2530955264,7.3,2501.0,385693,2025-04-24 19:08:55,6
8,70.0,197308,5896523776,2526220288,5.5,2501.0,385714,2025-04-24 19:08:56,6
8,70.1,197317,5898739712,2523922432,11.6,2501.0,385733,2025-04-24 19:08:58,6
8,70.1,197324,5905199104,2517544960,6.5,2501.0,385749,2025-04-24 19:08:59,6
8,70.0,197334,5897191424,2525401088,7.9,2501.0,385757,2025-04-24 19:09:00,6
8,70.0,197345,5894852608,2527940608,5.5,2501.0,385776,2025-04-24 19:09:01,6
8,70.1,197356,5903433728,2519310336,8.8,2501.0,385800,2025-04-24 19:09:02,6
8,70.1,197365,5899333632,2523492352,5.8,2501.0,385823,2025-04-24 19:09:03,6
8,70.0,197371,5890547712,2532818944,18.6,2501.0,385840,2025-04-24 19:09:04,6
8,70.0,197384,5891878912,2530885632,5.9,2501.0,385862,2025-04-24 19:09:06,6
8,70.0,197391,5885812736,2537013248,6.8,2501.0,385880,2025-04-24 19:09:07,6
8,70.1,197405,5895950336,2526711808,11.8,2501.0,385901,2025-04-24 19:09:08,6
8,70.0,197415,5891194880,2531549184,6.5,2501.0,385929,2025-04-24 19:09:09,6
8,70.0,197419,5893332992,2529411072,8.8,2501.0,385943,2025-04-24 19:09:10,6
8,69.9,197428,5888724992,2534182912,6.2,2501.0,385965,2025-04-24 19:09:11,6
8,70.0,197438,5894746112,2527916032,6.3,2501.0,385991,2025-04-24 19:09:12,6
8,70.0,197453,5892272128,2528534528,5.9,2501.0,386017,2025-04-24 19:09:14,6
8,70.0,197468,5889466368,2533195776,9.0,2501.0,386062,2025-04-24 19:09:15,6
8,69.9,197477,5886533632,2536013824,5.9,2501.0,386085,2025-04-24 19:09:16,6
8,70.0,197480,5896945664,2525519872,24.4,2501.0,386105,2025-04-24 19:09:17,6
8,70.4,197500,5928017920,2494181376,56.1,2501.0,386153,2025-04-24 19:09:18,6
8,71.0,197516,5979348992,2443345920,30.4,2501.0,386182,2025-04-24 19:09:20,6
8,71.0,197553,5979435008,2442850304,26.9,2501.0,386237,2025-04-24 19:09:21,6
8,70.9,197566,5972525056,2450239488,18.3,2501.0,386266,2025-04-24 19:09:22,6
8,70.9,197577,5973196800,2449436672,7.6,2501.0,386293,2025-04-24 19:09:23,6
8,71.0,197581,5977497600,2445180928,8.4,2501.0,386307,2025-04-24 19:09:24,6
8,71.0,197604,5980594176,2442067968,8.7,2501.0,386343,2025-04-24 19:09:25,6
8,71.0,197631,5980585984,2442006528,10.7,2501.0,386405,2025-04-24 19:09:26,6
8,71.0,197661,5982875648,2439786496,11.9,2501.0,386447,2025-04-24 19:09:27,6
8,71.0,197674,5982932992,2439725056,6.9,2501.0,386465,2025-04-24 19:09:29,6
8,71.0,197685,5982990336,2439667712,7.2,2501.0,386491,2025-04-24 19:09:30,6
8,71.1,197705,5989650432,2433011712,11.2,2501.0,386527,2025-04-24 19:09:31,6
8,71.1,197713,5988999168,2433662976,18.9,2501.0,386551,2025-04-24 19:09:32,6
8,71.1,197722,5987823616,2434838528,21.1,2501.0,386574,2025-04-24 19:09:33,6
8,71.0,197727,5977067520,2445594624,18.6,2501.0,386590,2025-04-24 19:09:34,6
8,71.0,197742,5977223168,2445172736,14.7,2501.0,386626,2025-04-24 19:09:36,6
8,71.0,197751,5978333184,2444271616,17.8,2501.0,386639,2025-04-24 19:09:37,6
8,71.1,197766,5984436224,2438336512,17.5,2501.0,386670,2025-04-24 19:09:38,6
8,71.1,197774,5985161216,2437500928,5.5,2501.0,386689,2025-04-24 19:09:39,6
8,71.0,197788,5983391744,2439139328,9.4,2501.0,386714,2025-04-24 19:09:40,6
