ram_percent,cpu_percent,cpu_freq,dataHora,maquinaId
80.4,4.0,2500.0,2025-04-25 11:51:10,7
80.5,5.2,2501.0,2025-04-25 11:51:11,7
80.5,4.9,2501.0,2025-04-25 11:51:12,7
80.5,4.1,2000.0,2025-04-25 11:51:13,7
80.4,4.8,2500.0,2025-04-25 11:51:14,7
80.5,7.5,2501.0,2025-04-25 11:51:15,7
80.4,8.3,2501.0,2025-04-25 11:51:17,7
80.4,13.2,1800.0,2025-04-25 11:51:18,7
80.3,4.1,2000.0,2025-04-25 11:51:19,7
80.4,5.1,1400.0,2025-04-25 11:51:20,7
80.4,2.9,1600.0,2025-04-25 11:51:21,7
80.4,2.2,1600.0,2025-04-25 11:51:22,7
80.4,6.6,1600.0,2025-04-25 11:51:23,7
80.4,3.0,1400.0,2025-04-25 11:51:24,7
80.4,6.3,1400.0,2025-04-25 11:51:25,7
80.4,7.5,1800.0,2025-04-25 11:51:26,7
80.4,5.1,2000.0,2025-04-25 11:51:27,7
80.4,4.4,1800.0,2025-04-25 11:51:28,7
80.4,5.7,2501.0,2025-04-25 11:51:29,7
80.4,15.9,2501.0,2025-04-25 11:51:30,7
80.4,13.1,2501.0,2025-04-25 11:51:31,7
80.4,15.3,1800.0,2025-04-25 11:51:32,7
80.3,12.1,2501.0,2025-04-25 11:51:33,7
80.4,13.6,1400.0,2025-04-25 11:51:34,7
80.4,4.1,1800.0,2025-04-25 11:51:35,7
80.4,7.0,1600.0,2025-04-25 11:51:37,7
80.4,5.9,1400.0,2025-04-25 11:51:38,7
80.2,6.0,2501.0,2025-04-25 11:51:39,7
80.3,62.7,2501.0,2025-04-25 11:51:40,7
80.1,53.8,2501.0,2025-04-25 11:51:41,7
80.0,46.3,2501.0,2025-04-25 11:51:42,7
80.0,23.1,2501.0,2025-04-25 11:51:43,7
80.0,13.2,2500.0,2025-04-25 11:51:44,7
80.0,6.2,1800.0,2025-04-25 11:51:45,7
80.0,8.9,2000.0,2025-04-25 11:51:46,7
80.0,4.7,2000.0,2025-04-25 11:51:47,7
79.9,4.4,2500.0,2025-04-25 11:51:48,7
79.9,7.5,2501.0,2025-04-25 11:51:49,7
79.9,3.7,1400.0,2025-04-25 11:51:50,7
79.9,7.1,1600.0,2025-04-25 11:51:51,7
79.9,4.4,2000.0,2025-04-25 11:51:52,7
79.9,4.8,1400.0,2025-04-25 11:51:54,7
79.9,5.2,1600.0,2025-04-25 11:51:55,7
79.8,4.8,1600.0,2025-04-25 11:51:56,7
80.0,5.2,1400.0,2025-04-25 11:51:57,7
79.9,2.7,2501.0,2025-04-25 11:51:58,7
79.9,5.1,2000.0,2025-04-25 11:51:59,7
80.0,8.0,2501.0,2025-04-25 11:52:00,7
80.0,2.2,1600.0,2025-04-25 11:52:01,7
80.1,7.0,2000.0,2025-04-25 11:52:02,7
80.0,4.1,2000.0,2025-04-25 11:52:03,7
80.0,5.6,1600.0,2025-04-25 11:52:04,7
80.0,10.1,2501.0,2025-04-25 11:52:05,7
80.0,14.8,1200.0,2025-04-25 11:52:06,7
80.0,5.6,1800.0,2025-04-25 11:52:07,7
80.0,5.9,1600.0,2025-04-25 11:52:08,7
80.0,4.9,1400.0,2025-04-25 11:52:09,7
80.0,7.0,2000.0,2025-04-25 11:52:11,7
79.9,4.8,1800.0,2025-04-25 11:52:12,7
80.0,5.6,1600.0,2025-04-25 11:52:13,7
80.0,5.6,1800.0,2025-04-25 11:52:14,7
80.0,3.7,1800.0,2025-04-25 11:52:15,7
80.0,2.6,1600.0,2025-04-25 11:52:16,7
80.0,6.7,1800.0,2025-04-25 11:52:17,7
80.0,4.5,2000.0,2025-04-25 11:52:18,7
80.0,4.0,1600.0,2025-04-25 11:52:19,7
80.0,5.6,1600.0,2025-04-25 11:52:20,7
80.0,1.8,1800.0,2025-04-25 11:52:21,7
80.0,1.5,1600.0,2025-04-25 11:52:22,7
80.0,2.6,1600.0,2025-04-25 11:52:23,7
80.0,4.8,1800.0,2025-04-25 11:52:24,7
80.0,3.3,1400.0,2025-04-25 11:52:25,7
80.1,6.3,1600.0,2025-04-25 11:52:26,7
80.0,3.4,2501.0,2025-04-25 11:52:27,7
80.1,9.4,1800.0,2025-04-25 11:52:28,7
80.0,0.7,1600.0,2025-04-25 11:52:29,7
80.1,4.1,1600.0,2025-04-25 11:52:31,7
79.9,15.3,2500.0,2025-04-25 11:52:32,7
80.0,5.5,1800.0,2025-04-25 11:52:33,7
79.9,3.0,1800.0,2025-04-25 11:52:34,7
80.0,1.9,1600.0,2025-04-25 11:52:35,7
79.9,12.1,1800.0,2025-04-25 11:52:36,7
79.9,12.3,1200.0,2025-04-25 11:52:37,7
79.9,10.6,1800.0,2025-04-25 11:52:38,7
80.0,22.8,2501.0,2025-04-25 11:52:39,7
80.0,66.7,2501.0,2025-04-25 11:52:40,7
80.0,24.8,2501.0,2025-04-25 11:52:41,7
80.0,64.9,2501.0,2025-04-25 11:52:42,7
80.0,22.4,2501.0,2025-04-25 11:52:43,7
80.0,16.9,1600.0,2025-04-25 11:52:44,7
80.0,4.0,1600.0,2025-04-25 11:52:45,7
79.9,6.0,1400.0,2025-04-25 11:52:46,7
79.9,2.9,1800.0,2025-04-25 11:52:47,7
80.0,1.9,1200.0,2025-04-25 11:52:48,7
80.1,4.8,1600.0,2025-04-25 11:52:50,7
80.1,4.8,1600.0,2025-04-25 11:52:51,7
80.2,3.4,2501.0,2025-04-25 11:52:52,7
80.2,5.6,1600.0,2025-04-25 11:52:53,7
80.3,1.5,1000.0,2025-04-25 11:52:54,7
80.3,4.9,2501.0,2025-04-25 11:52:55,7
