cpu_ociosidade_dias,ram_percent,rede_sent,ram_uso,ram_livre,cpu_percent,cpu_freq,rede_recv,dataHora,maquinaId
8,94.7,42569,7979495424,439021568,81.1,2501.0,91780,2025-04-25 10:43:51,6
8,95.0,42630,7983177728,440414208,92.4,2501.0,91934,2025-04-25 10:43:53,6
8,94.9,42654,7996567552,426098688,91.3,2501.0,91977,2025-04-25 10:43:54,6
8,95.4,42771,8038354944,378384384,100.0,2501.0,92192,2025-04-25 10:43:56,6
8,95.5,42813,8045043712,377622528,98.6,2501.0,92293,2025-04-25 10:43:57,6
8,95.8,42866,8067874816,354762752,86.9,2501.0,92345,2025-04-25 10:43:59,6
8,95.9,42896,8078454784,344064000,96.4,2501.0,92407,2025-04-25 10:44:00,6
8,95.9,42927,8084406272,336424960,83.4,2501.0,92453,2025-04-25 10:44:02,6
8,96.1,42949,8102322176,320339968,67.4,2501.0,92488,2025-04-25 10:44:03,6
8,96.3,42954,8111890432,311443456,87.7,2501.0,92512,2025-04-25 10:44:04,6
8,96.4,42977,8116285440,306708480,62.8,2501.0,92556,2025-04-25 10:44:06,6
8,96.4,42987,8116457472,306372608,76.7,2501.0,92583,2025-04-25 10:44:07,6
8,96.4,43006,8118636544,305590272,67.6,2501.0,92625,2025-04-25 10:44:08,6
8,96.4,43027,8119595008,303788032,69.7,2501.0,92673,2025-04-25 10:44:10,6
8,96.4,43040,8119259136,303419392,76.2,2501.0,92709,2025-04-25 10:44:12,6
8,96.4,43061,8122138624,300523520,80.1,2501.0,92757,2025-04-25 10:44:13,6
8,97.2,43359,8190017536,231800832,97.5,2501.0,93530,2025-04-25 10:44:17,6
8,97.5,43762,8256565248,162144256,100.0,2501.0,94793,2025-04-25 10:44:19,6
8,98.6,44043,8307097600,162967552,100.0,2501.0,95459,2025-04-25 10:44:21,6
8,97.9,44281,8244879360,174641152,100.0,2501.0,95896,2025-04-25 10:44:23,6
8,97.8,44682,8282025984,140636160,96.3,2501.0,96490,2025-04-25 10:44:25,6
8,97.1,44919,8188256256,216965120,100.0,2501.0,96796,2025-04-25 10:44:27,6
8,96.9,44953,8159903744,262758400,67.9,2501.0,96848,2025-04-25 10:44:28,6
8,96.9,45023,8162336768,259538944,42.9,2501.0,97035,2025-04-25 10:44:29,6
8,97.0,45110,8164233216,258428928,74.9,2501.0,97128,2025-04-25 10:44:31,6
8,97.1,45125,8178237440,244473856,78.1,2501.0,97168,2025-04-25 10:44:32,6
8,97.1,45457,8179888128,227827712,82.3,2501.0,98008,2025-04-25 10:44:33,6
8,97.6,45711,8218808320,203874304,64.7,2501.0,98578,2025-04-25 10:44:35,6
8,97.8,46013,8270036992,131543040,86.6,2501.0,99119,2025-04-25 10:44:36,6
8,98.0,46188,8240549888,182112256,87.6,2501.0,99531,2025-04-25 10:44:38,6
8,98.1,46234,8262737920,159924224,67.2,2501.0,99631,2025-04-25 10:44:39,6
8,98.1,46282,8261636096,161005568,39.6,2501.0,99691,2025-04-25 10:44:40,6
8,98.1,46310,8265183232,157478912,31.0,2501.0,99747,2025-04-25 10:44:42,6
8,98.0,46331,8256679936,165982208,37.7,2501.0,99792,2025-04-25 10:44:43,6
8,98.2,46372,8271294464,151367680,32.7,2501.0,99855,2025-04-25 10:44:44,6
8,98.8,46490,8332144640,40013824,82.3,2501.0,100105,2025-04-25 10:44:45,6
8,97.9,46568,8248070144,173248512,95.7,2501.0,100191,2025-04-25 10:44:46,6
8,98.1,46615,8258207744,164622336,95.3,2501.0,100257,2025-04-25 10:44:48,6
8,98.1,46663,8262103040,160559104,38.3,2501.0,100362,2025-04-25 10:44:49,6
