cpu_freq,ram_uso,rede_sent,cpu_ociosidade_dias,rede_recv,ram_percent,ram_livre,cpu_percent,dataHora,maquinaId
2501.0,7312883712,226305,4,489410,86.8,1107628032,26.8,2025-04-21 15:51:58,5
2000.0,7306309632,226318,4,489423,86.7,1116356608,32.9,2025-04-21 15:51:59,5
2501.0,7294447616,226442,4,490362,86.7,1124126720,61.8,2025-04-21 15:52:01,5
2500.0,7288541184,226483,4,490411,86.5,1134120960,16.6,2025-04-21 15:52:03,5
2501.0,7314837504,226764,4,491878,86.9,1106067456,29.0,2025-04-21 15:52:05,5
2501.0,7312658432,226809,4,491994,86.8,1108709376,20.7,2025-04-21 15:52:07,5
2000.0,7324569600,226833,4,492026,87.0,1098096640,13.5,2025-04-21 15:52:09,5
2501.0,7315222528,227161,4,493521,86.9,1107439616,11.8,2025-04-21 15:52:11,5
2501.0,7259893760,227176,4,493534,86.2,1162768384,16.3,2025-04-21 15:52:13,5
2501.0,7270977536,227316,4,494096,86.3,1151684608,8.4,2025-04-21 15:52:14,5
2500.0,7264976896,227526,4,494997,86.3,1157267456,8.4,2025-04-21 15:52:16,5
2501.0,7280541696,227539,4,495011,86.4,1142050816,7.5,2025-04-21 15:52:18,5
2501.0,7261908992,227589,4,495035,86.2,1161035776,25.8,2025-04-21 15:52:20,5
2501.0,7270166528,227827,4,496477,86.3,1151737856,56.7,2025-04-21 15:52:22,5
2501.0,7230402560,227854,4,496506,85.8,1192022016,19.1,2025-04-21 15:52:24,5
2501.0,7243726848,228126,4,497869,86.0,1179787264,17.2,2025-04-21 15:52:26,5
2501.0,7282257920,228206,4,498033,86.5,1139834880,24.5,2025-04-21 15:52:28,5
2501.0,7294754816,228227,4,498052,86.6,1127907328,55.2,2025-04-21 15:52:29,5
2501.0,7323656192,228751,4,501273,87.0,1099005952,33.3,2025-04-21 15:52:32,5
1400.0,7325552640,228865,4,501570,87.0,1097142272,15.6,2025-04-21 15:52:34,5
2501.0,7314509824,228880,4,501584,86.9,1101377536,21.1,2025-04-21 15:52:35,5
2000.0,7314440192,228901,4,501610,86.8,1108221952,16.3,2025-04-21 15:52:37,5
2501.0,7315898368,228968,4,501946,86.9,1107030016,13.9,2025-04-21 15:52:39,5
1800.0,7259656192,229039,4,502361,86.1,1166966784,18.1,2025-04-21 15:52:41,5
2501.0,7280644096,229257,4,503291,86.4,1142018048,22.2,2025-04-21 15:52:43,5
2501.0,7287652352,229271,4,503307,86.5,1135009792,11.7,2025-04-21 15:52:44,5
2501.0,7301742592,229287,4,503328,86.7,1120223232,11.3,2025-04-21 15:52:46,5
2501.0,7294849024,229299,4,503340,86.6,1127686144,18.5,2025-04-21 15:52:48,5
2501.0,7309733888,229448,4,504393,86.8,1112920064,40.8,2025-04-21 15:52:50,5
2501.0,7305990144,229464,4,504415,86.7,1116745728,20.4,2025-04-21 15:52:52,5
2501.0,7308845056,229705,4,505517,86.8,1113817088,35.1,2025-04-21 15:52:54,5
2501.0,7363633152,229728,4,505550,87.4,1059024896,25.4,2025-04-21 15:52:56,5
2501.0,7372210176,229793,4,505630,87.5,1051648000,38.7,2025-04-21 15:52:57,5
2501.0,7367356416,230007,4,506693,87.5,1055305728,10.9,2025-04-21 15:52:59,5
1600.0,7336796160,230060,4,506723,87.1,1086136320,21.1,2025-04-21 15:53:02,5
2501.0,7353036800,230267,4,507540,87.3,1072762880,29.4,2025-04-21 15:53:04,5
2501.0,7351472128,230321,4,507790,87.3,1071190016,12.8,2025-04-21 15:53:06,5
800.0,7353155584,230341,4,507813,87.4,1062047744,7.0,2025-04-21 15:53:07,5
1400.0,7350173696,230597,4,508975,87.3,1072488448,5.4,2025-04-21 15:53:09,5
1400.0,7314223104,230612,4,508989,86.8,1108746240,17.5,2025-04-21 15:53:11,5
2500.0,7318831104,230624,4,509003,86.9,1104404480,8.2,2025-04-21 15:53:13,5
2501.0,7316549632,230779,4,509850,86.9,1105264640,9.6,2025-04-21 15:53:15,5
2000.0,7318405120,230836,4,510087,86.9,1104257024,4.5,2025-04-21 15:53:17,5
2501.0,7300255744,230849,4,510100,86.7,1120940032,17.4,2025-04-21 15:53:19,5
1400.0,7302672384,231045,4,510997,86.7,1119817728,7.9,2025-04-21 15:53:20,5
2501.0,7307862016,231064,4,511019,86.8,1112211456,13.5,2025-04-21 15:53:22,5
2501.0,7335206912,231094,4,511057,87.0,1091305472,40.1,2025-04-21 15:53:24,5
2501.0,7337541632,231314,4,512109,87.1,1085120512,24.7,2025-04-21 15:53:26,5
1400.0,7335374848,231325,4,512121,87.1,1087287296,7.1,2025-04-21 15:53:28,5
2501.0,7357472768,231571,4,513232,87.4,1064337408,10.3,2025-04-21 15:53:30,5
2501.0,7401566208,231608,4,513260,87.9,1022251008,37.7,2025-04-21 15:53:31,5
2500.0,7398797312,231620,4,513272,87.8,1024102400,12.2,2025-04-21 15:53:33,5
2501.0,7388676096,231763,4,513972,87.8,1027301376,9.4,2025-04-21 15:53:35,5
1600.0,7394017280,231901,4,514483,87.8,1030397952,13.7,2025-04-21 15:53:37,5
2501.0,7319351296,231910,4,514495,87.0,1105616896,31.4,2025-04-21 15:53:39,5
2501.0,7317000192,232161,4,515498,86.9,1106169856,15.7,2025-04-21 15:53:40,5
2501.0,7314198528,232193,4,515542,86.8,1108463616,7.1,2025-04-21 15:53:42,5
2501.0,7318708224,232213,4,515568,86.9,1103953920,33.2,2025-04-21 15:53:44,5
2501.0,7319138304,232401,4,516450,86.9,1103523840,9.2,2025-04-21 15:53:46,5
2501.0,7319474176,232423,4,516472,86.9,1105256448,13.4,2025-04-21 15:53:48,5
2501.0,7325650944,232646,4,517332,87.0,1097555968,11.9,2025-04-21 15:53:50,5
