ram_percent,ram_uso,cpu_ociosidade_dias,rede_sent,rede_recv,cpu_freq,cpu_percent,ram_livre,dataHora,maquinaId
72.1,12143874048,120,946797,649819,1700.0,17.5,4704010240,2025-04-21 21:39:18,9
72.1,12145070080,120,946902,649841,1700.0,18.0,4702613504,2025-04-21 21:39:20,9
72.1,12148281344,120,947093,649880,1700.0,23.1,4699656192,2025-04-21 21:39:22,9
72.2,12160733184,120,947421,650336,1700.0,14.6,4686548992,2025-04-21 21:39:24,9
72.2,12169818112,120,947526,650446,1700.0,15.6,4678914048,2025-04-21 21:39:25,9
72.2,12167053312,120,947687,650477,1700.0,11.3,4681179136,2025-04-21 21:39:27,9
72.2,12160225280,120,947856,650569,1700.0,10.8,4687646720,2025-04-21 21:39:29,9
71.9,12127043584,120,947988,650611,1700.0,16.2,4734074880,2025-04-21 21:39:31,9
72.1,12147494912,120,948532,650701,1700.0,16.2,4700377088,2025-04-21 21:39:32,9
71.9,12118614016,120,948943,650738,1700.0,14.8,4729450496,2025-04-21 21:39:34,9
71.9,12110594048,120,949185,650771,1700.0,15.1,4737277952,2025-04-21 21:39:36,9
72.0,12130181120,120,949589,650915,1700.0,16.0,4717756416,2025-04-21 21:39:38,9
72.1,12153765888,120,950027,651217,1700.0,19.6,4694224896,2025-04-21 21:39:39,9
72.2,12165230592,120,950634,651278,1700.0,16.0,4682641408,2025-04-21 21:39:41,9
72.1,12154544128,120,951140,651330,1700.0,24.2,4694585344,2025-04-21 21:39:43,9
72.3,12173139968,120,951571,651372,1700.0,18.4,4674732032,2025-04-21 21:39:45,9
72.0,12132519936,120,951966,651409,1700.0,16.2,4715384832,2025-04-21 21:39:46,9
72.0,12138319872,120,952311,651452,1700.0,16.7,4709650432,2025-04-21 21:39:48,9
71.9,12119601152,120,952645,651491,1700.0,14.5,4728270848,2025-04-21 21:39:50,9
71.8,12097859584,120,953042,651542,1700.0,24.5,4748922880,2025-04-21 21:39:52,9
72.0,12127678464,120,953467,651606,1700.0,20.8,4719476736,2025-04-21 21:39:53,9
72.5,12212117504,120,954648,653009,1700.0,17.8,4638711808,2025-04-21 21:39:55,9
72.5,12207431680,120,955540,653057,1700.0,16.8,4640440320,2025-04-21 21:39:57,9
72.4,12203311104,120,956051,653123,1700.0,18.8,4645552128,2025-04-21 21:39:59,9
72.4,12198604800,120,956575,653259,1700.0,20.3,4649267200,2025-04-21 21:40:01,9
